year,cost_bps,trades,multiple,end_nav,pf,median,mdd,h1_multiple,h2_multiple,completed_trades,median_hold_hours,winner_removed_multiple,winner_removed_pf,winner_removed_trades,removed_positive_events
2022,12.0,279,0.7691801505619623,7691.801505619624,0.7500446382197479,-0.004999999999999942,0.25160268845316736,0.9884443741871383,0.7781724198637983,279,4.65,0.7131898320147418,0.6808060848051893,281,5
2022,18.0,279,0.7310778249743245,7310.778249743245,0.7006632492546151,-0.004999999999999946,0.28027999511430346,0.9560611246332327,0.7646768665076547,279,4.65,0.6770382764900266,0.6295615625547996,281,5
2022,24.0,279,0.698626079290561,6986.26079290561,0.656237653069551,-0.0049999999999999515,0.3071890809052026,0.9279779653676647,0.7528477026001004,279,4.65,0.649479083912111,0.5890079748753464,281,5
2023,12.0,282,0.8388232708461656,8388.232708461655,0.8198653445311133,-0.004999999999999904,0.1864394394485891,0.9045792313703183,0.9273076826840905,281,5.091666666666667,0.7529578811009051,0.7079038710476513,284,5
2023,18.0,282,0.768473265660173,7684.732656601731,0.7302834669315424,-0.004999999999999922,0.24740932552743744,0.8669745504689093,0.8863850331529779,281,5.091666666666667,0.6942737367656242,0.6252123728379982,284,5
2023,24.0,282,0.7138737126082885,7138.737126082885,0.6550698877429787,-0.00499999999999993,0.29638858092262443,0.8365380901828056,0.8533666559669608,281,5.091666666666667,0.6486590235796672,0.5563465108475536,284,5
