horizon,stop_lb,target_r,candidate_events,development_a_base_n,development_a_base_sum_r,development_a_base_mean_r,development_a_base_pf,development_a_base_win_rate,development_a_base_top5_share,development_a_base_positive_month_fraction,development_a_base_ending_nav,development_a_base_geo_daily,development_a_base_max_drawdown,development_a_base_trade_per_day,development_a_base_unresolved,development_a_stress_n,development_a_stress_sum_r,development_a_stress_mean_r,development_a_stress_pf,development_a_stress_win_rate,development_a_stress_top5_share,development_a_stress_positive_month_fraction,development_a_stress_ending_nav,development_a_stress_geo_daily,development_a_stress_max_drawdown,development_a_stress_trade_per_day,development_a_stress_unresolved,development_b_base_n,development_b_base_sum_r,development_b_base_mean_r,development_b_base_pf,development_b_base_win_rate,development_b_base_top5_share,development_b_base_positive_month_fraction,development_b_base_ending_nav,development_b_base_geo_daily,development_b_base_max_drawdown,development_b_base_trade_per_day,development_b_base_unresolved,development_b_stress_n,development_b_stress_sum_r,development_b_stress_mean_r,development_b_stress_pf,development_b_stress_win_rate,development_b_stress_top5_share,development_b_stress_positive_month_fraction,development_b_stress_ending_nav,development_b_stress_geo_daily,development_b_stress_max_drawdown,development_b_stress_trade_per_day,development_b_stress_unresolved
6,6,1.5,65761,69,21.605237678913117,0.3131193866509147,1.7716217494460567,0.5942028985507246,0.1387475352531655,1.0,1.2357190129005502,0.0023032244137748403,-0.06673069976416879,0.75,1,36,5.616940934202292,0.15602613706117477,1.331113847753899,0.5277777777777778,0.2881713485902806,0.6666666666666666,1.0554635590022459,0.0005869119789818633,-0.07133827157248884,0.391304347826087,1,148,59.988818959129745,0.40532985783195774,2.130057751422564,0.6418918918918919,0.059558500050681425,1.0,1.8049037125064238,0.006439200095910147,-0.048866875198455895,1.608695652173913,1,75,14.339268677778081,0.19119024903704107,1.4227122667111651,0.5466666666666666,0.13266420387753436,1.0,1.1489666869898978,0.0015105201815519553,-0.06528431881458185,0.8152173913043478,0
6,6,2.5,65761,46,31.755950142837218,0.6903467422355917,2.8710834983639817,0.6304347826086957,0.23106282523558824,1.0,1.3667871082642749,0.0034021089625140277,-0.01995739416348674,0.5,1,41,17.894689039878386,0.43645583024093626,1.9952363346618034,0.5609756097560976,0.2953131697073535,1.0,1.191391856461919,0.001905315538769603,-0.04902841003214908,0.44565217391304346,1,245,107.30470598745741,0.43797839178554043,1.9992311270351348,0.563265306122449,0.05241312164052371,1.0,2.858486127926154,0.011481632835527167,-0.06794603226063112,2.6630434782608696,1,181,64.35561194636088,0.3555558671069662,1.7586759682674842,0.5303867403314917,0.07183346629855397,1.0,1.872663234325272,0.006842451232363933,-0.0737296144123506,1.9673913043478262,1
6,6,3.5,65761,75,29.179710126144325,0.38906280168192436,1.7500881945589886,0.48,0.219024645150988,1.0,1.326899943273201,0.0030791368309674993,-0.06032330393653085,0.8152173913043478,1,60,15.199498583637059,0.25332497639395096,1.462792771494682,0.45,0.28929203110009694,0.5,1.1568583204544287,0.001585037307585635,-0.05760136076898825,0.6521739130434783,1,228,119.47685037141116,0.5240212735588209,2.065899157451668,0.5087719298245614,0.06739762513104024,1.0,3.2034613590352095,0.012735104039347966,-0.05919525205884624,2.4782608695652173,1,184,53.504784782874815,0.2907868738199718,1.5244155718225794,0.44565217391304346,0.09540648679596757,1.0,1.6720201817677827,0.005602948838727917,-0.07665479682892573,2.0,1
6,12,1.5,65761,75,8.492790538529707,0.1132372071803961,1.2294441003794514,0.5066666666666667,0.15112241891817155,0.3333333333333333,1.0836611935388458,0.0008736999544736168,-0.07697312191653838,0.8152173913043478,1,51,-2.6951379693505046,-0.0528458425362844,0.9066972186024774,0.43137254901960786,0.2501308944730472,0.3333333333333333,0.9704911658724331,-0.0003255228653923359,-0.08693871884390325,0.5543478260869565,1,109,30.93801814074572,0.2838350288141809,1.6718310242489678,0.5779816513761468,0.08969714990894412,1.0,1.3530625490311547,0.0032920436297727562,-0.06982817653366846,1.184782608695652,1,79,8.342742043250317,0.1056043296613964,1.2137353358562064,0.5063291139240507,0.13910115545299545,1.0,1.0818406822565894,0.0008554083252314548,-0.0740812538236697,0.8586956521739131,0
6,12,2.5,65761,68,35.45129977154471,0.5213426436991869,2.259177936117325,0.5882352941176471,0.17819452117317466,1.0,1.4159917223892653,0.003787918592572881,-0.0375496736741191,0.7391304347826086,1,35,14.63236511653565,0.4180675747581614,1.9160757822383492,0.5428571428571428,0.3529189396453937,1.0,1.1536705078229559,0.001554996946088405,-0.03977660462166033,0.3804347826086957,1,110,44.76560922196986,0.40696008383608967,1.8569463015338559,0.5272727272727272,0.11633335143122339,1.0,1.5473945367283595,0.004756631072349471,-0.0496867023614298,1.1956521739130435,1,100,33.631181587736684,0.33631181587736686,1.6998868174723876,0.52,0.1319227300650121,1.0,1.3871129314993254,0.0035631215683671336,-0.05628708564889062,1.0869565217391304,1
6,12,3.5,65761,28,30.565573743291147,1.0916276336889694,4.069723678275704,0.6428571428571429,0.3810240635172202,1.0,1.35028064740804,0.0032695993633184983,-0.0293555006957269,0.30434782608695654,1,25,21.626144565235176,0.865045782609407,3.1610634072438706,0.6,0.45777608963703115,0.5,1.2363355030355394,0.0023086583003582017,-0.02937261083001841,0.2717391304347826,1,140,64.07644152814864,0.4576888680582045,1.842867275453425,0.45714285714285713,0.11224865469579394,1.0,1.8600110521245645,0.006768263056712742,-0.05905103544711998,1.5217391304347827,1,99,33.401713845267686,0.3373910489420978,1.5886411452034648,0.42424242424242425,0.16613561865654072,1.0,1.378316329302328,0.0034937269630834766,-0.049342067498803766,1.076086956521739,1
12,6,1.5,105597,77,17.887201003331615,0.23230131173157942,1.5260686023901402,0.5584415584415584,0.13088345750736796,0.6666666666666666,1.190106341087685,0.0018935586242412317,-0.06673069976416912,0.8369565217391305,1,40,5.6322100179288555,0.1408052504482214,1.2974481000921458,0.525,0.2581232204859306,0.6666666666666666,1.055422800862232,0.0005864919817786252,-0.07117811403035768,0.43478260869565216,1,140,70.51325336346424,0.503666095453316,2.595551200328431,0.6857142857142857,0.05871042109781419,1.0,2.0058563232487385,0.007594684242887562,-0.029906556075197432,1.5217391304347827,1,79,23.29476370601261,0.2948704266583875,1.729537170393938,0.5949367088607594,0.1159343676232243,1.0,1.2562313932114622,0.002482601361081249,-0.03769351178902891,0.8586956521739131,0
12,6,2.5,105597,107,46.115907336382556,0.43098978819049116,1.9978003089698921,0.5700934579439252,0.11874653139994115,1.0,1.5707711233537984,0.004920398862812814,-0.06723140709176545,1.1630434782608696,1,88,26.85171173218482,0.3051330878657366,1.6529751388532234,0.5340909090909091,0.14803287638378396,1.0,1.2987500809166974,0.0028453700303776586,-0.06092940482701148,0.9565217391304348,1,193,97.44099289757308,0.5048756108682543,2.2322141239987134,0.5906735751295337,0.06389750725137608,1.0,2.6016468152997456,0.01044706998772238,-0.049692173796814454,2.097826086956522,1,168,25.189320909331492,0.14993643398411602,1.273655019791001,0.4523809523809524,0.09179207285674407,1.0,1.2685333061227932,0.0025887946788341054,-0.09358680725683921,1.826086956521739,1
12,6,3.5,105597,82,44.11108498393006,0.537940060779635,2.194429220715798,0.5487804878048781,0.1833129322606671,1.0,1.539032543520677,0.00469745513958264,-0.05486862076376353,0.8913043478260869,1,53,16.772017971471413,0.31645316927304556,1.5930538245927355,0.4716981132075472,0.30400814273237314,0.5,1.1756685578205837,0.0017606456323189246,-0.04465481817812533,0.5760869565217391,1,226,92.3521690344196,0.4086379160815027,1.776681204643271,0.47345132743362833,0.0738767099448815,1.0,2.447141652203066,0.00977486351696788,-0.06655489317217178,2.4565217391304346,1,186,45.15318801577136,0.24275907535360947,1.4161788772549768,0.41935483870967744,0.09657658083667948,1.0,1.5369184552101982,0.004682443849874041,-0.07498331500963962,2.0217391304347827,1
12,12,1.5,105597,76,13.94261358730628,0.1834554419382405,1.3984185516470014,0.5394736842105263,0.14053010986292536,0.6666666666666666,1.1442518331449891,0.0014657579855541503,-0.058977819619526084,0.8260869565217391,1,51,-5.124698882328703,-0.10048429181036672,0.8287641346162962,0.4117647058823529,0.2629124828129706,0.3333333333333333,0.9472334867601495,-0.0005890618920163515,-0.08699667433659342,0.5543478260869565,1,104,31.518438781688907,0.30306191136239335,1.7317050636096523,0.5865384615384616,0.09238842994927278,1.0,1.3613342204556462,0.00335851049720004,-0.041359577433950245,1.1304347826086956,1,79,10.859993943315969,0.13746827776349327,1.28563484426782,0.5189873417721519,0.1348190270843954,0.6666666666666666,1.1093577982698317,0.001128693971978123,-0.0819731401037116,0.8586956521739131,0
12,12,2.5,105597,39,24.309743131025026,0.6233267469493596,2.621536377017195,0.6153846153846154,0.2900024935492571,1.0,1.2699088026467302,0.002600604949450691,-0.029725052147338338,0.42391304347826086,1,35,14.954826072784241,0.4272807449366926,1.935931264859703,0.5428571428571428,0.3491752315469737,1.0,1.1573334523178385,0.0015895077013894365,-0.0678954370040683,0.3804347826086957,1,89,29.537194283312083,0.33187858745294474,1.6363730214886707,0.48314606741573035,0.1467065993012837,1.0,1.33117879005611,0.0031142398310251007,-0.053173921165680205,0.967391304347826,1,100,31.73981272329765,0.3173981272329765,1.6346931118357098,0.5,0.12955164080486323,1.0,1.3606697043379747,0.0033531855668047506,-0.05459426925599897,1.0869565217391304,1
12,12,3.5,105597,43,47.49498252885077,1.1045344774151342,4.691260772682529,0.6976744186046512,0.2535631410911127,1.0,1.596265034190833,0.005096274082598162,-0.02935550069572701,0.4673913043478261,1,30,15.55204209657563,0.5184014032191876,2.024353063745975,0.5,0.4641853709086869,1.0,1.1633356406957023,0.001645824961242992,-0.04130094394607142,0.32608695652173914,1,146,48.0012427564083,0.3287756353178651,1.5691246603891231,0.4246575342465753,0.11945766523433433,1.0,1.5850473985199618,0.005019231648755618,-0.07654313785646072,1.5869565217391304,1,118,21.111416411799585,0.17891030857457274,1.291802769391017,0.3898305084745763,0.1616675161669545,1.0,1.2180569119694458,0.002146396892322766,-0.07677441176502653,1.2826086956521738,1
