alpha,q,eligible,robust_score,tie_score,base_end_nav,base_mdd,base_trades,reroute_end_nav,reroute_mdd,reroute_trades,forbidden_count,base_2022_return,base_2022_geo,base_2022_trades,base_2022_pf,base_2023_return,base_2023_geo,base_2023_trades,base_2023_pf,reroute_2022_return,reroute_2022_geo,reroute_2022_trades,reroute_2022_pf,reroute_2023_return,reroute_2023_geo,reroute_2023_trades,reroute_2023_pf
0.5,0.925,False,-0.0003713709572730206,-0.00027715201791786437,8268.821448333283,-0.26394210305462495,1411,8068.573660245253,-0.28127627173881986,1411,10,-0.10829707557833357,-0.0003139842479790156,1080,0.9647038386015052,-0.07269324548910627,-0.0002067480962832935,331,0.9217039569792341,-0.12678683298113325,-0.0003713709572730206,1077,0.9580974127475402,-0.07599038070037234,-0.0002165047701361278,334,0.9188649642578288
0.5,0.95,False,-0.0003713709572730206,-0.00027715201791786437,8268.821448333283,-0.26394210305462495,1411,8068.573660245253,-0.28127627173881986,1411,10,-0.10829707557833357,-0.0003139842479790156,1080,0.9647038386015052,-0.07269324548910627,-0.0002067480962832935,331,0.9217039569792341,-0.12678683298113325,-0.0003713709572730206,1077,0.9580974127475402,-0.07599038070037234,-0.0002165047701361278,334,0.9188649642578288
0.5,0.96,False,-0.000307623459904649,-0.00024402344601198722,8479.054008443518,-0.262851588445315,1378,8258.578343267058,-0.26725578068319056,1383,10,-0.08562576869012717,-0.0002452174577238786,1047,0.9715490191516633,-0.07269324548910583,-0.0002067480962832935,331,0.9217039569792341,-0.10622376966953784,-0.000307623459904649,1049,0.9644126221882834,-0.07599038070037334,-0.0002165047701361278,334,0.9188649642578286
0.5,0.97,False,-0.0002165047701361278,-0.00010750147163013368,9238.881276717735,-0.20071492653192802,1174,9251.455166825026,-0.19964322113354216,1176,10,-0.0036866191500158907,-1.0118939155256967e-05,843,0.9984906199934707,-0.0726932454891075,-0.0002067480962832935,331,0.9217039569792342,0.0012293133741798634,3.365919054143518e-06,842,1.0005041371097174,-0.07599038070037334,-0.0002165047701361278,334,0.9188649642578288
0.5,0.975,False,-0.0001121137609541023,0.00016279455220891137,11359.39106650198,-0.1762453402821874,1029,11164.427774168356,-0.17624534028218675,1030,10,0.17939026183451134,0.0004521503471637267,734,1.0825673066470245,-0.03684205015965303,-0.0001028381696224212,295,0.9562430039441293,0.16307964792927376,0.0004139797922484423,732,1.0751658963542008,-0.040097744462702645,-0.0001121137609541023,298,0.9528655178489708
0.5,0.98,True,2.5858481581542136e-05,0.0003570951438293113,13164.706651771869,-0.12571445917446278,854,12792.034249335844,-0.12979815713825182,855,10,0.29113935013462533,0.0007003137236545331,620,1.1579232554375896,0.019619350180846373,5.323257172840101e-05,234,1.0293882472209681,0.26718681372479525,0.0006489757983527689,619,1.144720569615516,0.009482904240036394,2.5858481581542136e-05,236,1.0140795767887185
0.5,0.985,True,4.63573722611077e-05,0.0002860764366527935,12456.458742715022,-0.08881275233231778,664,12188.651032723354,-0.09149818338359095,666,10,0.2127736841344532,0.0005286603415999291,488,1.151239595604901,0.027104966546589893,7.327428081893572e-05,176,1.0550146762677308,0.19841533974561432,0.0004960137519312013,488,1.1405923741435129,0.0170640034790126,4.63573722611077e-05,178,1.0341502154268059
0.5,0.99,True,0.00010745420991420396,0.0004010124406388371,13553.233888458884,-0.06651709554449414,483,13248.029031404838,-0.06681195119111627,485,10,0.2895630475970936,0.0006969645154706328,359,1.287175604790232,0.05099428164549935,0.00013627408175653777,124,1.1533491397187527,0.27385153583307287,0.000663356955413974,359,1.2702338478500832,0.03999788505501911,0.00010745420991420396,126,1.1174738117793708
0.5,0.9925,True,6.50486207374179e-05,0.0003928657518028622,13281.393374552174,-0.07656720790007354,379,13359.171461728061,-0.07656720790007365,380,10,0.29697806611558164,0.0007126839590170242,282,1.392189210790332,0.02402605884690323,6.50486207374179e-05,97,1.0906422231722406,0.2963596051534345,0.0007113762850341487,282,1.3913980849055758,0.03051432709112345,8.235414242285799e-05,98,1.1145476287234364
0.5,0.995,True,8.041109222589604e-05,0.00046449660362085643,14036.168039192125,-0.050633329866134,289,14033.297347446094,-0.050933202656592735,289,10,0.36278126235913577,0.0008483806504682168,217,1.6560885938958043,0.029964853999669305,8.089280405454424e-05,72,1.1577220082696105,0.3627421084120457,0.0008483018677347687,217,1.6560207808659586,0.029783791138485505,8.041109222589604e-05,72,1.156786805856602
