symbol_side,trades,pnl,mean_r
BTCUSDT:LONG,63,700.0712185818282,0.20737360555873682
BTCUSDT:SHORT,80,-693.2316867135431,-0.16602968745450858
ETHUSDT:LONG,199,514.8969943494365,0.048641742481544355
ETHUSDT:SHORT,343,1016.1115204502878,0.06232272175502699
