period,start_nav,end_nav,return,geo_daily,trades,pnl
2024H1,10000.0,9896.652898933748,-0.010334710106625233,-5.70779536067656e-05,119,-103.34710106624064
2024H2,9896.652898933748,10251.20483669165,0.035825439305454676,0.0001913152264758633,116,354.55193775790764
2025H1,10251.20483669165,11429.570262597766,0.11494896889470496,0.0006013334138881277,191,1178.3654259061502
2025H2,11429.570262597766,11320.059668620645,-0.009581339583298765,-5.232219601669641e-05,118,-109.51059397712014
2026H1,11320.059668620645,11537.848046667967,0.019239154600132924,0.00010528964251954598,141,217.78837804731222
