event_id,date,symbol,action,entry_time_us,exit_time_us,unresolved_mark,account_return_24bp,pred_full,pred_structural,pred_constant,liq_aligned_notional,liq_aligned_count,liq_aligned_share
2022-01-01:BTCUSDT:1641062017:-1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641062019348232,1641062078999999,False,-0.00486446781958,-0.00454770796786,-0.00459213026216,0,12577.145,1,1
2022-01-01:BTCUSDT:1641062077:-1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641062079388225,1641063348999999,False,-0.00490343660883,-0.00399703299546,-0.00420459770249,0,12472.68,1,1
2022-01-01:BTCUSDT:1641062077:-1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641062079388225,1641063348999999,False,-0.000660605256675,-0.00154697495129,-0.00121865420673,0,12472.68,1,1
2022-01-01:BTCUSDT:1641069115:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641069117108347,1641069487999999,False,-0.00494478463934,-0.00453106702163,-0.00458533239615,0,3248.904,1,1
2022-01-01:BTCUSDT:1641069115:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641069117108347,1641069487999999,False,-0.00112919207264,-0.00200484333898,-0.00187733915613,0,3248.904,1,1
2022-01-01:BTCUSDT:1641075141:-1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641075143309129,1641075146999999,False,-0.00236052127193,-0.00229424916748,-0.00231687684694,0,47.027,1,1
2022-01-01:BTCUSDT:1641075141:-1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641075143309129,1641075146999999,False,-0.0054834306675,-0.00537841754669,-0.00538075630506,0,47.027,1,1
2022-01-01:BTCUSDT:1641080179:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641080181108475,1641081263999999,False,-0.00124142226604,-0.00162476360432,-0.00185126529128,0,2150.9875,2,1
2022-01-01:BTCUSDT:1641080179:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641080181108475,1641081263999999,False,-0.0057996421831,-0.00559207254431,-0.00550966407311,0,2150.9875,2,1
2022-03-01:ETHUSDT:1646093114:1,2022-03-01,ETHUSDT,CASCADE_CONTINUE,1646093116191058,1646093233999999,False,-0.00521868925268,-0.00498204878393,-0.00485808980197,-0.00293831002606,864.49,1,1
2022-03-01:ETHUSDT:1646093114:1,2022-03-01,ETHUSDT,EXHAUSTION_REJECT,1646093116191058,1646093233999999,False,0.00155949116957,0.00122859055104,0.00117477078223,-0.0032760298133,864.49,1,1
2022-03-01:BTCUSDT:1646093233:-1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646093235211162,1646093354999999,False,-0.00494707164594,-0.0040438388819,-0.00411975464967,-0.00293831002606,1808.247,1,1
2022-03-01:BTCUSDT:1646093233:-1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646093235211162,1646093354999999,False,0.000761885760395,-0.000120038395933,-0.000176017478265,-0.0032760298133,1808.247,1,1
2022-03-01:ETHUSDT:1646093479:1,2022-03-01,ETHUSDT,CASCADE_CONTINUE,1646093481117350,1646093489999999,False,-0.000213732987874,-0.000599115445629,-0.000406587977512,-0.00293831002606,1611.975,2,1
2022-03-01:ETHUSDT:1646093479:1,2022-03-01,ETHUSDT,EXHAUSTION_REJECT,1646093481117350,1646093489999999,False,-0.00529867620419,-0.00514524388908,-0.00559074586544,-0.0032760298133,1611.975,2,1
2022-03-01:BTCUSDT:1646093488:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646093490151038,1646093706999999,False,-0.00497319251276,-0.00441399973008,-0.00443629868605,-0.00293831002606,11942.285,2,1
2022-03-01:BTCUSDT:1646093488:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646093490151038,1646093706999999,False,0.0022557349625,0.00119128648872,0.00104008836351,-0.0032760298133,11942.285,2,1
2022-03-01:BTCUSDT:1646095566:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646095568112193,1646095574999999,False,-0.0011555111101,-0.00167991480928,-0.00197644151138,-0.00293831002606,437.675,1,1
2022-03-01:BTCUSDT:1646095566:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646095568112193,1646095574999999,False,-0.00585324885591,-0.00539186229418,-0.00469358715545,-0.0032760298133,437.675,1,1
2022-03-01:BTCUSDT:1646097282:-1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646097284112047,1646097781999999,False,-0.00507208132556,-0.00499164645836,-0.00503513667894,-0.00293831002606,430.695,1,1
2022-03-01:BTCUSDT:1646097282:-1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646097284112047,1646097781999999,False,-0.000221934585701,-0.000272526844101,-0.000411570460447,-0.0032760298133,430.695,1,1
2022-03-01:BTCUSDT:1646100406:-1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646100408131792,1646100903999999,False,-0.00101084712942,-0.00117842911454,-0.00150043380017,-0.00293831002606,5579.34,1,1
2022-03-01:BTCUSDT:1646100406:-1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646100408131792,1646100903999999,False,-0.00500558838957,-0.00497115496612,-0.00491622738961,-0.0032760298133,5579.34,1,1
2022-03-01:BTCUSDT:1646100593:-1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646100595192382,1646100600999999,False,-0.00244680010824,-0.00233938575281,-0.00247231527651,-0.00293831002606,42.905,1,1
2022-03-01:BTCUSDT:1646100593:-1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646100595192382,1646100600999999,False,-0.00535978011321,-0.00525318812108,-0.00528640416702,-0.0032760298133,42.905,1,1
2022-03-01:BTCUSDT:1646100903:-1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646100905111479,1646100920999999,False,-0.00232121427399,-0.00276531385693,-0.00311043365267,-0.00293831002606,942.711,1,1
2022-03-01:BTCUSDT:1646100903:-1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646100905111479,1646100920999999,False,-0.00537580046551,-0.00493556138115,-0.00488459288095,-0.0032760298133,942.711,1,1
2022-03-01:BTCUSDT:1646105417:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646105419111626,1646105961999999,False,-0.00521305935884,-0.00455570797618,-0.0044687652193,-0.00293831002606,21651.75,1,1
2022-03-01:BTCUSDT:1646105417:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646105419111626,1646105961999999,False,-0.00116562316661,-0.00157244018683,-0.00169151227123,-0.0032760298133,21651.75,1,1
2022-03-01:BTCUSDT:1646107153:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646107155131622,1646107398999999,False,-0.00496585389296,-0.00418273287863,-0.00454051081862,-0.00293831002606,824.3055,1,1
2022-03-01:BTCUSDT:1646107153:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646107155131622,1646107398999999,False,-0.00208818450971,-0.00255593329422,-0.00253370428627,-0.0032760298133,824.3055,1,1
2022-03-01:BTCUSDT:1646108064:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646108066111531,1646108210999999,False,-0.00491870533015,-0.00495484244207,-0.00479634413124,-0.00293831002606,5173.3465,1,1
2022-03-01:BTCUSDT:1646108064:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646108066111531,1646108210999999,False,0.000233010659501,0.000444618102631,0.000335630386276,-0.0032760298133,5173.3465,1,1
2022-03-01:BTCUSDT:1646109214:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646109216116692,1646110120999999,False,-0.00288358977142,-0.00293219502344,-0.00298886460081,-0.00293831002606,1957.5375,2,1
2022-03-01:BTCUSDT:1646109214:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646109216116692,1646110119999999,False,-0.00485962775372,-0.00502179436633,-0.00485494745483,-0.0032760298133,1957.5375,2,1
2022-03-01:BTCUSDT:1646110120:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646110122176492,1646110137999999,False,-0.0029980914894,-0.00303985258533,-0.00294506877357,-0.00293831002606,3047.9835,2,1
2022-03-01:BTCUSDT:1646110120:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646110122176492,1646110137999999,False,-0.00530471732674,-0.00529797296648,-0.0052541442658,-0.0032760298133,3047.9835,2,1
2022-03-01:BTCUSDT:1646114788:-1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646114790131295,1646114866999999,False,-0.00321348531362,-0.00305461947908,-0.00287149104564,-0.00293831002606,2145.825,1,1
2022-03-01:BTCUSDT:1646114788:-1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646114790131295,1646114866999999,False,-0.00541384749409,-0.0052200950992,-0.00555596912815,-0.0032760298133,2145.825,1,1
2022-03-01:BTCUSDT:1646114867:-1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646114869111195,1646115055999999,False,-0.00233217000397,-0.00292166805156,-0.00284243580777,-0.00293831002606,3773.572,1,1
2022-03-01:BTCUSDT:1646114867:-1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646114869111195,1646115055999999,False,-0.00499816802899,-0.00458155356447,-0.0045468739858,-0.0032760298133,3773.572,1,1
2022-03-01:BTCUSDT:1646115008:-1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646115010116095,1646115199999999,False,-0.00503008271636,-0.0043276767632,-0.00444300238667,-0.00293831002606,6429,1,1
2022-03-01:BTCUSDT:1646115008:-1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646115010116095,1646115199999999,False,-0.0017571171091,-0.00232035095056,-0.00262855649441,-0.0032760298133,6429,1,1
2022-03-01:BTCUSDT:1646115800:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646115802157004,1646115804999999,False,-0.00346738842222,-0.00358061124863,-0.00350786996447,-0.00293831002606,10569.4065,1,1
2022-03-01:BTCUSDT:1646115800:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646115802157004,1646115804999999,False,-0.00497141362391,-0.00503513969836,-0.00501123838685,-0.0032760298133,10569.4065,1,1
2022-03-01:BTCUSDT:1646115875:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646115877156279,1646116405999999,False,-0.00166052282081,-0.00154756707933,-0.00183850703629,-0.00293831002606,87.122,1,1
2022-03-01:BTCUSDT:1646115875:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646115877156279,1646116405999999,False,-0.00735529103849,-0.00674965197238,-0.00642905453091,-0.0032760298133,87.122,1,1
2022-03-01:BTCUSDT:1646117534:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646117536111147,1646118374999999,False,-0.00127004268425,-0.00192960631583,-0.00174683862951,-0.00293831002606,261.936,1,1
2022-03-01:BTCUSDT:1646117534:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646117536111147,1646118374999999,False,-0.00601510895874,-0.00553979681944,-0.00517927452205,-0.0032760298133,261.936,1,1
2022-03-01:BTCUSDT:1646118511:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646118513111576,1646118729999999,False,-0.00496985474646,-0.00399053472218,-0.00408978856844,-0.00293831002606,1618.787,1,1
2022-03-01:BTCUSDT:1646118511:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646118513111576,1646118729999999,False,-0.00181943394379,-0.00241104169346,-0.0026053147448,-0.0032760298133,1618.787,1,1
2022-03-01:BTCUSDT:1646122987:-1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646122989234454,1646123890999999,False,-0.00503847833872,-0.00447750519702,-0.00381339918505,-0.00293831002606,1297.035,1,1
2022-03-01:BTCUSDT:1646122987:-1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646122989234454,1646123891999999,False,0.0007381753253,-0.000180624103372,-0.000303391186243,-0.0032760298133,1297.035,1,1
2022-03-01:BTCUSDT:1646123886:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646123888111678,1646123890999999,False,-0.0023407824455,-0.00291851841556,-0.00294328864099,-0.00293831002606,1663.279,1,1
2022-03-01:BTCUSDT:1646123886:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646123888111678,1646123890999999,False,-0.00599013746125,-0.00559367058908,-0.00563757136999,-0.0032760298133,1663.279,1,1
2022-03-01:ETHUSDT:1646127160:-1,2022-03-01,ETHUSDT,CASCADE_CONTINUE,1646127162171255,1646127251999999,False,-0.00504950982627,-0.00461055871198,-0.00464252206508,-0.00293831002606,171.9,1,1
2022-03-01:ETHUSDT:1646127160:-1,2022-03-01,ETHUSDT,EXHAUSTION_REJECT,1646127162171255,1646127251999999,False,-0.000229954694857,-0.000636160949153,-0.000457802949402,-0.0032760298133,171.9,1,1
2022-03-01:BTCUSDT:1646127524:-1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646127526131948,1646127583999999,False,-0.00205731793698,-0.00249865404867,-0.00235843652602,-0.00293831002606,601.867,1,1
2022-03-01:BTCUSDT:1646127524:-1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646127526131948,1646127583999999,False,-0.00616610608021,-0.00547347916561,-0.00548158294089,-0.0032760298133,601.867,1,1
2022-03-01:ETHUSDT:1646129315:-1,2022-03-01,ETHUSDT,CASCADE_CONTINUE,1646129317151141,1646129328999999,False,-0.00122917720407,-0.00180308646726,-0.00209441494642,-0.00293831002606,114.296,1,1
2022-03-01:ETHUSDT:1646129315:-1,2022-03-01,ETHUSDT,EXHAUSTION_REJECT,1646129317151141,1646129328999999,False,-0.00751541754835,-0.00643586321764,-0.0062634911265,-0.0032760298133,114.296,1,1
2022-03-01:BTCUSDT:1646129362:-1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646129364112753,1646129457999999,False,0.000376348879622,-0.000570375833588,-0.000749942888286,-0.00293831002606,214.0825,1,1
2022-03-01:BTCUSDT:1646129362:-1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646129364112753,1646129457999999,False,-0.00582617309299,-0.00461820607813,-0.00447360067137,-0.0032760298133,214.0825,1,1
2022-03-01:BTCUSDT:1646131632:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646131634112264,1646131640999999,False,-0.00188505901843,-0.00208426223045,-0.00207778668524,-0.00293831002606,6053.867,1,1
2022-03-01:BTCUSDT:1646131632:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646131634112264,1646131640999999,False,-0.00565688549591,-0.00502376836669,-0.00545846654077,-0.0032760298133,6053.867,1,1
2022-03-01:BTCUSDT:1646131708:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646131710292102,1646132169999999,False,-0.000431325605707,-0.00142907531416,-0.00131888760548,-0.00293831002606,14404.17,1,1
2022-03-01:BTCUSDT:1646131708:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646131710292102,1646132169999999,False,-0.00490122484633,-0.00372346419056,-0.0040554057902,-0.0032760298133,14404.17,1,1
2022-03-01:ETHUSDT:1646132089:1,2022-03-01,ETHUSDT,CASCADE_CONTINUE,1646132091120592,1646132158999999,False,-0.00198340202323,-0.00235962490217,-0.00213552287534,-0.00293831002606,529.182,1,1
2022-03-01:ETHUSDT:1646132089:1,2022-03-01,ETHUSDT,EXHAUSTION_REJECT,1646132091120592,1646132158999999,False,-0.00502926048606,-0.00493627615589,-0.00489622780785,-0.0032760298133,529.182,1,1
2022-03-01:BTCUSDT:1646132159:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646132161111696,1646132248999999,False,-0.00534785478548,-0.00447511317616,-0.00427294954989,-0.00293831002606,24196.515,1,1
2022-03-01:BTCUSDT:1646132159:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646132161111696,1646132248999999,False,-0.000929773936073,-0.00150847891931,-0.00155285417497,-0.0032760298133,24196.515,1,1
2022-03-01:BTCUSDT:1646132298:1,2022-03-01,BTCUSDT,CASCADE_CONTINUE,1646132300212384,1646132498999999,False,-0.00126620671177,-0.00176067189611,-0.00167168820851,-0.00293831002606,1619.934,1,1
2022-03-01:BTCUSDT:1646132298:1,2022-03-01,BTCUSDT,EXHAUSTION_REJECT,1646132300212384,1646132498999999,False,-0.00546202012169,-0.00544427062992,-0.00532126364524,-0.0032760298133,1619.934,1,1
2022-03-01:ETHUSDT:1646132299:1,2022-03-01,ETHUSDT,CASCADE_CONTINUE,1646132301112023,1646132626999999,False,-0.00492916559029,-0.00421425168289,-0.00396362939873,-0.00293831002606,1474.375,1,1
