event_id,date,symbol,action,entry_time_us,exit_time_us,unresolved_mark,account_return_24bp,pred_full,pred_structural,pred_constant,liq_aligned_notional,liq_aligned_count,liq_aligned_share
2022-01-01:BTCUSDT:1640997555:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1640997557148722,1640997559999999,False,-0.00214626368021,-0.00263057886734,-0.00215335570266,0,83711.671,2,1
2022-01-01:BTCUSDT:1640997555:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1640997557148722,1640997559999999,False,-0.00508259625442,-0.00476145951603,-0.00460612204188,0,83711.671,2,1
2022-01-01:BTCUSDT:1640997708:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1640997710108753,1640997712999999,False,-0.00235817561278,-0.00259889429916,-0.00244755247468,0,4027.38,1,1
2022-01-01:BTCUSDT:1640997708:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1640997710108753,1640997712999999,False,-0.0068445568836,-0.00637495151731,-0.0061446032336,0,4027.38,1,1
2022-01-01:BTCUSDT:1640999529:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1640999531208569,1640999785999999,False,-0.00160101329956,-0.00183783684615,-0.00198372099926,0,46.9845,1,1
2022-01-01:BTCUSDT:1640999529:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1640999531208569,1640999785999999,False,-0.00603156447456,-0.00585614459855,-0.00590468467406,0,46.9845,1,1
2022-01-01:BTCUSDT:1640999823:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1640999825148507,1640999851999999,False,-0.00157019849036,-0.00216856073648,-0.00228119069708,0,988.701,1,1
2022-01-01:BTCUSDT:1640999823:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1640999825148507,1640999851999999,False,-0.00492999805866,-0.00450166062713,-0.00439486586307,0,988.701,1,1
2022-01-01:BTCUSDT:1640999995:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1640999997128732,1641000168999999,False,-0.00538007968127,-0.00510220445857,-0.00523400640714,0,20551.296,1,1
2022-01-01:BTCUSDT:1640999995:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1640999997128732,1641000266999999,False,-0.00113519794331,-0.00145370388399,-0.00139908557455,0,20551.296,1,1
2022-01-01:BTCUSDT:1641014586:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641014588108748,1641014590999999,False,0.000356952795796,-0.000279503449035,-1.92640333001e-05,0,426.1975,2,1
2022-01-01:BTCUSDT:1641014586:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641014588108748,1641014590999999,False,-0.00626907870343,-0.00508632268823,-0.00540002489341,0,426.1975,2,1
2022-01-01:BTCUSDT:1641014690:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641014692128659,1641019653999999,False,-0.00501795848122,-0.00407254639919,-0.00402542718298,0,10706.7935,2,1
2022-01-01:BTCUSDT:1641014690:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641014692128659,1641019653999999,False,0.0030042784877,0.00189917489893,0.00139067520449,0,10706.7935,2,1
2022-01-01:ETHUSDT:1641015021:1,2022-01-01,ETHUSDT,CASCADE_CONTINUE,1641015023203334,1641015026999999,False,-0.00143494289721,-0.00154612261045,-0.00155194464582,0,3302.3025,1,1
2022-01-01:ETHUSDT:1641015021:1,2022-01-01,ETHUSDT,EXHAUSTION_REJECT,1641015023203334,1641015026999999,False,-0.00558177504564,-0.00561336233149,-0.00573371761775,0,3302.3025,1,1
2022-01-01:BTCUSDT:1641015930:-1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641015932108651,1641017000999999,False,-0.000539705134723,-0.00123449934488,-0.00157002967415,0,6205.32,1,1
2022-01-01:BTCUSDT:1641015930:-1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641015932108651,1641017000999999,False,-0.00495186010315,-0.0039803129839,-0.0036985206773,0,6205.32,1,1
2022-01-01:BTCUSDT:1641016084:-1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641016086108437,1641016454999999,False,-0.00503233030091,-0.00386524779999,-0.00379319564373,0,892.2685,1,1
2022-01-01:BTCUSDT:1641016084:-1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641016086108437,1641016454999999,False,-0.00151333300119,-0.00263399187685,-0.00260774028388,0,892.2685,1,1
2022-01-01:ETHUSDT:1641020493:-1,2022-01-01,ETHUSDT,CASCADE_CONTINUE,1641020495102085,1641020896999999,False,-0.00133018899482,-0.00172068516385,-0.00175335414465,0,1541.337,1,1
2022-01-01:ETHUSDT:1641020493:-1,2022-01-01,ETHUSDT,EXHAUSTION_REJECT,1641020495102085,1641020894999999,False,-0.00487860959283,-0.00461291845217,-0.00488291838002,0,1541.337,1,1
2022-01-01:BTCUSDT:1641023929:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641023931111327,1641023936999999,False,-0.00296837454746,-0.00284038029146,-0.0029717518447,0,118847.05,1,1
2022-01-01:BTCUSDT:1641023929:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641023931111327,1641023936999999,False,-0.0057513313267,-0.0056936398756,-0.00585818077668,0,118847.05,1,1
2022-01-01:BTCUSDT:1641029793:-1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641029795392565,1641030120999999,False,-0.00236747350103,-0.0026456743813,-0.00240974633715,0,1216.306,1,1
2022-01-01:BTCUSDT:1641029793:-1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641029795392565,1641030091999999,False,-0.00491344244959,-0.00478466750866,-0.00499160908846,0,1216.306,1,1
2022-01-01:BTCUSDT:1641029856:-1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641029858111558,1641030122999999,False,-0.00249043055094,-0.00260250204932,-0.00282142878689,0,1683.936,1,1
2022-01-01:BTCUSDT:1641029856:-1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641029858111558,1641030122999999,False,-0.00507185622449,-0.00497047046629,-0.00507475083299,0,1683.936,1,1
2022-01-01:BTCUSDT:1641032928:-1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641032930112597,1641033117999999,False,-0.00127861459527,-0.0016695318434,-0.00140530253058,0,839.871,1,1
2022-01-01:BTCUSDT:1641032928:-1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641032930112597,1641033117999999,False,-0.00652972346727,-0.00598602213961,-0.00637464302939,0,839.871,1,1
2022-01-01:BTCUSDT:1641033013:-1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641033015151744,1641033828999999,False,-0.00500967513432,-0.00440839070105,-0.00425652028814,0,279.504,1,1
2022-01-01:BTCUSDT:1641033013:-1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641033015151744,1641033828999999,False,-1.03231161569e-05,-0.000582852627761,-0.000635724783978,0,279.504,1,1
2022-01-01:ETHUSDT:1641033117:-1,2022-01-01,ETHUSDT,CASCADE_CONTINUE,1641033119103057,1641033257999999,False,0.000392079207921,-6.00305772224e-05,5.5745370698e-05,0,7298.1,1,1
2022-01-01:ETHUSDT:1641033117:-1,2022-01-01,ETHUSDT,EXHAUSTION_REJECT,1641033119103057,1641033251999999,False,-0.00516422536444,-0.00493599019817,-0.00431460513122,0,7298.1,1,1
2022-01-01:BTCUSDT:1641033117:-1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641033119111656,1641033828999999,False,-0.00510092613549,-0.00430294330876,-0.0040195147578,0,186.2745,2,1
2022-01-01:BTCUSDT:1641033117:-1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641033119111656,1641033828999999,False,0.00135136618767,-0.000211556251268,-0.000539338688317,0,186.2745,2,1
2022-01-01:ETHUSDT:1641033232:-1,2022-01-01,ETHUSDT,CASCADE_CONTINUE,1641033234163172,1641033257999999,False,-0.000842944546804,-0.001691351957,-0.00189240119544,0,327.9825,1,1
2022-01-01:ETHUSDT:1641033232:-1,2022-01-01,ETHUSDT,EXHAUSTION_REJECT,1641033234163172,1641033251999999,False,-0.00558743741466,-0.00485913447875,-0.00501453795967,0,327.9825,1,1
2022-01-01:BTCUSDT:1641033263:-1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641033265111761,1641033409999999,False,-0.00495008649465,-0.00457726476452,-0.00474100981418,0,186.04,1,1
2022-01-01:BTCUSDT:1641033263:-1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641033265111761,1641033409999999,False,-0.000608177852328,-0.00101678585908,-0.000679032761237,0,186.04,1,1
2022-01-01:BTCUSDT:1641047722:-1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641047724151785,1641048037999999,False,-0.00495355823216,-0.00469822220695,-0.00434285407953,0,839.313,1,1
2022-01-01:BTCUSDT:1641047722:-1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641047724151785,1641048049999999,False,-0.000561183610944,-0.000843181816233,-0.000900959522564,0,839.313,1,1
2022-01-01:BTCUSDT:1641051524:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641051526113589,1641052055999999,False,-0.00501350089703,-0.004644095453,-0.00461266181977,0,2574.0415,2,1
2022-01-01:BTCUSDT:1641051524:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641051526113589,1641052055999999,False,0.000880680828887,0.000445104568122,0.000231250455637,0,2574.0415,2,1
2022-01-01:BTCUSDT:1641054542:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641054544117562,1641054546999999,False,-0.00212043672602,-0.00274902462725,-0.00260275115415,0,381640,1,1
2022-01-01:BTCUSDT:1641054542:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641054544117562,1641054546999999,False,-0.00555286645027,-0.00477169048344,-0.00488523706391,0,381640,1,1
2022-01-01:BTCUSDT:1641058705:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641058707108647,1641058712999999,False,-0.00235573649723,-0.00321142557164,-0.00333735865267,0,8643.7455,1,1
2022-01-01:BTCUSDT:1641058705:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641058707108647,1641058712999999,False,-0.00556466752549,-0.00460020811701,-0.00442378751196,0,8643.7455,1,1
2022-01-01:BTCUSDT:1641058821:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641058823108446,1641061951999999,False,-0.00549948279707,-0.00515886323644,-0.00507407357232,0,5090.9295,2,1
2022-01-01:BTCUSDT:1641058821:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641058823108446,1641061951999999,False,0.00209133852425,0.00120265881626,0.00124965463401,0,5090.9295,2,1
2022-01-01:BTCUSDT:1641058928:1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641058930108326,1641061163999999,False,-0.00538773819765,-0.00500641359121,-0.00478411885289,0,96.219,1,1
2022-01-01:BTCUSDT:1641058928:1,2022-01-01,BTCUSDT,EXHAUSTION_REJECT,1641058930108326,1641061163999999,False,0.00158655462185,0.00124486767201,0.00100943559184,0,96.219,1,1
2022-01-01:BTCUSDT:1641062017:-1,2022-01-01,BTCUSDT,CASCADE_CONTINUE,1641062019348232,1641062082999999,False,-0.00163664259928,-0.00195052758787,-0.0021269592091,0,12577.145,1,1
