event_id,date,symbol,raid_sign,event_second,decision_time_us,entry_time_us,entry_bid,entry_ask,entry_bid_amount,entry_ask_amount,lower_objective,upper_objective,label,label_status,label_exit_time_us,upper_route_exit_time_us,upper_route_exit_price,upper_route_exit_reason,lower_route_exit_time_us,lower_route_exit_price,lower_route_exit_reason,funding_rate_at_entry,source_end_time_us,raid_boundary,prior_range_low,prior_range_high,raid_extreme,range_width_bps,raid_depth_bps,response_return_signed_bps,flow_imbalance_1s_signed,flow_imbalance_5s_signed,mid_vs_mark_signed_bps,mark_vs_index_signed_bps,mark_acceptance_signed_bps,oi_change_5s_signed,bbo_imbalance_signed,spread_bps,source_file,liq_window_start_us,liq_window_end_us,liq_aligned_side,liq_aligned_notional,liq_opposing_notional,liq_total_notional,liq_aligned_count,liq_opposing_count,liq_total_count,liq_aligned_max_notional,liq_aligned_share,liq_log_aligned_opposing_ratio,liq_log_notional,liq_log_max,liq_log_count,liq_log_notional_per_range_bp,liq_log_notional_z,liq_log_max_z,liq_log_count_z,liq_log_notional_per_range_bp_z
2022-07-01:BTCUSDT:1656641656:1,2022-07-01,BTCUSDT,1,1656641656,1656641658000000,1656641658111896,20533,20533.5,4.114,17.242,20464.25,20598.25,0,lower_first,1656641728999999,1656641728999999,20463,stop,1656641728999999,20464.25,target,4.1e-05,1656719999988804,20531.25,20397.25,20531.25,20539.75,65.2663622527,4.1400304414,5.11415525114,0.40025408383,0.725577805241,6.38619996259,-3.13609686449,12.7203627254,3.46294277914,-0.999785269487,0.24340672046,events_2022-07-01.csv,1656641656000000,1656641658000000,buy,7004.85,0,7004.85,1,0,1,7004.85,1,8.85450079331,8.85450079331,8.85450079331,0.69314718056,4.68515544009,0.68094810622,0.699349908079,-0.513455318052,0.318334627251
2022-07-01:BTCUSDT:1656643417:-1,2022-07-01,BTCUSDT,-1,1656643417,1656643419000000,1656643419130122,20310,20310.5,0.617,31.111,20298.25,20325.25,1,upper_first,1656643438999999,1656643440999999,20325.25,target,1656643438999999,20325.5,stop,4.1e-05,1656719999988804,20311.75,20311.75,20338.75,20310.75,13.2927985033,0.492325870494,0.73848880574,0.808113769507,0.772316244218,5.19172473525,-1.53068582108,0.457638203046,-1.24359695786,0.956763953611,0.246181115447,events_2022-07-01.csv,1656643417000000,1656643419000000,sell,9603.7875,0,9603.7875,1,0,1,9603.7875,1,9.17001695106,9.17001695106,9.17001695106,0.69314718056,6.58407357165,0.839271516216,0.858101022257,-0.513455318052,1.32165813131
2022-07-01:ETHUSDT:1656643738:-1,2022-07-01,ETHUSDT,-1,1656643738,1656643740000000,1656643740117399,1090.6,1090.65,193.81,20.44,1088.525,1094.025,1,upper_first,1656643999999999,1656643999999999,1094.025,target,1656643999999999,1094.15,stop,-0.000111,1656719999936870,1091.275,1091.275,1096.775,1090.4,50.3997617466,8.01814391423,9.39268287095,-0.0304659457811,0.618552533723,10.628453102,3.29739780357,29.4163324594,-56.8789415085,-0.833573581444,0.917220820912,events_2022-07-01.csv,1656643738000000,1656643740000000,sell,1087.85,0,1087.85,1,0,1,1087.85,1,6.9928773724,6.9928773724,6.9928773724,0.69314718056,3.11726061708,0.00109238406411,0.00773045019791,-0.2,0.0385035169674
2022-07-01:ETHUSDT:1656644814:-1,2022-07-01,ETHUSDT,-1,1656644814,1656644816000000,1656644816116734,1087.45,1087.5,10.04,176.37,1085.075,1089.975,0,lower_first,1656644832999999,1656644832999999,1084,stop,1656644832999999,1085.075,target,-0.000111,1656719999936870,1087.525,1087.525,1092.425,1087.475,45.0564354842,0.459759545759,0.459759545759,-1,0.859531995998,5.19282379324,0.643317311668,7.43904119025,0.104324879017,0.87837478034,0.459780684613,events_2022-07-01.csv,1656644814000000,1656644816000000,sell,465.6255,0,465.6255,1,0,1,465.6255,1,6.14552700876,6.14552700876,6.14552700876,0.69314718056,2.42783113507,-0.529426956464,-0.523367527699,-0.2,-0.385710402145
2022-07-01:BTCUSDT:1656646091:-1,2022-07-01,BTCUSDT,-1,1656646091,1656646093000000,1656646093116791,20079.5,20080,50.415,8.529,20051,20123.5,1,upper_first,1656646169999999,1656646169999999,20123.5,target,1656646169999999,20127,stop,4.1e-05,1656719999988804,20087.25,20087.25,20159.75,20073.75,36.0925462669,6.72068102901,3.73371168278,-0.855856517879,0.823364890467,10.9393515188,-0.238791001164,2.63092062826,0.659463407543,-0.634765583434,0.249007084252,events_2022-07-01.csv,1656646091000000,1656646093000000,sell,1879.577,0,1879.577,1,0,1,1879.577,1,7.53933392363,7.53933392363,7.53933392363,0.69314718056,3.9717361036,0.021008200125,0.0376272014625,-0.513455318052,-0.058611791157
2022-07-01:ETHUSDT:1656647586:-1,2022-07-01,ETHUSDT,-1,1656647586,1656647588000000,1656647588117499,1067.65,1067.7,174.96,10.33,1060.125,1073.925,0,lower_first,1656647720999999,1656647707999999,1060.05,stop,1656647721999999,1060.125,target,-0.000111,1656719999936870,1067.025,1067.025,1080.825,1066.725,129.331552682,2.81155549308,-6.09170356833,-0.854119155279,-0.365929440632,5.94396757495,0.655197588875,-5.80692897751,5.73590097489,-0.983864677781,0.468307303252,events_2022-07-01.csv,1656647586000000,1656647588000000,sell,10623,0,10623,1,0,1,10623,1,9.27087087172,9.27087087172,9.27087087172,0.69314718056,4.42049861573,1.42732604235,1.43551970133,-0.2,0.840400902217
2022-07-01:BTCUSDT:1656647675:-1,2022-07-01,BTCUSDT,-1,1656647675,1656647677000000,1656647677118119,19826.5,19827,7.958,19.025,19693.25,19975.25,0,lower_first,1656647880999999,1656647880999999,19682.5,stop,1656647880999999,19693.25,target,4.1e-05,1656719999988804,19834.25,19834.25,20116.25,19826.75,142.178302683,3.78133783733,3.78133783733,-0.516255674464,0.626882295145,7.93750787451,-0.226791082576,4.05026765015,4.05364241555,0.313646170442,0.252184548653,events_2022-07-01.csv,1656647675000000,1656647677000000,sell,197.49,0,197.49,1,0,1,197.49,1,5.29073872102,5.29073872102,5.29073872102,0.69314718056,0.87088763845,-1.10731835756,-1.09374748403,-0.513455318052,-1.69699424477
2022-07-01:BTCUSDT:1656647738:-1,2022-07-01,BTCUSDT,-1,1656647738,1656647740000000,1656647740109521,19775.5,19776,7.743,59.84,19622.5,19940,0,lower_first,1656648216999999,1656648214999999,19610,stop,1656648216999999,19622.5,target,4.1e-05,1656719999988804,19781.25,19781.25,20098.75,19776.25,160.505529226,2.52764612954,2.7804107425,0.604332543122,0.852149423972,8.40727168371,-0.227365281018,4.21701411159,13.7838706584,0.794650560828,0.252834911445,events_2022-07-01.csv,1656647738000000,1656647740000000,sell,551.572,0,551.572,1,0,1,551.572,1,6.31458374164,6.31458374164,6.31458374164,0.69314718056,1.48985840286,-0.593561356578,-0.578602589629,-0.513455318052,-1.369951227
2022-07-01:BTCUSDT:1656647816:-1,2022-07-01,BTCUSDT,-1,1656647816,1656647818000000,1656647818129392,19712,19712.5,10.957,9.752,19607.25,19853.25,0,lower_first,1656648216999999,1656648216999999,19605.5,stop,1656648216999999,19607.25,target,4.1e-05,1656719999988804,19730.25,19730.25,19976.25,19712.25,124.681643669,9.12304709773,9.12304709773,0.99371858027,0.592698596382,6.78305331693,-0.192646481034,10.528490734,1.9659310169,-0.0587109431073,0.253649380461,events_2022-07-01.csv,1656647816000000,1656647818000000,sell,2454.538,0,2454.538,2,0,2,2375.956,1,7.80610116082,7.80610116082,7.77357595646,1.09861228867,3.02947853056,0.154869803182,0.155485456215,1.94758913744,-0.556468520312
2022-07-01:BTCUSDT:1656647880:-1,2022-07-01,BTCUSDT,-1,1656647880,1656647882000000,1656647882111425,19691.5,19692,31.235,15.955,19613.5,19811,0,lower_first,1656648216999999,1656648214999999,19610,stop,1656648216999999,19613.5,target,4.1e-05,1656719999988804,19712.25,19712.25,19909.75,19690.25,100.191505282,11.1605727403,10.3996245989,0.284246520478,0.574288632813,6.67853849624,-0.893258184604,15.803527546,2.9438553959,-0.459973315544,0.253913440908,events_2022-07-01.csv,1656647880000000,1656647882000000,sell,6671.99,0,6671.99,1,0,1,6671.99,1,8.80582331433,8.80582331433,8.80582331433,0.69314718056,4.21349513777,0.656522148078,0.674857964216,-0.513455318052,0.0691254278785
2022-07-01:ETHUSDT:1656648041:-1,2022-07-01,ETHUSDT,-1,1656648041,1656648043000000,1656648043177359,1053,1053.05,3.38,71.82,1050.775,1057.275,0,lower_first,1656648208999999,1656648208999999,1050.7,stop,1656648208999999,1050.775,target,-0.000111,1656719999936870,1054.025,1054.025,1060.525,1052.675,61.6683664998,12.80804535,9.48744099998,0.982352856924,0.365856466154,4.79340882557,2.84675896492,7.77730355195,-10.3380011516,0.651892117918,0.474822535077,events_2022-07-01.csv,1656648041000000,1656648043000000,sell,2484.8265,0,2484.8265,1,0,1,2484.8265,1,7.81836047881,7.81836047881,7.81836047881,0.69314718056,3.72070202953,0.517920808315,0.525122579137,-0.2,0.409807984219
2022-07-01:BTCUSDT:1656648048:-1,2022-07-01,BTCUSDT,-1,1656648048,1656648050000000,1656648050109729,19678.5,19679,0.399,3.999,19628.5,19733,1,upper_first,1656648130999999,1656648130999999,19733,target,1656648130999999,19737,stop,4.1e-05,1656719999988804,19680.75,19680.75,19785.25,19680.25,53.0975699605,0.254055358663,0.254055358663,0.878214740356,0.839458951746,6.42870962189,-0.208201091787,1.56884646629,-9.09302475301,0.689250285676,0.254061813239,events_2022-07-01.csv,1656648048000000,1656648050000000,sell,3722.48,0,3722.48,1,0,1,3722.48,1,8.22241399385,8.22241399385,8.22241399385,0.69314718056,4.2641774849,0.363772154865,0.381317118933,-0.513455318052,0.0959042496014
2022-07-01:ETHUSDT:1656648205:-1,2022-07-01,ETHUSDT,-1,1656648205,1656648207000000,1656648207201405,1051,1051.05,20.95,33.4,1047.925,1054.825,0,lower_first,1656648246999999,1656648211999999,1047.85,stop,1656648246999999,1047.925,target,-0.000111,1656719999936870,1051.375,1051.375,1058.275,1050.925,65.6283438355,4.28010938057,3.32897396267,0.999714463244,0.972575533258,7.17830725056,0.57042896258,4.086636698,1.7037820618,0.227403798349,0.475726076924,events_2022-07-01.csv,1656648205000000,1656648207000000,sell,2082.336,0,2082.336,1,0,1,2082.336,1,7.64172573406,7.64172573406,7.64172573406,0.69314718056,3.48826818249,0.407331195898,0.414412346645,-0.2,0.266788754903
2022-07-01:BTCUSDT:1656648211:-1,2022-07-01,BTCUSDT,-1,1656648211,1656648213000000,1656648213115039,19655,19655.5,26.261,0.645,19610.75,19713.75,0,lower_first,1656648216999999,1656648214999999,19610,stop,1656648216999999,19610.75,target,4.1e-05,1656719999988804,19662.25,19662.25,19765.25,19655.25,52.3846457043,3.56012155272,3.56012155272,0.701270604183,0.949087882776,5.50694393596,1.00670833829,6.26067159932,0.841678121085,-0.62213963203,0.254384960761,events_2022-07-01.csv,1656648211000000,1656648213000000,sell,4895,0,4895,1,0,1,4895,1,8.49617382419,8.49617382419,8.49617382419,0.69314718056,4.54800083405,0.501142583589,0.519058648222,-0.513455318052,0.245866816429
2022-07-01:BTCUSDT:1656648353:-1,2022-07-01,BTCUSDT,-1,1656648353,1656648355000000,1656648355132251,19569.5,19570,4.204,15.604,19482.5,19652,1,upper_first,1656648562999999,1656648562999999,19652,target,1656648562999999,19654,stop,4.1e-05,1656719999988804,19567.25,19567.25,19736.75,19566.25,86.6243340275,0.511058017861,-1.27764504465,-0.86553451774,0.328700468576,8.3783651313,-0.270606562056,2.69505457485,7.60630053479,-0.0883472244064,0.255496365564,events_2022-07-01.csv,1656648353000000,1656648355000000,sell,974.65,0,974.65,1,0,1,974.65,1,6.88310391554,6.88310391554,6.88310391554,0.69314718056,2.50564489747,-0.308282614523,-0.292553178782,-0.513455318052,-0.833244326261
2022-07-01:BTCUSDT:1656648418:-1,2022-07-01,BTCUSDT,-1,1656648418,1656648420000000,1656648420110876,19524,19524.5,48.479,8.738,19466,19646.5,1,upper_first,1656648560999999,1656648560999999,19646.5,target,1656648560999999,19651.5,stop,4.1e-05,1656719999988804,19556.25,19556.25,19736.75,19538.25,92.2978587408,9.20421860019,16.3630552892,0.625648056411,0.594546804406,20.4352535213,-14.9116206213,7.25798378216,-5.43828988362,-0.305130385488,0.256091783295,events_2022-07-01.csv,1656648418000000,1656648420000000,sell,196587.114,0,196587.114,1,0,1,196587.114,1,12.1888660271,12.1888660271,12.1888660271,0.69314718056,7.66430938884,2.3541051253,2.37702689205,-0.513455318052,1.89241785354
2022-07-01:BTCUSDT:1656650751:-1,2022-07-01,BTCUSDT,-1,1656650751,1656650753000000,1656650753169396,19567,19567.5,4.201,49.199,19561,19599.5,0,lower_first,1656650836999999,1656650836999999,19556,stop,1656650836999999,19561,target,4.1e-05,1656719999988804,19580.25,19580.25,19618.75,19567.25,19.6626702928,6.63934321574,6.63934321574,0.766556245347,0.953721892067,6.60361651425,-0.168540617014,6.91547755328,5.74876358397,0.848290598291,0.255529008931,events_2022-07-01.csv,1656650751000000,1656650753000000,sell,97.4675,0,97.4675,1,0,1,97.4675,1,4.58972654449,4.58972654449,4.58972654449,0.69314718056,1.78456395382,-1.4590804956,-1.44645989302,-0.513455318052,-1.21423887629
2022-07-01:BTCUSDT:1656650937:-1,2022-07-01,BTCUSDT,-1,1656650937,1656650939000000,1656650939120401,19412,19412.5,20.723,16.11,19314.25,19510.25,0,lower_first,1656652861999999,1656652861999999,19308,stop,1656652861999999,19314.25,target,4.1e-05,1656719999988804,19412.25,19412.25,19608.25,19412,100.96717279,0.128784659171,-0,-0.101184973859,0.15284963196,8.10171304391,-0.149271401144,-0.0514723935541,-13.3936030737,0.0487502411332,0.257569318343,events_2022-07-01.csv,1656650937000000,1656650939000000,sell,3788.288,0,3788.288,1,0,1,3788.288,1,8.23993341763,8.23993341763,8.23993341763,0.69314718056,3.65117750386,0.372563257465,0.390131970335,-0.513455318052,-0.227984010111
2022-07-01:ETHUSDT:1656651184:1,2022-07-01,ETHUSDT,1,1656651184,1656651186000000,1656651186137033,1051.5,1051.55,27.37,36.45,1047.2,1052.35,1,upper_first,1656651825999999,1656651825999999,1052.35,target,1656651825999999,1052.5,stop,-0.000111,1656719999936870,1049.775,1044.625,1049.775,1050.95,49.0581315044,11.1928746636,16.6702388607,-0.0613381522075,0.768017181712,-5.46525995628,-0.475217411968,17.0425874266,14.7236478838,-0.330054361895,0.475499869237,events_2022-07-01.csv,1656651184000000,1656651186000000,buy,9857.6115,0,9857.6115,1,0,1,9857.6115,1,9.19610061618,9.19610061618,9.19610061618,0.69314718056,5.30795755726,1.38051297852,1.3886555785,-0.2,1.38646463384
2022-07-01:BTCUSDT:1656651206:1,2022-07-01,BTCUSDT,1,1656651206,1656651208000000,1656651208109284,19459.5,19460,6.866,43.955,19407,19509.5,0,lower_first,1656651328999999,1656651328999999,19400,stop,1656651328999999,19407,target,4.1e-05,1656719999988804,19458.25,19355.75,19458.25,19462.25,52.6768851258,2.05568332198,2.82656456773,0.939858409166,0.911056331432,-5.36607408777,0.164322672216,3.56495983513,-1.58306283827,-0.983740498354,0.256887804251,events_2022-07-01.csv,1656651206000000,1656651208000000,buy,8806.275,0,8806.275,1,0,1,8806.275,1,9.08333336348,9.08333336348,9.08333336348,0.69314718056,5.1250069923,0.79577440572,0.814486406106,-0.513455318052,0.550737169146
2022-07-01:BTCUSDT:1656654373:1,2022-07-01,BTCUSDT,1,1656654373,1656654375000000,1656654375122200,19504.5,19505,28.574,0.701,19433,19540.5,0,lower_first,1656655022999999,1656655022999999,19427,stop,1656655022999999,19433,target,4.1e-05,1656719999988804,19486.75,19379.25,19486.75,19489.75,55.165689507,1.53950761415,6.67119966131,0.978778920247,0.87034926639,-1.37418772943,-2.73224603952,2.80556558561,0.835061638644,0.455414841046,0.256413543763,events_2022-07-01.csv,1656654373000000,1656654375000000,buy,4232.844,0,4232.844,1,0,1,4232.844,1,8.35086560642,8.35086560642,8.35086560642,0.69314718056,4.3532367693,0.428228116384,0.445947205582,-0.513455318052,0.142960134638
2022-07-01:BTCUSDT:1656657966:1,2022-07-01,BTCUSDT,1,1656657966,1656657968000000,1656657968189794,19449.5,19450,83.297,3.085,19432.75,19458.75,1,upper_first,1656657979999999,1656657979999999,19458.75,target,1656657979999999,19465.5,stop,4.1e-05,1656719999988804,19445.75,19419.75,19445.75,19449.75,13.3705308358,2.05700474397,2.05700474397,0.994580084755,0.965838448094,-9.79514937218,0.0667738815507,4.80485850848,-0.146016302036,0.93239985976,0.257072713017,events_2022-07-01.csv,1656657966000000,1656657968000000,buy,3207.922,0,3207.922,1,0,1,3207.922,1,8.07369033418,8.07369033418,8.07369033418,0.69314718056,5.48448487126,0.289143847037,0.306487205799,-0.513455318052,0.74067300638
2022-07-01:BTCUSDT:1656658966:-1,2022-07-01,BTCUSDT,-1,1656658966,1656658968000000,1656658968110180,19328,19328.5,1.591,35.714,19308,19368.5,1,upper_first,1656659389999999,1656659389999999,19368.5,target,1656659389999999,19372.5,stop,4.1e-05,1656719999988804,19338.25,19338.25,19398.75,19331.75,31.2851473117,3.36121417398,5.1710987292,0.917901081523,0.927714326789,13.1499403215,-4.5541742548,0.408174020602,-4.76918542423,0.975601433203,0.258688706944,events_2022-07-01.csv,1656658966000000,1656658968000000,sell,38.513,0,38.513,1,0,1,38.513,1,3.67662973169,3.67662973169,3.67662973169,0.69314718056,0.802464008464,-1.91726495781,-1.90588212171,-0.513455318052,-1.7331469546
2022-07-01:BTCUSDT:1656659929:1,2022-07-01,BTCUSDT,1,1656659929,1656659931000000,1656659931116606,19441,19441.5,14.24,40.036,19408.25,19479.25,1,upper_first,1656660219999999,1656660219999999,19479.25,target,1656660219999999,19480,stop,4.1e-05,1656719999988804,19443.75,19372.75,19443.75,19448.75,36.5155898425,2.57152041144,-1.28576020572,0.381738842962,0.611626064087,-10.3332963369,2.43618881389,4.31810891504,1.14011898964,-0.522562134367,0.257185108982,events_2022-07-01.csv,1656659929000000,1656659931000000,buy,469.356,0,469.356,1,0,1,469.356,1,6.15348985479,6.15348985479,6.15348985479,0.69314718056,2.62854357369,-0.674396942549,-0.659656549611,-0.513455318052,-0.768308861995
2022-07-01:ETHUSDT:1656660217:1,2022-07-01,ETHUSDT,1,1656660217,1656660219000000,1656660219127551,1063.6,1063.65,0.89,11.98,1059.65,1064.3,1,upper_first,1656660238999999,1656660238999999,1064.3,target,1656660238999999,1064.35,stop,-0.000111,1656719999936870,1061.975,1057.325,1061.975,1063.525,43.7863414864,14.5954471621,14.5954471621,0.997175273859,0.747641848452,-2.77302551183,-0.281994642102,17.7977832814,-5.13453912423,0.240864562276,0.470134693589,events_2022-07-01.csv,1656660217000000,1656660219000000,buy,4466.539,0,4466.539,1,0,1,4466.539,1,8.40459297671,8.40459297671,8.40459297671,0.69314718056,4.63480263716,0.884956324589,0.892558420996,-0.2,0.972264640546
2022-07-01:BTCUSDT:1656660218:1,2022-07-01,BTCUSDT,1,1656660218,1656660220000000,1656660220110377,19479.5,19480,6.525,13.563,19445.5,19489,1,upper_first,1656660237999999,1656660237999999,19489,target,1656660237999999,19515,stop,4.1e-05,1656719999988804,19467.25,19423.75,19467.25,19469.75,22.3452208196,1.28420809308,6.4210404654,0.789686254995,0.797310957907,-5.16679989861,-1.33898133788,3.4902186622,1.52921968174,0.347794981859,0.2566768054,events_2022-07-01.csv,1656660218000000,1656660220000000,buy,900.519,0,900.519,1,0,1,900.519,1,6.80408111841,6.80408111841,6.80408111841,0.69314718056,3.72086965269,-0.34793560345,-0.332313288628,-0.513455318052,-0.191161058234
2022-07-01:BTCUSDT:1656660939:1,2022-07-01,BTCUSDT,1,1656660939,1656660941000000,1656660941118508,19638,19638.5,3.092,50.068,19573.5,19706,0,lower_first,1656661080999999,1656661080999999,19568.5,stop,1656661080999999,19573.5,target,4.1e-05,1656719999988804,19639.75,19507.25,19639.75,19641.25,67.4652172253,0.763757176135,-0.763757176135,0.713680779357,0.828715559708,-3.64461724138,0.0203610316318,2.96849525295,2.00589511675,-0.889358012591,0.254605171031,events_2022-07-01.csv,1656660939000000,1656660941000000,buy,868.626,0,868.626,1,0,1,868.626,1,6.76806323416,6.76806323416,6.76806323416,0.69314718056,2.63010076133,-0.36600908119,-0.350435591125,-0.513455318052,-0.767486097217
2022-07-01:BTCUSDT:1656661964:1,2022-07-01,BTCUSDT,1,1656661964,1656661966000000,1656661966149646,19631.5,19632,6.587,26.926,19587.25,19661.25,0,lower_first,1656662248999999,1656662248999999,19587,stop,1656662249999999,19587.25,target,4.1e-05,1656719999988804,19624.25,19550.25,19624.25,19631.75,37.7084474566,3.82180210709,3.82180210709,1,0.441655440212,-3.17751460307,0.0661986591211,5.07947312057,-10.2394397298,-0.836089960657,0.254689469864,events_2022-07-01.csv,1656661964000000,1656661966000000,buy,19.726,0,19.726,1,0,1,19.726,1,3.03138895076,3.03138895076,3.03138895076,0.69314718056,0.420760113405,-2.24104146875,-2.23053330159,-0.513455318052,-1.93482625985
2022-07-01:BTCUSDT:1656662839:-1,2022-07-01,BTCUSDT,-1,1656662839,1656662841000000,1656662841129870,19473,19473.5,6.05,60.474,19435.5,19531,1,upper_first,1656663050999999,1656663050999999,19531,target,1656663050999999,19535.5,stop,-7.2e-05,1656719999988804,19483.25,19483.25,19578.75,19480.25,49.0164628591,1.53978417359,5.13261391195,0.980771055751,0.77122748627,8.03533907232,0.0307866449589,0.446387799143,-9.97535010373,0.807244038013,0.256762481866,events_2022-07-01.csv,1656662839000000,1656662841000000,sell,19.4,0,19.4,1,0,1,19.4,1,3.01553490085,3.01553490085,3.01553490085,0.69314718056,0.333457262344,-2.24899690046,-2.23851022456,-0.513455318052,-1.98095410549
2022-07-01:ETHUSDT:1656663101:1,2022-07-01,ETHUSDT,1,1656663101,1656663103000000,1656663103236906,1068.05,1068.1,5,169.69,1064.4,1070.95,1,upper_first,1656663237999999,1656663237999999,1070.95,target,1656663237999999,1071.5,stop,6.2e-05,1656719999936870,1067.675,1061.125,1067.675,1067.925,61.3482567261,2.34153651626,2.80984381951,-1,0.996981804064,-5.84877409695,0.561513841315,4.68120962457,1.67253486805,0.959371848437,0.468175753177,events_2022-07-01.csv,1656663101000000,1656663103000000,buy,2147.7,0,2147.7,1,0,1,2147.7,1,7.67261828708,7.67261828708,7.67261828708,0.69314718056,3.58375029316,0.42667277827,0.433775024878,-0.2,0.325539999851
2022-07-01:ETHUSDT:1656663161:1,2022-07-01,ETHUSDT,1,1656663161,1656663163000000,1656663163156517,1069.05,1069.1,115.45,86.53,1065.5,1071.65,1,upper_first,1656663238999999,1656663238999999,1071.65,target,1656663238999999,1072.55,stop,6.2e-05,1656719999936870,1068.575,1062.425,1068.575,1069.025,57.5532835786,4.21121587161,4.67912874623,0.980198936781,0.898674360275,-6.59014002879,-0.654297331401,7.85825210021,0.544992915092,0.132480767309,0.467694034562,events_2022-07-01.csv,1656663161000000,1656663163000000,buy,805.9875,0,805.9875,1,0,1,805.9875,1,6.69330817868,6.69330817868,6.69330817868,0.69314718056,2.70832993738,-0.186465511598,-0.180032014834,-0.2,-0.213116250984
2022-07-01:ETHUSDT:1656663688:1,2022-07-01,ETHUSDT,1,1656663688,1656663690000000,1656663690117396,1081.75,1081.8,107.01,0.02,1078.075,1084.675,0,lower_first,1656664005999999,1656664005999999,1078,stop,1656664005999999,1078.075,target,6.2e-05,1656719999936870,1081.375,1074.775,1081.375,1082.125,61.0334065426,6.93561437984,2.31187145995,-0.938640295708,0.594811283874,-4.57435404576,0.27724126459,7.95368366535,-1.7867956912,-0.242794912006,0.462267421705,events_2022-07-01.csv,1656663688000000,1656663690000000,buy,1989.393,0,1989.393,1,0,1,1989.393,1,7.59608738566,7.59608738566,7.59608738566,0.69314718056,3.51438169119,0.378757388017,0.385807373317,-0.2,0.282856698261
2022-07-01:BTCUSDT:1656665101:-1,2022-07-01,BTCUSDT,-1,1656665101,1656665103000000,1656665103115290,19559,19559.5,6.475,39.942,19546.75,19594.75,1,upper_first,1656665311999999,1656665311999999,19594.75,target,1656665311999999,19597,stop,-7.2e-05,1656719999988804,19570.75,19570.75,19618.75,19559.25,24.5263978131,5.87611614271,5.87611614271,-0.681166271488,0.76107454804,2.6118922367,0.592879719016,4.7614960498,5.59168652429,0.711482353958,0.25563352378,events_2022-07-01.csv,1656665101000000,1656665103000000,sell,29908.992,0,29908.992,1,0,1,29908.992,1,10.3059478842,10.3059478842,10.3059478842,0.69314718056,7.1069841489,1.40927230516,1.4296416449,-0.513455318052,1.59794622606
2022-07-01:ETHUSDT:1656669339:-1,2022-07-01,ETHUSDT,-1,1656669339,1656669341000000,1656669341128486,1061.85,1061.9,131.3,4.1,1059.1625,1063.9875,0,lower_first,1656670046999999,1656670046999999,1057.6,stop,1656670046999999,1059.1625,target,6.2e-05,1656719999936870,1061.575,1061.575,1066.4,1061.525,45.4513341026,0.470998280854,-0.941996561716,-0.808767455817,0.854102765012,8.04683161887,-0.470597093591,4.42144873001,2.89902070817,-0.951883751143,0.470953917159,events_2022-07-01.csv,1656669339000000,1656669341000000,sell,1363.7235,0,1363.7235,1,0,1,1363.7235,1,7.218707123,7.218707123,7.218707123,0.69314718056,3.43411741464,0.142482599375,0.149274879797,-0.2,0.233469162321
2022-07-01:ETHUSDT:1656670153:1,2022-07-01,ETHUSDT,1,1656670153,1656670155000000,1656670155129120,1062.35,1062.4,5.02,336.41,1059.075,1066.175,1,upper_first,1656670593999999,1656670593999999,1066.175,target,1656670593999999,1066.4,stop,6.2e-05,1656719999936870,1062.625,1055.525,1062.625,1062.975,66.8156687449,3.29373014939,-2.35266439242,-0.319090254094,0.424066216459,-9.45099588106,0.940486043188,9.9781610061,5.03548321736,-0.99965779793,0.470643605132,events_2022-07-01.csv,1656670153000000,1656670155000000,buy,608.8455,0,608.8455,1,0,1,608.8455,1,6.4132056464,6.4132056464,6.4132056464,0.69314718056,2.31375410563,-0.361835484969,-0.35559326421,-0.2,-0.455903315273
2022-07-01:BTCUSDT:1656670591:1,2022-07-01,BTCUSDT,1,1656670591,1656670593000000,1656670593116792,19468.5,19469,56.739,4.575,19442.25,19477.25,1,upper_first,1656670595999999,1656670595999999,19477.25,target,1656670595999999,19483.5,stop,-7.2e-05,1656719999988804,19459.75,19424.75,19459.75,19468.75,17.9858425725,4.62493094721,4.62493094721,0.867871037083,0.982081687252,-1.23259283607,-1.93582309966,1.24301893344,15.24114903,0.945807187678,0.256821829856,events_2022-07-01.csv,1656670591000000,1656670593000000,buy,14540.8815,0,14540.8815,1,0,1,14540.8815,1,9.58478814437,9.58478814437,9.58478814437,0.69314718056,6.69637060165,1.04740028578,1.06679204314,-0.513455318052,1.38099204769
2022-07-01:ETHUSDT:1656671768:-1,2022-07-01,ETHUSDT,-1,1656671768,1656671770000000,1656671770156733,1058.2,1058.25,50.38,11.71,1056.55,1060.5,0,lower_first,1656671905999999,1656671905999999,1056.5,stop,1656671905999999,1056.55,target,6.2e-05,1656719999936870,1058.525,1058.525,1062.475,1058.025,37.316076616,4.72355400203,2.83413240122,1,0.923185263431,9.95959519674,-2.26620335398,4.62364475311,-0.246681420422,-0.69271043093,0.472489309929,events_2022-07-01.csv,1656671768000000,1656671770000000,sell,4511.12,0,4511.12,1,0,1,4511.12,1,8.41452238857,8.41452238857,8.41452238857,0.69314718056,4.80311449117,0.891173050583,0.898781927571,-0.2,1.07582886733
