event_id,date,symbol,raid_sign,event_second,decision_time_us,entry_time_us,entry_bid,entry_ask,entry_bid_amount,entry_ask_amount,lower_objective,upper_objective,label,label_status,label_exit_time_us,upper_route_exit_time_us,upper_route_exit_price,upper_route_exit_reason,lower_route_exit_time_us,lower_route_exit_price,lower_route_exit_reason,funding_rate_at_entry,source_end_time_us,raid_boundary,prior_range_low,prior_range_high,raid_extreme,range_width_bps,raid_depth_bps,response_return_signed_bps,flow_imbalance_1s_signed,flow_imbalance_5s_signed,mid_vs_mark_signed_bps,mark_vs_index_signed_bps,mark_acceptance_signed_bps,oi_change_5s_signed,bbo_imbalance_signed,spread_bps,source_file,liq_window_start_us,liq_window_end_us,liq_aligned_side,liq_aligned_notional,liq_opposing_notional,liq_total_notional,liq_aligned_count,liq_opposing_count,liq_total_count,liq_aligned_max_notional,liq_aligned_share,liq_log_aligned_opposing_ratio,liq_log_notional,liq_log_max,liq_log_count,liq_log_notional_per_range_bp,liq_log_notional_z,liq_log_max_z,liq_log_count_z,liq_log_notional_per_range_bp_z,action,action_code,side,entry_price,stop_price,target_price,exit_price,exit_time_us,exit_reason,unresolved_mark,funding_settlement_count,gross_notional_return,funding_notional_return,risk_distance_fraction,account_return_24bp,pred_full,pred_structural,pred_constant,policy_score,policy,cost_bps,risk_per_notional,exposure_x,account_return,nav_before,pnl,nav_after
2022-07-01:BTCUSDT:1656634759:1,2022-07-01,BTCUSDT,1,1656634759,1656634761000000,1656634761116450,19787.5,19788,33.694,6.01,19730.75,19835.75,0,lower_first,1656634979999999,1656634979999999,19729,stop,1656634979999999,19730.75,target,4.1e-05,1656719999988804,19783.25,19678.25,19783.25,19787.75,53.0752025072,2.27465153602,2.27465153602,0.995946048175,0.983594788553,-9.56242562488,0.267593516361,2.96957548706,9.53213324865,0.868991702995,0.252681583303,events_2022-07-01.csv,1656634759000000,1656634761000000,buy,398.06,0,398.06,1,0,1,398.06,1,5.98911178152,5.98911178152,5.98911178152,0.69314718056,2.14005725533,-0.756880506223,-0.742362939242,-0.513455318052,-1.02640835374,CASCADE_CONTINUE,1,1,19788,19730.75,19835.75,19729,1656634979999999,stop,False,0,-0.00298160501314,-0,0.00289316757631,-0.00504446564169,-0.00195726489609,-0.00232151149022,-0.0028340844578,1,UNCONDITIONAL_CASCADE,24,0.00533416757631,0.937353378662,-0.00504446564169,1,-0.00504446564169,0.994955534358
2022-07-01:BTCUSDT:1656636980:-1,2022-07-01,BTCUSDT,-1,1656636980,1656636982000000,1656636982110341,20313,20313.5,60.87,0.961,20276,20374.5,0,lower_first,1656637016999999,1656637016999999,20272,stop,1656637016999999,20276,target,4.1e-05,1656719999988804,20325.25,20325.25,20423.75,20313.75,48.4618885377,5.65798698663,7.87198189444,0.989716396831,0.933265525194,9.52352374314,-0.373871314479,11.0509997003,-0.13246932973,-0.0863424877506,0.246193237072,events_2022-07-01.csv,1656636980000000,1656636982000000,sell,12342.74,0,12342.74,1,0,1,12342.74,1,9.42090433096,9.42090433096,9.42090433096,0.69314718056,5.54396428895,0.965164737634,0.984334339037,-0.513455318052,0.772099899822,CASCADE_CONTINUE,1,-1,20313,20374.5,20276,20276,1656637016999999,target,False,0,0.00182149362477,0,0.00302761778172,-0.000528932902535,-0.00478979896698,-0.00445488562421,-0.0028340844578,1,UNCONDITIONAL_CASCADE,24,0.00546861778172,0.914307819559,-0.000528932902535,0.994955534358,-0.000526264718682,0.99442926964
2022-07-01:BTCUSDT:1656637543:1,2022-07-01,BTCUSDT,1,1656637543,1656637545000000,1656637545119534,20399.5,20400,93.501,14.038,20314.5,20453,0,lower_first,1656637817999999,1656637817999999,20312.5,stop,1656637817999999,20314.5,target,4.1e-05,1656719999988804,20383.75,20245.25,20383.75,20395.75,67.9462807383,5.88704237444,7.84938983259,0.999290805761,0.879512621521,2.50065580924,-6.14489304995,3.42363791449,1.05237888607,0.731464894014,0.245101042905,events_2022-07-01.csv,1656637543000000,1656637545000000,buy,27398.4725,0,27398.4725,1,0,1,27398.4725,1,10.2182790404,10.2182790404,10.2182790404,0.69314718056,6.00200199839,1.36528080122,1.38553129971,-0.513455318052,1.01411138625,CASCADE_CONTINUE,1,1,20400,20314.5,20453,20312.5,1656637817999999,stop,False,0,-0.00428921568627,-0,0.00419117647059,-0.00504300188327,-0.00121232759906,-0.00111389732256,-0.0028340844578,1,UNCONDITIONAL_CASCADE,24,0.00663217647059,0.753900325508,-0.00504300188327,0.99442926964,-0.00501490867957,0.98941436096
2022-07-01:BTCUSDT:1656638502:1,2022-07-01,BTCUSDT,1,1656638502,1656638504000000,1656638504129784,20364.5,20365,31.439,11.148,20307.5,20412,0,lower_first,1656638698999999,1656638697999999,20307.5,stop,1656638698999999,20307.5,target,4.1e-05,1656719999988804,20359.75,20255.25,20359.75,20362.25,51.3267599062,1.22791291642,2.45582583283,0.926481848819,0.972129944429,-2.83252464837,-0.839377917881,9.40968593269,15.3959004367,0.708782872556,0.245522287286,events_2022-07-01.csv,1656638502000000,1656638504000000,buy,1309.568,0,1309.568,1,0,1,1309.568,1,7.17821591001,7.17821591001,7.17821591001,0.69314718056,3.27768542233,-0.160197845656,-0.144068365001,-0.513455318052,-0.425324473477,CASCADE_CONTINUE,1,1,20365,20307.5,20412,20307.5,1656638697999999,stop,False,0,-0.00282347164252,-0,0.00282347164252,-0.00496105971996,-0.00316879564389,-0.00305230125645,-0.0028340844578,1,UNCONDITIONAL_CASCADE,24,0.00526447164252,0.949762927701,-0.00496105971996,0.98941436096,-0.00490854373251,0.984505817228
2022-07-01:ETHUSDT:1656638795:1,2022-07-01,ETHUSDT,1,1656638795,1656638797000000,1656638797124161,1092.3,1092.35,38.71,5.85,1089.425,1093.525,1,upper_first,1656638997999999,1656638997999999,1093.525,target,1656638983999999,1093.55,stop,-0.000111,1656719999936870,1091.475,1087.375,1091.475,1092.325,37.5638470877,7.78762683525,7.78762683525,0.994024177108,0.56896361255,0.503538502383,-6.31313131313,2.838931829,-5.02077369221,0.550260312375,0.457739225963,events_2022-07-01.csv,1656638795000000,1656638797000000,buy,1394.0155,0,1394.0155,1,0,1,1394.0155,1,7.2406608053,7.2406608053,7.2406608053,0.69314718056,3.64049147811,0.156227625706,0.163034897826,-0.2,0.360453505979,CASCADE_CONTINUE,1,1,1092.35,1089.425,1093.525,1093.525,1656638997999999,target,False,0,0.00107566256237,0,0.00267771318717,-0.00127617136452,-0.00320992481597,-0.00316772477145,-0.0028340844578,1,UNCONDITIONAL_CASCADE,24,0.00518871318717,0.963630060025,-0.00127617136452,0.984505817228,-0.00125639813215,0.983249419095
2022-07-01:BTCUSDT:1656639634:1,2022-07-01,BTCUSDT,1,1656639634,1656639636000000,1656639636109833,20409,20409.5,19.803,5.742,20345.75,20467.75,1,upper_first,1656639702999999,1656641217999999,20345,stop,1656639702999999,20475,stop,4.1e-05,1656719999988804,20406.75,20284.75,20406.75,20409.25,59.7841400517,1.22508483712,1.22508483712,-0.919522817464,0.337663430229,-4.66237682289,-1.6305864725,4.12045647407,6.27535162161,0.661376069035,0.244986954445,events_2022-07-01.csv,1656639634000000,1656639636000000,buy,328.256,0,328.256,1,0,1,328.256,1,5.79683556369,5.79683556369,5.79683556369,0.69314718056,1.87036837876,-0.853363129126,-0.839106205982,-0.513455318052,-1.16890274786,CASCADE_CONTINUE,1,1,20409.5,20345.75,20467.75,20345,1656641217999999,stop,False,0,-0.00316029300081,-0,0.00312354540778,-0.00499617901674,-0.00194295963421,-0.00192404494944,-0.0028340844578,1,UNCONDITIONAL_CASCADE,24,0.00556454540778,0.89854599677,-0.00499617901674,0.983249419095,-0.00491249011591,0.978336928979
2022-07-01:ETHUSDT:1656641498:1,2022-07-01,ETHUSDT,1,1656641498,1656641500000000,1656641500117317,1101.85,1101.9,51.68,7.81,1097.3,1104.35,1,upper_first,1656641654999999,1656641654999999,1104.35,target,1656641654999999,1104.65,stop,-0.000111,1656719999936870,1100.825,1093.775,1100.825,1100.925,64.0428769332,0.908409601893,9.53830081984,0.987267658482,0.893167140573,6.12967671631,-9.34469212415,4.72435221863,-0.483866881367,0.590763666713,0.453771979582,events_2022-07-01.csv,1656641498000000,1656641500000000,buy,11.0665,0,11.0665,1,0,1,11.0665,1,2.49043301791,2.49043301791,2.49043301791,0.69314718056,0.15939259915,-2.81785230777,-2.8142888642,-0.2,-1.78150682033,CASCADE_CONTINUE,1,1,1101.9,1097.3,1104.35,1104.35,1656641654999999,target,False,0,0.00222343225338,0,0.00417460749614,-0.000132050637673,-0.0028209979202,-0.00352408692644,-0.0028340844578,1,UNCONDITIONAL_CASCADE,24,0.00668560749614,0.747875193523,-0.000132050637673,0.978336928979,-0.000129190015331,0.978207738964
2022-07-01:ETHUSDT:1656641655:1,2022-07-01,ETHUSDT,1,1656641655,1656641657000000,1656641657129446,1106.9,1106.95,28,12.34,1100.95,1108.2,0,lower_first,1656641713999999,1656641713999999,1100.8,stop,1656641713999999,1100.95,target,-0.000111,1656719999936870,1104.575,1097.325,1104.575,1106.625,65.636104384,18.5591743431,21.2751510762,0.242223567057,0.595287011706,2.30420992708,-1.71656758759,23.5492314799,-2.10650451531,0.415609381007,0.45170178648,events_2022-07-01.csv,1656641655000000,1656641657000000,buy,421.572,0,421.572,1,0,1,421.572,1,6.04635984648,6.04635984648,6.04635984648,0.69314718056,2.00456543461,-0.59151473006,-0.58552302042,-0.2,-0.64615067385,CASCADE_CONTINUE,1,1,1106.95,1100.95,1108.2,1100.8,1656641713999999,stop,False,0,-0.00555580649533,0,0.00542029901983,-0.00501544984966,-0.00301950651056,-0.00316982318357,-0.0028340844578,1,UNCONDITIONAL_CASCADE,24,0.00793129901983,0.630413755363,-0.00501544984966,0.978207738964,-0.00490615185733,0.973301587107
2022-07-01:BTCUSDT:1656643417:-1,2022-07-01,BTCUSDT,-1,1656643417,1656643419000000,1656643419130122,20310,20310.5,0.617,31.111,20298.25,20325.25,1,upper_first,1656643438999999,1656643440999999,20325.25,target,1656643438999999,20325.5,stop,4.1e-05,1656719999988804,20311.75,20311.75,20338.75,20310.75,13.2927985033,0.492325870494,0.73848880574,0.808113769507,0.772316244218,5.19172473525,-1.53068582108,0.457638203046,-1.24359695786,0.956763953611,0.246181115447,events_2022-07-01.csv,1656643417000000,1656643419000000,sell,9603.7875,0,9603.7875,1,0,1,9603.7875,1,9.17001695106,9.17001695106,9.17001695106,0.69314718056,6.58407357165,0.839271516216,0.858101022257,-0.513455318052,1.32165813131,CASCADE_CONTINUE,1,-1,20310,20325.25,20298.25,20325.5,1656643438999999,stop,False,0,-0.000763170851797,0,0.00075086164451,-0.00495505633403,-0.00351676636452,-0.00371002068794,-0.0028340844578,1,UNCONDITIONAL_CASCADE,24,0.00319186164451,1.56648393849,-0.00495505633403,0.973301587107,-0.00482276419412,0.968478822913
2022-07-01:ETHUSDT:1656643738:-1,2022-07-01,ETHUSDT,-1,1656643738,1656643740000000,1656643740117399,1090.6,1090.65,193.81,20.44,1088.525,1094.025,1,upper_first,1656643999999999,1656643999999999,1094.025,target,1656643999999999,1094.15,stop,-0.000111,1656719999936870,1091.275,1091.275,1096.775,1090.4,50.3997617466,8.01814391423,9.39268287095,-0.0304659457811,0.618552533723,10.628453102,3.29739780357,29.4163324594,-56.8789415085,-0.833573581444,0.917220820912,events_2022-07-01.csv,1656643738000000,1656643740000000,sell,1087.85,0,1087.85,1,0,1,1087.85,1,6.9928773724,6.9928773724,6.9928773724,0.69314718056,3.11726061708,0.00109238406411,0.00773045019791,-0.2,0.0385035169674,CASCADE_CONTINUE,1,-1,1090.6,1094.025,1088.525,1094.15,1656643999999999,stop,False,0,-0.00325508894187,-0,0.00314047313405,-0.00500319899584,-0.00304258913589,-0.00396553056026,-0.0028340844578,1,UNCONDITIONAL_CASCADE,24,0.00565147313405,0.884725076347,-0.00500319899584,0.968478822913,-0.00484549227429,0.963633330638
