settlement_currency,previous_outcome,episodes,median_start_qty,median_start_home_notional,median_start_foreign_notional,median_max_position,median_add_count,next_episode_win_rate
XBt,FLAT,649,8100.0,0.38115,8100.0,136288.0,15.0,0.0
