episode_id,symbol,settlement_currency,side,start_time,start_price,start_qty,start_home_notional,start_foreign_notional,direct_reversal_entry,entry_after_flat_min,end_time,end_price,closed,settlement_closed,fill_count,discretionary_fill_count,add_count,reduce_count,winning_add_count,losing_add_count,flat_add_count,favorable_reduce_count,adverse_reduce_count,flat_reduce_count,maker_fill_count,taker_fill_count,unknown_liquidity_fill_count,maker_add_count,taker_add_count,max_abs_position,max_home_notional_proxy,max_foreign_notional_proxy,gross_realised_pnl_native,exec_comm_native,realised_minus_comm_proxy_native,first_order_type,first_time_in_force,first_exec_inst,reversal_from_episode_id,previous_episode_outcome,previous_episode_pnl_native,duration_min,directional_price_move,episode_outcome,maker_share,winning_add_share
XBTUSD-000146,XBTUSD,XBt,SHORT,2020-10-31T09:54:58.223000+00:00,13888.0,5555.0,0.39996,5555.0,False,674.1742666666667,2020-11-02T00:39:46.607000+00:00,13826.0,True,False,64,64,26,37,21,5,0,0,37,0,27,37,0,12,14,379105.0,27.616050399999995,379105.0,0.0,3452658.0,-3452658.0,Limit,GoodTillCancel,nan,,FLAT,0.0,2324.8064,0.004464285714285698,FLAT,0.421875,0.8076923076923077
XBTUSD-000147,XBTUSD,XBt,SHORT,2020-11-02T02:08:15.337000+00:00,13720.5,7212.0,0.52561056,7212.0,False,88.47883333333333,2020-11-04T10:47:06.739000+00:00,13700.0,True,False,125,125,51,73,17,33,1,32,41,0,34,91,0,27,24,585615.0,60.5466088,830812.0,0.0,6512680.0,-6512680.0,Limit,GoodTillCancel,nan,,FLAT,0.0,3398.8567,0.0014941146459677146,FLAT,0.272,0.3333333333333333
XBTUSD-000148,XBTUSD,XBt,SHORT,2020-11-04T11:05:50.204000+00:00,13683.0,233.0,0.01702764,233.0,False,18.724416666666666,2020-11-04T16:17:34.029000+00:00,14029.0,True,False,89,89,60,28,33,27,0,0,28,0,3,86,0,3,57,314184.0,22.849094430000005,314184.0,0.0,2637022.0,-2637022.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,311.73041666666666,-0.025286852298472606,FLAT,0.033707865168539325,0.55
XBTUSD-000149,XBTUSD,XBt,SHORT,2020-11-04T17:04:20.121000+00:00,14238.0,5555.0,0.39012765,5555.0,False,46.7682,2020-11-04T22:30:19.696000+00:00,14197.0,True,False,7,7,0,6,0,0,0,6,0,0,1,6,0,0,0,5555.0,0.39012765,5555.0,0.0,19591.0,-19591.0,Limit,GoodTillCancel,nan,,FLAT,0.0,325.9929166666667,0.002879617923865707,FLAT,0.14285714285714285,
XBTUSD-000150,XBTUSD,XBt,LONG,2020-11-05T00:22:11.999000+00:00,14174.0,2333.0,0.16459315,2333.0,False,111.87171666666667,2020-11-05T00:42:26.509000+00:00,14114.5,True,False,3,3,1,1,0,1,0,0,1,0,1,2,0,1,0,4666.0,0.32981621,4666.0,0.0,33007.0,-33007.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,20.241833333333332,-0.004197827007196286,FLAT,0.3333333333333333,0.0
XBTUSD-000151,XBTUSD,XBt,SHORT,2020-11-05T14:16:19.346000+00:00,14888.5,3333.0,0.22387761,3333.0,False,813.8806166666667,2020-11-05T23:12:07.395000+00:00,15728.2,True,False,63,63,61,1,5,56,0,0,1,0,18,45,0,18,43,352986.0,23.380768300000007,352986.0,0.0,2537958.0,-2537958.0,Limit,GoodTillCancel,nan,,FLAT,0.0,535.8008166666666,-0.0563992343083588,FLAT,0.2857142857142857,0.08196721311475409
XBTUSD-000152,XBTUSD,XBt,SHORT,2020-11-05T23:18:19.825000+00:00,15693.5,2333.0,0.14865876,2333.0,False,6.207166666666667,2020-11-06T01:13:14.089000+00:00,15975.5,True,False,131,131,65,65,53,12,0,0,65,0,0,131,0,0,65,718663.0,57.046211369999995,896662.0,0.0,8492924.0,-8492924.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,114.9044,-0.017969222926689454,FLAT,0.0,0.8153846153846154
XBTUSD-000153,XBTUSD,XBt,SHORT,2020-11-06T20:10:53.722000+00:00,15408.0,1032.0,0.0669768,1032.0,False,1137.66055,2020-11-07T13:59:15.797000+00:00,15542.0,True,False,57,57,36,20,17,19,0,11,9,0,0,57,0,0,36,477999.0,31.033420720000002,477999.0,0.0,4654381.0,-4654381.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,1068.3679166666666,-0.008696780893042488,FLAT,0.0,0.4722222222222222
XBTUSD-000154,XBTUSD,XBt,SHORT,2020-11-07T14:16:35.626000+00:00,15442.5,10.0,0.0006476,10.0,False,17.330483333333333,2020-11-07T22:36:45.818000+00:00,14848.5,True,False,45,45,15,29,9,5,1,29,0,0,1,44,0,1,14,318666.0,20.63043684,318666.0,0.0,2104263.0,-2104263.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,500.1698666666667,0.038465274405050986,FLAT,0.022222222222222223,0.6
XBTUSD-000155,XBTUSD,XBt,LONG,2020-11-07T22:37:26.115000+00:00,14826.0,3333.0,0.22481085,3333.0,False,0.6716166666666666,2020-11-09T03:06:45.061000+00:00,15446.5,True,False,4,4,2,1,0,2,0,1,0,0,3,1,0,2,0,9999.0,0.6761323800000001,9999.0,0.0,31648.0,-31648.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1709.3157666666666,0.041852151625522804,FLAT,0.75,0.0
XBTUSD-000156,XBTUSD,XBt,LONG,2020-11-09T13:52:41.018000+00:00,15229.0,18675.0,1.2262005,18675.0,False,645.9326166666667,2020-11-09T15:07:37.930000+00:00,15074.5,True,False,6,6,1,4,0,0,1,0,4,0,0,6,0,0,1,22333.0,1.46638478,22333.0,0.0,221094.0,-221094.0,Limit,GoodTillCancel,nan,,FLAT,0.0,74.94853333333334,-0.01014511786722705,FLAT,0.0,0.0
XBTUSD-000157,XBTUSD,XBt,LONG,2020-11-09T15:16:00.812000+00:00,15047.5,3254.0,0.21626084,3254.0,False,8.381366666666667,2020-11-09T17:52:21.902000+00:00,15208.0,True,False,9,9,7,1,1,2,4,1,0,0,7,2,0,6,1,15725.0,1.04723118,15725.0,0.0,74269.0,-74269.0,Limit,GoodTillCancel,nan,,FLAT,0.0,156.35150000000002,0.010666223625186877,FLAT,0.7777777777777778,0.14285714285714285
XBTUSD-000158,XBTUSD,XBt,LONG,2020-11-10T05:26:40.525000+00:00,15450.0,3464.0,0.22419008,3464.0,False,694.3103833333333,2020-11-13T05:14:05.931000+00:00,16292.0,True,False,53,53,35,17,19,15,1,17,0,0,23,30,0,19,16,295424.0,19.982774959999993,308888.0,0.0,1499640.0,-1499640.0,Limit,GoodTillCancel,nan,,FLAT,0.0,4307.423433333333,0.054498381877022606,FLAT,0.4339622641509434,0.5428571428571428
XBTUSD-000159,XBTUSD,XBt,SHORT,2020-11-14T16:48:38.566000+00:00,15885.0,53464.0,3.3655588,53464.0,False,2134.5439166666665,2020-11-15T08:17:55.567000+00:00,16137.5,True,False,19,19,6,12,6,0,0,3,9,0,3,16,0,0,6,160392.0,10.11859664,160392.0,0.0,1423327.7710609008,-1423327.7710609008,Market,ImmediateOrCancel,nan,,FLAT,0.0,929.2833499999999,-0.01589549889833175,FLAT,0.15789473684210525,1.0
XBTUSD-000160,XBTUSD,XBt,LONG,2020-11-15T08:17:55.567000+00:00,16137.5,13464.0,0.83436408,13464.0,True,0.0,2020-11-15T20:26:30.184000+00:00,15838.5,True,False,47,47,3,43,3,0,0,0,43,0,0,47,0,0,3,80130.0,4.9623228,80130.0,0.0,751563.2289390992,-751563.2289390992,Market,ImmediateOrCancel,nan,XBTUSD-000159,FLAT,0.0,728.57695,-0.018528272656855194,FLAT,0.0,1.0
XBTUSD-000161,XBTUSD,XBt,SHORT,2020-11-15T20:26:46.379000+00:00,15842.5,3748.0,0.23657376,3748.0,False,0.2699166666666667,2020-11-16T01:06:47.636000+00:00,16045.0,True,False,49,49,40,8,23,0,17,0,8,0,0,49,0,0,40,222220.0,14.031859679999997,222220.0,0.0,2095623.0,-2095623.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,280.02095,-0.012782073536373728,FLAT,0.0,0.575
XBTUSD-000162,XBTUSD,XBt,LONG,2020-11-16T01:06:58.472000+00:00,16045.0,53464.0,3.33187648,53464.0,False,0.1806,2020-11-16T16:06:40.853000+00:00,16520.0,True,False,23,23,14,8,14,0,0,8,0,0,1,22,0,0,14,106928.0,6.64931768,106928.0,0.0,842161.0,-842161.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,899.70635,0.029604238080398915,FLAT,0.043478260869565216,1.0
XBTUSD-000163,XBTUSD,XBt,SHORT,2020-11-16T17:15:06.821000+00:00,16666.0,23464.0,1.40784,23464.0,False,68.4328,2020-11-17T16:45:12.824000+00:00,17526.0,True,False,67,67,20,46,1,19,0,0,46,0,9,58,0,8,12,354340.0,26.822169320000004,461068.0,0.0,2672364.0,-2672364.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1410.10005,-0.051602064082563404,FLAT,0.13432835820895522,0.05
XBTUSD-000164,XBTUSD,XBt,LONG,2020-11-18T02:03:54.075000+00:00,17737.0,3364.0,0.18966232,3364.0,False,558.6875166666666,2020-11-18T08:47:30.073000+00:00,18223.0,True,False,5,5,0,4,0,0,0,4,0,0,0,5,0,0,0,3364.0,0.18966232,3364.0,0.0,28068.0,-28068.0,Limit,GoodTillCancel,nan,,FLAT,0.0,403.59996666666666,0.027400349551784497,FLAT,0.0,
XBTUSD-000165,XBTUSD,XBt,SHORT,2020-11-19T08:46:11.520000+00:00,17461.0,3364.0,0.19265628,3364.0,False,1438.6907833333332,2020-11-19T13:33:55.026000+00:00,17987.5,True,False,22,22,14,7,0,14,0,0,7,0,14,8,0,14,0,55004.0,3.1313724400000003,55004.0,0.0,170310.0,-170310.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,287.7251,-0.03015291220434113,FLAT,0.6363636363636364,0.0
XBTUSD-000166,XBTUSD,XBt,SHORT,2020-11-19T16:07:59.430000+00:00,17977.0,6364.0,0.35402932,6364.0,False,154.07340000000002,2020-11-20T04:42:59.559000+00:00,18244.0,True,False,4,4,2,1,2,0,0,0,1,0,0,4,0,0,2,12728.0,0.70812228,12728.0,0.0,105429.0,-105429.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,755.00215,-0.014852311286644104,FLAT,0.0,1.0
XBTUSD-000167,XBTUSD,XBt,SHORT,2020-11-20T09:36:58.793000+00:00,18176.5,5639.0,0.31025778,5639.0,False,293.98723333333334,2020-11-20T14:25:18.686000+00:00,18391.5,True,False,97,97,15,81,12,3,0,0,81,0,0,97,0,0,15,175456.0,9.672272829999999,175456.0,0.0,1440566.0,-1440566.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,288.33155,-0.01182845982449865,FLAT,0.0,0.8
XBTUSD-000168,XBTUSD,XBt,SHORT,2020-11-20T14:43:45.273000+00:00,18563.5,67426.0,3.63223862,67426.0,False,18.443116666666665,2020-11-21T02:05:28.553000+00:00,18894.5,True,False,52,52,39,12,0,39,0,0,12,0,0,52,0,0,39,379092.0,20.40453572,379092.0,0.0,3035216.0,-3035216.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,681.7213333333333,-0.01783068925579756,FLAT,0.0,0.0
XBTUSD-000169,XBTUSD,XBt,SHORT,2020-11-21T02:41:52.184000+00:00,18807.5,51569.0,2.74192373,51569.0,False,36.39385,2020-11-23T10:26:40.975000+00:00,18757.0,True,False,38,38,28,9,28,0,0,8,1,0,0,38,0,0,28,360983.0,19.269378539999995,360983.0,0.0,2892918.0,-2892918.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,3344.813183333333,0.0026850990296424238,FLAT,0.0,1.0
XBTUSD-000170,XBTUSD,XBt,SHORT,2020-11-23T17:26:16.790000+00:00,18401.0,31569.0,1.71545946,31569.0,False,419.59691666666663,2020-11-24T09:22:46.335000+00:00,18775.5,True,False,79,79,33,45,10,23,0,0,45,0,25,54,0,23,10,505104.0,27.256358909999996,505104.0,0.0,1686948.0,-1686948.0,Limit,GoodTillCancel,nan,,FLAT,0.0,956.4924166666666,-0.020352154774197162,FLAT,0.31645569620253167,0.30303030303030304
XBTUSD-000171,XBTUSD,XBt,SHORT,2020-11-24T09:37:31.814000+00:00,18990.5,1853.0,0.09757898,1853.0,False,14.757983333333334,2020-11-24T12:36:22.969000+00:00,19234.0,True,False,22,22,8,13,0,4,4,0,13,0,4,18,0,4,4,189414.0,9.94044672,189414.0,0.0,822542.0,-822542.0,Limit,GoodTillCancel,nan,,FLAT,0.0,178.85258333333334,-0.012822200573971099,FLAT,0.18181818181818182,0.0
XBTUSD-000172,XBTUSD,XBt,SHORT,2020-11-24T16:15:11.428000+00:00,19444.0,11569.0,0.59499367,11569.0,False,218.80765000000002,2020-11-25T05:01:52.001000+00:00,18729.5,True,False,21,21,15,5,15,0,0,5,0,0,1,20,0,0,15,136276.0,7.20862157,136276.0,0.0,1026821.0,-1026821.0,Limit,GoodTillCancel,nan,,FLAT,0.0,766.6762166666666,0.036746554206953275,FLAT,0.047619047619047616,1.0
XBTUSD-000173,XBTUSD,XBt,SHORT,2020-11-25T05:02:53.980000+00:00,18748.0,21569.0,1.15049046,21569.0,False,1.0329833333333334,2020-11-25T11:44:05.069000+00:00,19341.5,True,False,36,36,23,12,0,23,0,0,12,0,24,12,0,23,0,250983.0,13.290797109999998,250983.0,0.0,641660.0,-641660.0,Limit,GoodTillCancel,nan,,FLAT,0.0,401.1848166666667,-0.03165671004907189,FLAT,0.6666666666666666,0.0
XBTUSD-000174,XBTUSD,XBt,SHORT,2020-11-25T14:29:20.200000+00:00,19184.0,20000.0,1.0426,20000.0,False,165.25218333333333,2020-11-25T15:39:09.050000+00:00,19337.0,True,False,44,44,31,12,12,15,4,0,12,0,15,29,0,15,16,430843.0,22.40198953,430843.0,0.0,2073982.0,-2073982.0,Limit,GoodTillCancel,nan,,FLAT,0.0,69.81416666666668,-0.00797539616346965,FLAT,0.3409090909090909,0.3870967741935484
XBTUSD-000175,XBTUSD,XBt,SHORT,2020-11-25T15:48:42.683000+00:00,19241.0,61549.0,3.19870153,61549.0,False,9.560550000000001,2020-11-26T03:39:09.092000+00:00,17609.0,True,False,60,60,24,35,24,0,0,35,0,0,0,60,0,0,24,327520.0,17.482003080000002,327520.0,0.0,2706104.0,-2706104.0,Limit,GoodTillCancel,nan,,FLAT,0.0,710.44015,0.08481887635777763,FLAT,0.0,1.0
XBTUSD-000176,XBTUSD,XBt,SHORT,2020-11-26T05:51:37.972000+00:00,17895.0,8000.0,0.44704,8000.0,False,132.48133333333334,2020-11-26T08:15:57.353000+00:00,17407.0,True,False,25,25,5,19,0,5,0,19,0,0,6,19,0,5,0,80000.0,4.4542399999999995,80000.0,0.0,233275.0,-233275.0,Limit,GoodTillCancel,nan,,FLAT,0.0,144.32301666666666,0.027270187203129348,FLAT,0.24,0.0
XBTUSD-000177,XBTUSD,XBt,LONG,2020-11-26T08:31:45.596000+00:00,16815.5,9587.0,0.57013889,9587.0,False,15.80405,2020-11-26T10:46:43.232000+00:00,17141.0,True,False,25,25,14,10,8,6,0,10,0,0,0,25,0,0,14,90000.0,5.33496778,90000.0,0.0,793908.0,-793908.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,134.9606,0.01935714073325201,FLAT,0.0,0.5714285714285714
XBTUSD-000178,XBTUSD,XBt,LONG,2020-11-26T11:59:39.503000+00:00,17120.0,101.0,0.00589941,101.0,False,72.93785,2020-11-26T13:46:55.070000+00:00,17234.5,True,False,6,6,4,1,3,1,0,1,0,0,0,6,0,0,4,24000.0,1.39788,24000.0,0.0,209275.0,-209275.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,107.25945,0.006688084112149495,FLAT,0.0,0.75
XBTUSD-000179,XBTUSD,XBt,LONG,2020-11-26T17:01:29.742000+00:00,16555.0,18000.0,1.0872,18000.0,False,194.57786666666667,2020-11-27T02:06:54.663000+00:00,17241.0,True,False,6,6,2,3,0,2,0,3,0,0,3,3,0,2,0,54000.0,3.2839199999999997,54000.0,0.0,152802.0,-152802.0,Limit,GoodTillCancel,nan,,FLAT,0.0,545.41535,0.04143763213530649,FLAT,0.5,0.0
XBTUSD-000180,XBTUSD,XBt,SHORT,2020-11-28T04:44:44.987000+00:00,16934.0,9500.0,0.560975,9500.0,False,1597.8387333333333,2020-11-28T10:49:45.480000+00:00,17248.0,True,False,5,5,2,2,0,0,2,0,2,0,0,5,0,0,2,22000.0,1.2991,22000.0,0.0,193098.0,-193098.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,365.00821666666667,-0.01854257706389517,FLAT,0.0,0.0
XBTUSD-000181,XBTUSD,XBt,SHORT,2020-11-28T12:36:16.625000+00:00,17090.5,4.0,0.00023404,4.0,False,106.51908333333334,2020-11-30T14:53:19.046000+00:00,19850.0,True,False,562,562,374,187,0,358,16,0,187,0,81,481,0,72,302,1186686.0,180.00898900999985,3377554.0,0.0,22275745.0,-22275745.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,3017.04035,-0.1614639712120769,FLAT,0.14412811387900357,0.0
XBTUSD-000182,XBTUSD,XBt,LONG,2020-11-30T14:56:09.826000+00:00,19715.5,12212.0,0.61939264,12212.0,False,2.8463333333333334,2020-12-01T03:28:07.956000+00:00,19568.5,True,False,63,63,33,29,2,31,0,29,0,0,15,48,0,15,18,249696.0,12.957480999999998,249696.0,0.0,1131784.0,-1131784.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,751.9688333333332,-0.0074560624889046245,FLAT,0.23809523809523808,0.06060606060606061
XBTUSD-000183,XBTUSD,XBt,LONG,2020-12-01T03:55:55.191000+00:00,19528.0,12212.0,0.62537652,12212.0,False,27.787249999999997,2020-12-01T13:59:26.993000+00:00,18773.0,True,False,240,240,118,121,11,107,0,47,74,0,98,142,0,80,38,887420.0,86.60850212000001,1635024.0,0.0,4335280.16170916,-4335280.16170916,Limit,GoodTillCancel,nan,,FLAT,0.0,603.5300333333333,-0.038662433428922616,FLAT,0.4083333333333333,0.09322033898305085
XBTUSD-000184,XBTUSD,XBt,SHORT,2020-12-01T13:59:26.993000+00:00,18773.0,4786.0,0.25495022,4786.0,True,0.0,2020-12-01T14:23:27.499000+00:00,18939.5,True,False,26,26,14,11,0,8,6,1,10,0,9,17,0,8,6,132488.0,8.19512796,154700.0,0.0,427765.8382908404,-427765.8382908404,Market,ImmediateOrCancel,nan,XBTUSD-000183,FLAT,0.0,24.008433333333336,-0.008869120545464293,FLAT,0.34615384615384615,0.0
XBTUSD-000185,XBTUSD,XBt,LONG,2020-12-01T14:29:02.977000+00:00,18863.0,32212.0,1.70755812,32212.0,False,5.5913,2020-12-01T14:42:17.949000+00:00,19223.0,True,False,4,4,0,3,0,0,0,3,0,0,1,3,0,0,0,32212.0,1.70755812,32212.0,0.0,82987.0,-82987.0,Limit,GoodTillCancel,nan,,FLAT,0.0,13.249533333333334,0.019084981180087945,FLAT,0.25,
XBTUSD-000186,XBTUSD,XBt,SHORT,2020-12-01T14:50:29.199000+00:00,19253.0,20000.0,1.0388,20000.0,False,8.1875,2020-12-01T16:15:37.605000+00:00,19037.5,True,False,92,92,53,38,0,48,5,38,0,0,7,85,0,0,53,344424.0,18.920528089999994,366636.0,0.0,2208431.0923824958,-2208431.0923824958,Market,ImmediateOrCancel,nan,,FLAT,0.0,85.1401,0.011193060821690137,FLAT,0.07608695652173914,0.0
XBTUSD-000187,XBTUSD,XBt,LONG,2020-12-01T16:15:37.605000+00:00,19037.5,11060.0,0.5809818,11060.0,True,0.0,2020-12-04T14:27:17.648000+00:00,19124.0,True,False,158,158,74,83,17,57,0,74,9,0,93,65,0,70,4,397604.0,51.30643975999999,962176.0,0.0,1866486.76967871,-1866486.76967871,Limit,GoodTillCancel,nan,XBTUSD-000186,FLAT,0.0,4211.667383333333,0.004543663821405142,FLAT,0.5886075949367089,0.22972972972972974
XBTUSD-000188,XBTUSD,XBt,SHORT,2020-12-04T14:27:17.648000+00:00,19124.0,4271.0,0.22333059,4271.0,True,0.0,2020-12-07T06:08:57.253000+00:00,19308.5,True,False,58,58,45,12,9,36,0,7,5,0,46,12,0,38,7,196747.0,11.91198387,226483.0,0.0,657097.0377207983,-657097.0377207983,Limit,GoodTillCancel,nan,XBTUSD-000187,FLAT,0.0,3821.6600833333337,-0.009647563271282245,FLAT,0.7931034482758621,0.2
XBTUSD-000189,XBTUSD,XBt,LONG,2020-12-07T06:08:57.253000+00:00,19308.5,9113.0,0.47196226999999996,9113.0,True,0.0,2020-12-07T12:00:14.410000+00:00,19040.4,True,False,13,13,11,1,9,0,2,0,1,0,0,13,0,0,11,216111.0,11.15159547,216111.0,0.0,1687627.1002179957,-1687627.1002179957,Market,ImmediateOrCancel,nan,XBTUSD-000188,FLAT,0.0,351.28595,-0.013885076520703254,FLAT,0.0,0.8181818181818182
XBTUSD-000190,XBTUSD,XBt,SHORT,2020-12-07T12:03:25.850000+00:00,19124.5,5000.0,0.26145,5000.0,False,3.1906666666666665,2020-12-09T13:55:06.142000+00:00,18428.0,True,False,50,50,25,24,9,16,0,24,0,0,34,16,0,13,12,245330.0,12.891464180000002,245330.0,0.0,239097.0,-239097.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,2991.671533333333,0.03641925279092262,FLAT,0.68,0.36
XBTUSD-000191,XBTUSD,XBt,SHORT,2020-12-10T09:53:27.583000+00:00,18289.5,3414.0,0.18667752,3414.0,False,1198.35735,2020-12-10T18:12:06.951000+00:00,18234.0,True,False,36,36,24,11,20,0,4,5,6,0,5,31,0,0,24,181099.0,9.9349258,181099.0,0.0,1401888.0,-1401888.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,498.6561333333333,0.003034528007873405,FLAT,0.1388888888888889,0.8333333333333334
XBTUSD-000192,XBTUSD,XBt,SHORT,2020-12-10T18:48:20.048000+00:00,18300.0,17997.0,0.98335608,17997.0,False,36.21828333333334,2020-12-10T18:48:54.422000+00:00,18302.0,True,False,3,3,1,1,0,0,1,0,1,0,2,1,0,1,0,22222.0,1.21421008,22222.0,0.0,60711.0,-60711.0,Limit,GoodTillCancel,nan,,FLAT,0.0,0.5729000000000001,-0.00010928961748635224,FLAT,0.6666666666666666,0.0
XBTUSD-000193,XBTUSD,XBt,LONG,2020-12-11T01:01:51.050000+00:00,17875.5,25999.0,1.45438406,25999.0,False,372.9438,2020-12-11T09:43:42.365000+00:00,17779.5,True,False,6,6,1,4,0,1,0,0,4,0,2,4,0,1,0,51998.0,2.91734779,51998.0,0.0,146394.0,-146394.0,Limit,GoodTillCancel,nan,,FLAT,0.0,521.85525,-0.00537047914743638,FLAT,0.3333333333333333,0.0
XBTUSD-000194,XBTUSD,XBt,LONG,2020-12-12T21:41:21.823000+00:00,18787.0,666.0,0.03545118,666.0,False,2157.6576333333333,2020-12-16T21:46:56.224000+00:00,21148.0,True,False,13,13,8,4,5,3,0,4,0,0,5,8,0,5,3,127996.0,6.56081,127996.0,0.0,645899.0,-645899.0,Limit,GoodTillCancel,nan,,FLAT,0.0,5765.573350000001,0.12567200723904826,FLAT,0.38461538461538464,0.625
XBTUSD-000195,XBTUSD,XBt,LONG,2020-12-16T22:52:43.106000+00:00,21353.0,59.0,0.00276297,59.0,False,65.78136666666667,2020-12-17T08:36:50.090000+00:00,22738.0,True,False,10,10,8,1,3,2,3,1,0,0,3,7,0,3,5,16666.0,0.75272518,16666.0,0.0,96187.0,-96187.0,Limit,GoodTillCancel,nan,,FLAT,0.0,584.1164,0.06486208026975127,FLAT,0.3,0.375
XBTUSD-000196,XBTUSD,XBt,LONG,2020-12-17T09:41:46.320000+00:00,22407.5,1111.0,0.04958393,1111.0,False,64.93716666666667,2020-12-17T13:22:35.946000+00:00,23156.5,True,False,3,3,1,1,0,1,0,1,0,0,2,1,0,1,0,2222.0,0.09927896,2222.0,0.0,4714.0,-4714.0,Limit,GoodTillCancel,nan,,FLAT,0.0,220.8271,0.033426308155751316,FLAT,0.6666666666666666,0.0
XBTUSD-000197,XBTUSD,XBt,LONG,2020-12-17T20:46:25.902000+00:00,22307.5,1111.0,0.04980613,1111.0,False,443.83259999999996,2020-12-21T16:10:20.965000+00:00,23047.5,True,False,105,105,84,20,33,51,0,0,20,0,60,45,0,48,36,271325.0,11.609924989999998,271325.0,0.0,665145.0,-665145.0,Limit,GoodTillCancel,nan,,FLAT,0.0,5483.917716666667,0.03317269976465309,FLAT,0.5714285714285714,0.39285714285714285
XBTUSD-000198,XBTUSD,XBt,LONG,2020-12-21T17:25:09.585000+00:00,22808.0,586.0,0.02569024,586.0,False,74.81033333333333,2020-12-21T22:05:28.063000+00:00,23109.5,True,False,17,17,6,10,0,1,5,10,0,0,7,10,0,6,0,24222.0,1.06479912,24222.0,0.0,52002.0,-52002.0,Limit,GoodTillCancel,nan,,FLAT,0.0,280.30796666666663,0.013219045948789976,FLAT,0.4117647058823529,0.0
XBTUSD-000199,XBTUSD,XBt,LONG,2020-12-21T23:57:20.972000+00:00,22811.0,12111.0,0.53094624,12111.0,False,111.88181666666667,2020-12-23T20:49:50.122000+00:00,23474.5,True,False,4,4,2,1,0,2,0,1,0,0,3,1,0,2,0,36333.0,1.60446528,36333.0,0.0,75973.0,-75973.0,Limit,GoodTillCancel,nan,,FLAT,0.0,2692.485833333333,0.029086844066459117,FLAT,0.75,0.0
XBTUSD-000200,XBTUSD,XBt,LONG,2020-12-23T22:14:30.283000+00:00,23105.5,12111.0,0.52416408,12111.0,False,84.66935,2020-12-25T20:33:17.159000+00:00,24383.5,True,False,12,12,9,2,8,1,0,2,0,0,2,10,0,1,8,54888.0,2.35312875,54888.0,0.0,239936.0,-239936.0,Limit,GoodTillCancel,nan,,FLAT,0.0,2778.7812666666664,0.05531150591850431,FLAT,0.16666666666666666,0.8888888888888888
XBTUSD-000201,XBTUSD,XBt,LONG,2020-12-25T21:16:23.465000+00:00,24265.0,5111.0,0.21062431,5111.0,False,43.1051,2020-12-26T08:45:34.832000+00:00,24899.5,True,False,3,3,1,1,0,1,0,1,0,0,2,1,0,1,0,10222.0,0.42145306000000005,10222.0,0.0,20253.0,-20253.0,Limit,GoodTillCancel,nan,,FLAT,0.0,689.18945,0.02614877395425519,FLAT,0.6666666666666666,0.0
XBTUSD-000202,XBTUSD,XBt,LONG,2020-12-26T09:28:19.089000+00:00,24777.0,6666.0,0.26903976,6666.0,False,42.73761666666667,2020-12-26T16:11:27.155000+00:00,25743.0,True,False,5,5,1,3,0,1,0,3,0,0,2,3,0,1,0,13332.0,0.5392794000000001,13332.0,0.0,25354.0,-25354.0,Limit,GoodTillCancel,nan,,FLAT,0.0,403.13443333333333,0.03898777091657579,FLAT,0.4,0.0
XBTUSD-000203,XBTUSD,XBt,LONG,2020-12-27T21:17:09.916000+00:00,26111.0,172.0,0.0065876,172.0,False,1745.7126833333334,2020-12-29T02:15:37.391000+00:00,26765.0,True,False,6,6,2,3,0,1,1,3,0,0,3,3,0,2,0,6666.0,0.25640769,6666.0,0.0,12269.0,-12269.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1738.4579166666667,0.02504691509325574,FLAT,0.5,0.0
XBTUSD-000204,XBTUSD,XBt,SHORT,2020-12-31T04:03:40.549000+00:00,29020.0,555.0,0.0191253,555.0,False,2988.0526333333332,2021-01-02T12:21:01.235000+00:00,30332.5,True,False,29,29,24,4,9,15,0,0,4,0,13,16,0,13,11,69435.0,2.34958504,69435.0,0.0,256433.0,-256433.0,Limit,GoodTillCancel,nan,,FLAT,0.0,3377.3447666666666,-0.045227429359062654,FLAT,0.4482758620689655,0.375
