episode_id,symbol,settlement_currency,side,start_time,start_price,start_qty,start_home_notional,start_foreign_notional,direct_reversal_entry,entry_after_flat_min,end_time,end_price,closed,settlement_closed,fill_count,discretionary_fill_count,add_count,reduce_count,winning_add_count,losing_add_count,flat_add_count,favorable_reduce_count,adverse_reduce_count,flat_reduce_count,maker_fill_count,taker_fill_count,unknown_liquidity_fill_count,maker_add_count,taker_add_count,max_abs_position,max_home_notional_proxy,max_foreign_notional_proxy,gross_realised_pnl_native,exec_comm_native,realised_minus_comm_proxy_native,first_order_type,first_time_in_force,first_exec_inst,reversal_from_episode_id,previous_episode_outcome,previous_episode_pnl_native,duration_min,directional_price_move,episode_outcome,maker_share,winning_add_share
XBTUSD-000338,XBTUSD,XBt,SHORT,2021-06-19T22:13:09.775000+00:00,35682.5,7800.0,0.21859421999999998,7799.999999999999,True,0.0,2021-06-25T07:31:32.472000+00:00,33999.0,True,False,681,681,228,452,223,5,0,216,236,0,211,470,0,101,127,3773500.0,166.62021595000002,5744700.0,0.0,15526393.091207348,-15526393.091207348,Limit,GoodTillCancel,nan,XBTUSD-000337,FLAT,0.0,7758.3782833333335,0.04717999019127028,FLAT,0.30983847283406757,0.9780701754385965
XBTUSD-000339,XBTUSD,XBt,LONG,2021-06-25T07:31:32.472000+00:00,33999.0,54000.0,1.5882804,54000.0,True,0.0,2021-06-25T10:29:45.850000+00:00,33684.5,True,False,4,4,1,2,0,0,1,0,2,0,2,2,0,1,0,66500.0,1.9559379,66500.0,0.0,99165.99212598425,-99165.99212598425,Limit,GoodTillCancel,nan,XBTUSD-000338,FLAT,0.0,178.22296666666668,-0.009250272066825493,FLAT,0.5,0.0
XBTUSD-000340,XBTUSD,XBt,SHORT,2021-06-25T10:44:40.317000+00:00,33558.5,50000.0,1.489935,50000.0,False,14.907783333333333,2021-06-25T13:07:26.620000+00:00,33139.5,True,False,231,231,101,129,74,21,6,129,0,0,72,159,0,72,29,1744200.0,52.231873510000014,1744200.0,0.0,5552743.0,-5552743.0,Limit,GoodTillCancel,nan,,FLAT,0.0,142.77171666666666,0.012485659370949254,FLAT,0.3116883116883117,0.7326732673267327
XBTUSD-000341,XBTUSD,XBt,SHORT,2021-06-25T14:03:10.487000+00:00,33222.0,100000.0,3.01005,100000.0,False,55.73111666666667,2021-06-28T07:44:21.664000+00:00,35085.5,True,False,388,388,188,199,160,28,0,65,134,0,104,284,0,100,88,2404100.0,117.78299306,3850000.0,0.0,10805203.0,-10805203.0,Limit,GoodTillCancel,nan,,FLAT,0.0,3941.1862833333334,-0.05609234844380229,FLAT,0.26804123711340205,0.851063829787234
XBTUSD-000342,XBTUSD,XBt,LONG,2021-06-28T09:34:12.994000+00:00,34666.0,60000.0,1.730802,60000.0,False,109.85549999999999,2021-06-29T11:45:23.363000+00:00,35640.5,True,False,51,51,30,20,18,12,0,20,0,0,25,26,0,17,13,750000.0,21.727253000000005,750000.0,0.0,120513.0,-120513.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1571.1728166666667,0.028111117521490758,FLAT,0.49019607843137253,0.6
XBTUSD-000343,XBTUSD,XBt,SHORT,2021-06-29T12:07:41.780000+00:00,35777.0,17100.0,0.47796039,17100.0,False,22.306949999999997,2021-06-30T03:58:54.080000+00:00,35076.5,True,False,38,38,29,8,0,21,8,8,0,0,34,4,0,25,4,340000.0,9.440228000000001,340000.0,0.0,-310812.21774193546,310812.21774193546,Limit,GoodTillCancel,nan,,FLAT,0.0,951.205,0.019579618190457504,FLAT,0.8947368421052632,0.0
XBTUSD-000344,XBTUSD,XBt,LONG,2021-06-30T03:58:54.080000+00:00,35076.5,89200.0,2.54301172,89200.0,True,0.0,2021-07-03T12:48:01.638000+00:00,34556.0,True,False,297,297,119,177,0,117,2,86,91,0,161,136,0,86,33,2710000.0,127.01522250999994,4304800.0,0.0,4181734.2177419355,-4181734.2177419355,Limit,GoodTillCancel,nan,XBTUSD-000343,FLAT,0.0,4849.125966666667,-0.014838994768577307,FLAT,0.5420875420875421,0.0
XBTUSD-000345,XBTUSD,XBt,SHORT,2021-07-03T20:01:35.006000+00:00,34698.0,120000.0,3.458412,120000.0,False,433.5561333333333,2021-07-04T06:54:10.610000+00:00,35386.5,True,False,105,105,44,60,0,44,0,0,60,0,44,61,0,44,0,840000.0,24.017016,840000.0,0.0,1525826.0,-1525826.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,652.5934,-0.019842642227217766,FLAT,0.41904761904761906,0.0
XBTUSD-000346,XBTUSD,XBt,LONG,2021-07-04T07:28:07.884000+00:00,35480.5,47600.0,1.3415822,47600.0,False,33.954566666666665,2021-07-04T07:30:54.206000+00:00,35400.0,True,False,17,17,5,11,0,0,5,0,11,0,0,17,0,0,5,220000.0,6.20059,220000.0,0.0,931137.0,-931137.0,Limit,GoodTillCancel,nan,,FLAT,0.0,2.7720333333333333,-0.0022688519045672706,FLAT,0.0,0.0
XBTUSD-000347,XBTUSD,XBt,LONG,2021-07-04T12:55:01.360000+00:00,35343.0,46200.0,1.30718742,46200.0,False,324.1192333333333,2021-07-08T07:47:20.421000+00:00,32463.0,True,False,297,297,126,170,8,110,8,66,104,0,189,108,0,115,11,1970000.0,112.71959099999998,3810000.0,0.0,1984113.0,-1984113.0,Limit,GoodTillCancel,nan,,FLAT,0.0,5452.317683333333,-0.08148714031066973,FLAT,0.6363636363636364,0.06349206349206349
XBTUSD-000348,XBTUSD,XBt,SHORT,2021-07-08T07:58:06.420000+00:00,32249.5,100000.0,3.10082,100000.0,False,10.76665,2021-07-08T19:56:25.424000+00:00,33116.5,True,False,18,18,2,15,2,0,0,0,15,0,0,18,0,0,2,220000.0,6.821874,220000.0,0.0,1009987.4548148148,-1009987.4548148148,Stop,ImmediateOrCancel,IndexPrice,,FLAT,0.0,718.3167333333333,-0.02688413773856957,FLAT,0.0,1.0
XBTUSD-000349,XBTUSD,XBt,LONG,2021-07-08T19:56:25.424000+00:00,33116.5,27200.0,0.8213420800000001,27200.0,True,0.0,2021-07-09T12:05:32.698000+00:00,32642.5,True,False,44,44,18,25,2,16,0,0,25,0,0,44,0,0,18,370100.0,11.180182760000001,370100.0,0.0,1688854.545185185,-1688854.545185185,Market,ImmediateOrCancel,nan,XBTUSD-000348,FLAT,0.0,969.1212333333333,-0.014313106759470395,FLAT,0.0,0.1111111111111111
XBTUSD-000350,XBTUSD,XBt,LONG,2021-07-09T13:08:10.613000+00:00,33161.5,600.0,0.0180933,600.0,False,62.63191666666667,2021-07-14T01:17:22.410000+00:00,32261.5,True,False,340,340,174,165,118,48,8,79,86,0,78,262,0,64,110,1803400.0,91.60739345999998,3095100.0,0.0,8381181.79,-8381181.79,Limit,GoodTillCancel,nan,,FLAT,0.0,6489.196616666667,-0.027139906216546272,FLAT,0.22941176470588234,0.6781609195402298
XBTUSD-000351,XBTUSD,XBt,SHORT,2021-07-14T01:17:22.410000+00:00,32261.5,16500.0,0.51144555,16500.0,True,0.0,2021-07-23T23:35:30.454000+00:00,33605.3,True,False,519,519,274,244,135,137,2,114,130,0,188,331,0,130,144,3453000.0,172.84179271999997,5495200.0,0.0,11427141.21,-11427141.21,Market,ImmediateOrCancel,nan,XBTUSD-000350,FLAT,0.0,14298.134066666667,-0.0416533639167429,FLAT,0.3622350674373796,0.4927007299270073
XBTUSD-000352,XBTUSD,XBt,LONG,2021-07-24T02:05:22.588000+00:00,33610.5,4000.0,0.1190104,4000.0,False,149.8689,2021-07-24T07:21:23.298000+00:00,33808.5,True,False,7,7,3,3,0,0,3,3,0,0,0,7,0,0,3,50000.0,1.4876299999999998,50000.0,0.0,222487.0,-222487.0,Limit,GoodTillCancel,nan,,FLAT,0.0,316.0118333333333,0.00589101620029453,FLAT,0.0,0.0
XBTUSD-000353,XBTUSD,XBt,SHORT,2021-07-26T06:54:54.589000+00:00,38619.5,38700.0,1.00208619,38700.0,False,2853.5215166666667,2021-07-26T21:36:46.476000+00:00,37257.0,True,False,95,95,56,38,0,52,4,38,0,0,75,20,0,52,4,2050000.0,51.65696199999999,2050000.0,0.0,-746893.0,746893.0,Limit,GoodTillCancel,nan,,FLAT,0.0,881.8647833333333,0.03528010461036524,FLAT,0.7894736842105263,0.0
XBTUSD-000354,XBTUSD,XBt,LONG,2021-07-26T21:46:35.454000+00:00,37136.0,1700.0,0.0457776,1700.0,False,9.8163,2021-07-26T23:07:08.990000+00:00,37408.5,True,False,13,13,4,8,0,0,4,8,0,0,0,13,0,0,4,120000.0,3.2313600000000005,120000.0,0.0,482952.0,-482952.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,80.55893333333333,0.007337893149504504,FLAT,0.0,0.0
XBTUSD-000355,XBTUSD,XBt,LONG,2021-07-27T02:43:53.379000+00:00,36666.0,60000.0,1.636392,60000.0,False,216.73981666666666,2021-07-27T14:41:39.100000+00:00,38224.5,True,False,4,4,0,3,0,0,0,3,0,0,1,3,0,0,0,60000.0,1.636392,60000.0,0.0,76816.0,-76816.0,Limit,GoodTillCancel,nan,,FLAT,0.0,717.7620166666667,0.042505318278514226,FLAT,0.25,
XBTUSD-000356,XBTUSD,XBt,LONG,2021-07-27T21:33:39.890000+00:00,38385.5,60000.0,1.56309,60000.0,False,412.0131666666667,2021-07-28T02:14:20.592000+00:00,40180.0,True,False,3,3,1,1,0,1,0,1,0,0,2,1,0,1,0,120000.0,3.137436,120000.0,0.0,3209.0,-3209.0,Limit,GoodTillCancel,nan,,FLAT,0.0,280.6783666666667,0.04674942361047796,FLAT,0.6666666666666666,0.0
XBTUSD-000357,XBTUSD,XBt,SHORT,2021-07-28T11:31:18.895000+00:00,40840.5,120000.0,2.93826,120000.0,False,556.9717166666667,2021-08-06T15:31:10.265000+00:00,41861.5,True,False,110,110,57,52,48,9,0,51,1,0,69,41,0,30,27,1080000.0,33.889028159999995,1380000.0,0.0,-98753.0,98753.0,Limit,GoodTillCancel,nan,,FLAT,0.0,13199.856166666666,-0.024999693931269107,FLAT,0.6272727272727273,0.8421052631578947
XBTUSD-000358,XBTUSD,XBt,SHORT,2021-08-06T16:03:20.478000+00:00,42852.0,11200.0,0.26136432,11200.0,False,32.17021666666667,2021-10-15T17:43:55.477000+00:00,61997.0,True,False,2232,2232,1162,1069,319,836,7,312,757,0,968,1264,0,644,518,4436000.0,482.0437585700001,23114100.0,0.0,10829115.0,-10829115.0,Limit,GoodTillCancel,nan,,FLAT,0.0,100900.58331666667,-0.44677027910015865,FLAT,0.4336917562724014,0.27452667814113596
XBTUSD-000359,XBTUSD,XBt,LONG,2021-10-17T20:02:24.334000+00:00,59666.0,30000.0,0.5028,30000.0,False,3018.4809499999997,2021-10-27T07:39:44.244000+00:00,60055.5,True,False,133,133,75,57,37,38,0,9,48,0,34,99,0,33,42,750000.0,13.763098290000006,840000.0,0.0,742064.0,-742064.0,Limit,GoodTillCancel,nan,,FLAT,0.0,13657.331833333334,0.006528005899507194,FLAT,0.2556390977443609,0.49333333333333335
XBTUSD-000360,XBTUSD,XBt,SHORT,2021-10-27T07:43:34.432000+00:00,60049.5,3800.0,0.06328102,3800.0,False,3.8364666666666665,2021-10-28T08:21:08.146000+00:00,59512.5,True,False,97,97,27,69,12,6,9,69,0,0,0,97,0,0,27,480000.0,7.998706929999999,480000.0,0.0,803959.0,-803959.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,1477.5619000000002,0.008942622336572281,FLAT,0.0,0.4444444444444444
XBTUSD-000361,XBTUSD,XBt,SHORT,2021-10-28T08:51:50.771000+00:00,60486.0,10000.0,0.165328,10000.0,False,30.710416666666667,2021-10-28T21:32:58.964000+00:00,60716.5,True,False,47,47,23,23,2,21,0,23,0,0,1,46,0,1,22,300000.0,4.9235963499999995,300000.0,0.0,463949.0,-463949.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,761.1365499999999,-0.0038107991932017082,FLAT,0.02127659574468085,0.08695652173913043
XBTUSD-000362,XBTUSD,XBt,LONG,2021-11-10T21:20:42.499000+00:00,64535.5,30000.0,0.464859,30000.0,False,18707.725583333333,2021-11-26T16:51:15.519000+00:00,54434.5,True,False,341,341,168,172,12,156,0,25,147,0,185,156,0,104,64,1590000.0,50.15673692,2910000.0,0.0,915407.0,-915407.0,Limit,GoodTillCancel,nan,,FLAT,0.0,22770.550333333333,-0.1565185053187781,FLAT,0.5425219941348973,0.07142857142857142
XBTUSD-000363,XBTUSD,XBt,LONG,2021-11-30T07:06:23.130000+00:00,56684.5,50000.0,0.882075,50000.0,False,5175.12685,2021-12-01T20:22:46.473000+00:00,57089.0,True,False,27,27,8,18,6,2,0,4,14,0,10,17,0,6,2,260000.0,4.53961692,260000.0,0.0,139416.0,-139416.0,Limit,GoodTillCancel,nan,,FLAT,0.0,2236.3890499999998,0.007135989556227962,FLAT,0.37037037037037035,0.75
XBTUSD-000364,XBTUSD,XBt,LONG,2021-12-03T13:35:05.037000+00:00,57430.0,100.0,0.00174125,100.0,False,2472.3094,2021-12-03T15:43:48.950000+00:00,56108.5,True,False,11,11,4,6,0,0,4,0,6,0,3,8,0,3,1,60000.0,1.04475,60000.0,0.0,43223.0,-43223.0,Limit,GoodTillCancel,nan,,FLAT,0.0,128.73188333333331,-0.02301062162632772,FLAT,0.2727272727272727,0.0
XBTUSD-000365,XBTUSD,XBt,LONG,2021-12-03T20:19:20.606000+00:00,51709.0,50000.0,0.96695,50000.0,False,275.5276,2021-12-03T21:20:48.640000+00:00,53771.0,True,False,2,2,0,1,0,0,0,1,0,0,2,0,0,0,0,50000.0,0.96695,50000.0,0.0,-18967.0,18967.0,Limit,GoodTillCancel,nan,,FLAT,0.0,61.46723333333333,0.03987700400317151,FLAT,1.0,
XBTUSD-000366,XBTUSD,XBt,LONG,2021-12-04T04:55:34.631000+00:00,50000.0,50000.0,1.0,50000.0,False,454.7665166666667,2021-12-04T05:41:23.183000+00:00,46889.0,True,False,86,86,15,70,0,15,0,70,0,0,16,70,0,15,0,800000.0,18.022499999999997,800000.0,0.0,676300.0,-676300.0,Limit,GoodTillCancel,nan,,FLAT,0.0,45.809200000000004,-0.06222000000000005,FLAT,0.18604651162790697,0.0
XBTUSD-000367,XBTUSD,XBt,LONG,2021-12-04T11:39:53.726000+00:00,46333.0,28100.0,0.60647949,28100.0,False,358.50905,2021-12-04T12:44:47.760000+00:00,47215.0,True,False,12,12,6,5,0,0,6,5,0,0,7,5,0,6,0,60000.0,1.2949739999999998,60000.0,0.0,50590.0,-50590.0,Limit,GoodTillCancel,nan,,FLAT,0.0,64.90056666666666,0.019036108173440036,FLAT,0.5833333333333334,0.0
XBTUSD-000368,XBTUSD,XBt,SHORT,2021-12-04T15:09:52.768000+00:00,48222.0,4500.0,0.0933183,4500.0,False,145.08346666666665,2021-12-06T14:30:41.512000+00:00,48558.0,True,False,114,114,39,74,1,37,1,20,54,0,31,83,0,18,21,640000.0,16.07803422,790000.0,0.0,565208.0,-565208.0,Limit,GoodTillCancel,nan,,FLAT,0.0,2840.8124000000003,-0.006967774045041786,FLAT,0.2719298245614035,0.02564102564102564
XBTUSD-000369,XBTUSD,XBt,SHORT,2021-12-06T15:15:27.129000+00:00,48666.0,5200.0,0.10685064,5200.0,False,44.760283333333334,2021-12-09T19:18:39.688000+00:00,47794.0,True,False,173,173,94,78,62,30,2,73,5,0,88,85,0,49,45,1038000.0,31.990369430000005,1608000.0,0.0,278940.0,-278940.0,Limit,GoodTillCancel,nan,,FLAT,0.0,4563.209316666666,0.01791805367196808,FLAT,0.5086705202312138,0.6595744680851063
XBTUSD-000370,XBTUSD,XBt,LONG,2021-12-09T20:59:28.129000+00:00,47699.0,10000.0,0.209648,10000.0,False,100.80735,2021-12-09T21:45:00.306000+00:00,48111.0,True,False,2,2,0,1,0,0,0,1,0,0,2,0,0,0,0,10000.0,0.209648,10000.0,0.0,-4174.5,4174.5,Limit,GoodTillCancel,nan,,FLAT,0.0,45.53628333333334,0.008637497641460046,FLAT,1.0,
XBTUSD-000371,XBTUSD,XBt,SHORT,2021-12-09T21:45:00.306000+00:00,48111.0,10000.0,0.207853,10000.0,True,0.0,2021-12-10T01:42:00.052000+00:00,48444.0,True,False,17,17,11,5,0,9,2,5,0,0,12,5,0,11,0,110000.0,2.269292,110000.0,0.0,90844.5,-90844.5,Limit,GoodTillCancel,nan,XBTUSD-000370,FLAT,0.0,236.99576666666664,-0.006921494045020848,FLAT,0.7058823529411765,0.0
XBTUSD-000372,XBTUSD,XBt,SHORT,2021-12-10T02:19:13.454000+00:00,48657.0,20000.0,0.41104,20000.0,False,37.22336666666667,2021-12-11T05:39:08.400000+00:00,48480.5,True,False,195,195,130,64,88,42,0,50,14,0,104,91,0,87,43,1090000.0,22.467102130000008,1090000.0,0.0,841312.0,-841312.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1639.9157666666665,0.0036274328462503336,FLAT,0.5333333333333333,0.676923076923077
XBTUSD-000373,XBTUSD,XBt,SHORT,2021-12-11T07:29:44.430000+00:00,48001.5,100.0,0.00208327,100.0,False,110.6005,2021-12-16T19:31:13.248000+00:00,47833.5,True,False,466,466,222,243,158,64,0,122,121,0,186,280,0,95,127,2213800.0,57.38714572000001,2763800.0,0.0,1321550.0,-1321550.0,Limit,GoodTillCancel,nan,,FLAT,0.0,7921.4803,0.0034998906284178233,FLAT,0.39914163090128757,0.7117117117117117
XBTUSD-000374,XBTUSD,XBt,LONG,2021-12-16T22:08:01.186000+00:00,47587.5,5600.0,0.11767784,5600.0,False,156.79896666666667,2021-12-17T16:55:12.902000+00:00,46889.0,True,False,49,49,20,28,0,17,3,28,0,0,21,28,0,20,0,440000.0,9.456155999999998,440000.0,0.0,374728.0,-374728.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1127.1952666666666,-0.01467822432361443,FLAT,0.42857142857142855,0.0
XBTUSD-000375,XBTUSD,XBt,LONG,2021-12-17T20:17:37.515000+00:00,46555.0,60100.0,1.290948,60100.0,False,202.41021666666666,2021-12-18T02:03:57.655000+00:00,45608.5,True,False,75,75,16,58,0,16,0,33,25,0,17,58,0,16,0,300500.0,6.529864999999999,300500.0,0.0,262100.0,-262100.0,Limit,GoodTillCancel,nan,,FLAT,0.0,346.33566666666667,-0.02033079153689188,FLAT,0.22666666666666666,0.0
XBTUSD-000376,XBTUSD,XBt,LONG,2021-12-18T02:05:22.877000+00:00,45555.0,1200.0,0.0263418,1200.0,False,1.4203666666666666,2021-12-22T02:31:59.227000+00:00,49607.5,True,False,93,93,57,35,53,0,4,27,8,0,37,56,0,26,31,290100.0,8.92201669,420100.0,0.0,205490.5925,-205490.5925,Limit,GoodTillCancel,nan,,FLAT,0.0,5786.605833333333,0.08895840193173088,FLAT,0.3978494623655914,0.9298245614035088
XBTUSD-000377,XBTUSD,XBt,SHORT,2021-12-22T02:31:59.227000+00:00,49607.5,9900.0,0.19956618,9900.0,True,0.0,2021-12-29T02:56:22.144000+00:00,48022.0,True,False,164,164,65,98,15,50,0,93,5,0,83,81,0,58,7,889900.0,27.335428740000005,1389900.0,0.0,322168.4075,-322168.4075,Limit,GoodTillCancel,nan,XBTUSD-000376,FLAT,0.0,10104.38195,0.0319608930101295,FLAT,0.5060975609756098,0.23076923076923078
XBTUSD-000378,XBTUSD,XBt,SHORT,2021-12-29T12:27:01.471000+00:00,46766.5,300.0,0.00641484,300.0,False,570.65545,2022-01-03T23:31:08.884000+00:00,46417.0,True,False,515,515,298,216,73,222,3,191,25,0,149,366,0,49,249,1580000.0,67.26801046999998,3167900.0,0.0,3389372.0,-3389372.0,Limit,GoodTillCancel,nan,,FLAT,0.0,7864.12355,0.007473298194220268,FLAT,0.28932038834951457,0.24496644295302014
XBTUSD-000379,XBTUSD,XBt,LONG,2022-01-03T23:38:28.794000+00:00,46527.0,2800.0,0.06018012,2800.0,False,7.331833333333334,2022-01-05T11:52:07.475000+00:00,46150.0,True,False,93,93,35,57,0,30,5,57,0,0,21,72,0,15,20,520000.0,11.70881144,540000.0,0.0,603843.0,-603843.0,Limit,GoodTillCancel,nan,,FLAT,0.0,2173.6446833333334,-0.008102822017323263,FLAT,0.22580645161290322,0.0
XBTUSD-000380,XBTUSD,XBt,SHORT,2022-01-05T12:09:58.365000+00:00,46177.0,100.0,0.00216558,100.0,False,17.848166666666668,2022-01-05T14:47:20.385000+00:00,46185.0,True,False,171,171,83,87,73,6,4,0,87,0,23,148,0,21,62,1040000.0,22.558419999999998,1040000.0,0.0,1799467.0,-1799467.0,Limit,GoodTillCancel,nan,,FLAT,0.0,157.36700000000002,-0.00017324642137861446,FLAT,0.13450292397660818,0.8795180722891566
XBTUSD-000381,XBTUSD,XBt,LONG,2022-01-05T15:04:22.731000+00:00,46784.0,17900.0,0.38260892,17900.0,False,17.0391,2022-01-05T17:51:32.464000+00:00,46060.0,True,False,95,95,39,55,0,33,6,19,36,0,39,56,0,33,6,440000.0,12.032976999999997,560000.0,0.0,527433.1768953069,-527433.1768953069,Limit,GoodTillCancel,nan,,FLAT,0.0,167.16221666666667,-0.015475376196990465,FLAT,0.4105263157894737,0.0
XBTUSD-000382,XBTUSD,XBt,SHORT,2022-01-05T17:51:32.464000+00:00,46060.0,15900.0,0.34520172000000005,15900.000000000002,True,0.0,2022-01-06T19:46:26.616000+00:00,43423.5,True,False,323,323,220,102,188,19,13,102,0,0,158,165,0,106,114,2050000.0,53.05463462000001,2410000.0,0.0,2290149.823104693,-2290149.823104693,Limit,GoodTillCancel,nan,XBTUSD-000381,FLAT,0.0,1554.9025333333334,0.057240555796786774,FLAT,0.4891640866873065,0.8545454545454545
XBTUSD-000383,XBTUSD,XBt,LONG,2022-01-07T03:23:23.160000+00:00,42312.5,15700.0,0.37104909,15700.0,False,456.9424,2022-01-07T15:19:27.774000+00:00,41533.0,True,False,108,108,38,69,0,29,9,61,8,0,63,45,0,38,0,920000.0,21.936974000000003,920000.0,0.0,262418.0,-262418.0,Limit,GoodTillCancel,nan,,FLAT,0.0,716.0769,-0.018422451994091538,FLAT,0.5833333333333334,0.0
XBTUSD-000384,XBTUSD,XBt,LONG,2022-01-07T15:52:49.956000+00:00,40751.0,20000.0,0.490786,20000.0,False,33.3697,2022-01-07T16:10:02.635000+00:00,41237.5,True,False,10,10,0,9,0,0,0,9,0,0,1,9,0,0,0,20000.0,0.490786,20000.0,0.0,19338.0,-19338.0,Limit,GoodTillCancel,nan,,FLAT,0.0,17.21131666666667,0.011938357340924188,FLAT,0.1,
XBTUSD-000385,XBTUSD,XBt,LONG,2022-01-08T00:53:10.073000+00:00,41944.0,18500.0,0.44106405,18500.0,False,523.1239666666667,2022-01-08T21:44:12+00:00,41962.5,True,False,355,355,137,217,80,57,0,68,149,0,36,319,0,23,114,1847700.0,54.09921189999999,2267700.0,0.0,4052317.0,-4052317.0,Limit,GoodTillCancel,nan,,FLAT,0.0,1251.0321166666665,0.0004410642761778494,FLAT,0.10140845070422536,0.583941605839416
XBTUSD-000386,XBTUSD,XBt,LONG,2022-01-08T21:46:09.148000+00:00,41888.0,60000.0,1.432392,60000.0,False,1.9524666666666666,2022-01-08T22:28:20.952000+00:00,42241.0,True,False,9,9,5,3,0,5,0,3,0,0,9,0,0,5,0,120000.0,2.8685879999999995,120000.0,0.0,-57107.0,57107.0,Limit,GoodTillCancel,nan,,FLAT,0.0,42.196733333333334,0.008427234530175687,FLAT,1.0,0.0
XBTUSD-000387,XBTUSD,XBt,SHORT,2022-01-08T22:28:34.924000+00:00,42277.0,1000.0,0.0236535,1000.0,False,0.23286666666666667,2022-01-08T23:57:13.327000+00:00,41666.0,True,False,4,4,2,1,0,0,2,1,0,0,4,0,0,2,0,1200.0,0.0283842,1200.0,0.0,-570.0,570.0,Limit,GoodTillCancel,nan,,FLAT,0.0,88.64005,0.014452302670482808,FLAT,1.0,0.0
XBTUSD-000388,XBTUSD,XBt,LONG,2022-01-08T23:57:13.327000+00:00,41666.0,58800.0,1.4112235199999998,58800.0,True,0.0,2022-01-09T10:50:23.958000+00:00,41698.0,True,False,27,27,10,16,7,3,0,16,0,0,9,18,0,8,2,298800.0,7.16797152,298800.0,0.0,313251.0,-313251.0,Limit,GoodTillCancel,nan,XBTUSD-000387,FLAT,0.0,653.1771833333333,0.0007680122881965623,FLAT,0.3333333333333333,0.7
XBTUSD-000389,XBTUSD,XBt,LONG,2022-01-09T13:59:38.355000+00:00,41472.5,2000.0,0.0482248,2000.0,False,189.23995000000002,2022-01-09T19:29:04.358000+00:00,42514.0,True,False,8,8,6,1,0,1,5,1,0,0,8,0,0,6,0,20000.0,0.483501,20000.0,0.0,-9537.333333333332,9537.333333333332,Limit,GoodTillCancel,nan,,FLAT,0.0,329.4333833333333,0.025113026704442598,FLAT,1.0,0.0
XBTUSD-000390,XBTUSD,XBt,SHORT,2022-01-09T19:29:04.358000+00:00,42514.0,40000.0,0.940868,40000.0,True,0.0,2022-01-09T23:23:52.203000+00:00,41888.0,True,False,33,33,11,21,0,11,0,21,0,0,18,15,0,11,0,280000.0,6.56741,280000.0,0.0,-47281.33333333332,47281.33333333332,Limit,GoodTillCancel,nan,XBTUSD-000389,FLAT,0.0,234.79741666666666,0.014724561320976659,FLAT,0.5454545454545454,0.0
XBTUSD-000391,XBTUSD,XBt,LONG,2022-01-09T23:23:52.203000+00:00,41888.0,20000.0,0.477464,20000.0,True,0.0,2022-01-10T12:11:48.744000+00:00,41445.0,True,False,299,299,111,187,107,4,0,0,187,0,26,273,0,25,86,960000.0,22.861997740000003,960000.0,0.0,1835399.6666666667,-1835399.6666666667,Limit,GoodTillCancel,nan,XBTUSD-000390,FLAT,0.0,767.9423499999999,-0.010575821237585936,FLAT,0.08695652173913043,0.963963963963964
XBTUSD-000392,XBTUSD,XBt,SHORT,2022-01-10T15:35:45.869000+00:00,40979.0,2700.0,0.06588729,2700.0,False,203.95208333333332,2022-01-10T17:28:39.205000+00:00,41000.0,True,False,141,141,63,77,20,43,0,44,33,0,41,100,0,41,22,651600.0,15.876109090000002,651600.0,0.0,908949.0,-908949.0,Limit,GoodTillCancel,nan,,FLAT,0.0,112.88893333333334,-0.0005124576002342174,FLAT,0.2907801418439716,0.31746031746031744
XBTUSD-000393,XBTUSD,XBt,LONG,2022-01-10T17:32:43.900000+00:00,40818.0,9100.0,0.2229409,9100.0,False,4.07825,2022-01-10T17:48:27.520000+00:00,41256.5,True,False,47,47,21,25,0,16,5,25,0,0,0,47,0,0,21,135200.0,3.31585025,135200.0,0.0,329654.0,-329654.0,Market,ImmediateOrCancel,nan,,FLAT,0.0,15.727,0.010742809544808773,FLAT,0.0,0.0
XBTUSD-000394,XBTUSD,XBt,LONG,2022-01-10T17:49:25.779000+00:00,41111.0,33800.0,0.82216472,33800.0,False,0.9709833333333333,2022-01-10T17:54:07.181000+00:00,41350.0,True,False,11,11,2,8,0,2,0,8,0,0,3,8,0,2,0,67600.0,1.6465737599999999,67600.0,0.0,65273.0,-65273.0,Limit,GoodTillCancel,nan,,FLAT,0.0,4.690033333333333,0.005813529225754621,FLAT,0.2727272727272727,0.0
XBTUSD-000395,XBTUSD,XBt,LONG,2022-01-10T17:56:38.117000+00:00,41222.0,19100.0,0.46334499,19100.0,False,2.5156,2022-01-10T18:32:56.255000+00:00,41465.0,True,False,9,9,3,5,0,0,3,5,0,0,4,5,0,3,0,33800.0,0.8199508200000001,33800.0,0.0,32561.0,-32561.0,Limit,GoodTillCancel,nan,,FLAT,0.0,36.302299999999995,0.005894910484692595,FLAT,0.4444444444444444,0.0
