policy,start_nav,final_nav,account_multiple,geometric_daily_growth,trades,pending_orders,slot_skips,win_rate,profit_factor,realized_nav_max_drawdown,top5_positive_share,risk_fraction,notional_cap,nav_note
all_raw,10000.0,133.95663669836006,0.013395663669836006,-0.0039309059483867426,2806,369,779,0.26300784034212404,0.6030314251351432,0.986604336330164,0.09277455471727253,0.005,3.0,fatal-screen realized NAV; exact UTC intratrade marks are unnecessary after negative event economics
causal_delayed_retest,10000.0,284.84809026085503,0.0284848090260855,-0.003244391623613785,2534,334,627,0.2691397000789266,0.6424224982659497,0.9715151909739145,0.0895140662767301,0.005,3.0,fatal-screen realized NAV; exact UTC intratrade marks are unnecessary after negative event economics
DPC_contract,10000.0,1670.2834242457063,0.16702834242457062,-0.0016329955891368764,1035,116,156,0.2251207729468599,0.6164812398074658,0.8392205198590151,0.1267355726307799,0.005,3.0,fatal-screen realized NAV; exact UTC intratrade marks are unnecessary after negative event economics
SRR_contract,10000.0,9093.029906008782,0.9093029906008782,-8.682446556174117e-05,90,21,4,0.3333333333333333,0.6156366241301666,0.09069700939912181,0.5458882742502565,0.005,3.0,fatal-screen realized NAV; exact UTC intratrade marks are unnecessary after negative event economics
strict_contract_union,10000.0,1522.3972243719888,0.15223972243719888,-0.0017175177855507373,1114,136,170,0.2333931777378815,0.617039380271926,0.8530300755754513,0.12318163292295119,0.005,3.0,fatal-screen realized NAV; exact UTC intratrade marks are unnecessary after negative event economics
