family,span,mode,confirm_seconds,overshoot_min_bps,pair_margin_min_bps,reclaim_min_bps,reversal_flow_min,displacement_ratio_min,fvg_min_bps,entry_mode,target_r,candidate_id,fit_trades,development_trades,development_gate,fit_12bp_trades,fit_12bp_mean_bps,fit_12bp_median_bps,fit_12bp_total_return,fit_12bp_profit_factor,fit_12bp_mdd,fit_12bp_top5_positive_share,fit_12bp_top10_removed_return,fit_12bp_positive_date_fraction,fit_12bp_positive_symbol_date_fraction,fit_18bp_trades,fit_18bp_mean_bps,fit_18bp_median_bps,fit_18bp_total_return,fit_18bp_profit_factor,fit_18bp_mdd,fit_18bp_top5_positive_share,fit_18bp_top10_removed_return,fit_18bp_positive_date_fraction,fit_18bp_positive_symbol_date_fraction,fit_24bp_trades,fit_24bp_mean_bps,fit_24bp_median_bps,fit_24bp_total_return,fit_24bp_profit_factor,fit_24bp_mdd,fit_24bp_top5_positive_share,fit_24bp_top10_removed_return,fit_24bp_positive_date_fraction,fit_24bp_positive_symbol_date_fraction,development_12bp_trades,development_12bp_mean_bps,development_12bp_median_bps,development_12bp_total_return,development_12bp_profit_factor,development_12bp_mdd,development_12bp_top5_positive_share,development_12bp_top10_removed_return,development_12bp_positive_date_fraction,development_12bp_positive_symbol_date_fraction,development_18bp_trades,development_18bp_mean_bps,development_18bp_median_bps,development_18bp_total_return,development_18bp_profit_factor,development_18bp_mdd,development_18bp_top5_positive_share,development_18bp_top10_removed_return,development_18bp_positive_date_fraction,development_18bp_positive_symbol_date_fraction,development_24bp_trades,development_24bp_mean_bps,development_24bp_median_bps,development_24bp_total_return,development_24bp_profit_factor,development_24bp_mdd,development_24bp_top5_positive_share,development_24bp_top10_removed_return,development_24bp_positive_date_fraction,development_24bp_positive_symbol_date_fraction,hold_min_bps,sweep_flow_min,pair_flow_min,pair_target_distance_min_bps
reversal,2,single,3,0.0,0.0,0.5,0.0,2.0,0.0,fvg,2.5,6ac584d5892583c3986e,28,14,False,28,-10.356059313103348,-13.01638176638219,-0.028601416860814077,0.05380108730904758,0.02967702345251899,1.0,-0.030200977220425473,0.0,0.0,28,-16.356059313103348,-19.01638176638219,-0.04480606331346837,0.010981503569938086,0.04529153608208847,1.0,-0.0452915360820888,0.0,0.0,28,-22.356059313103348,-25.01638176638219,-0.06074988635334666,0.0,0.06074988635334666,,-0.06074988635334666,0.0,0.0,14,-11.2730313309669,-12.930910574791778,-0.015668059287008762,0.0,0.015668059287008762,,-0.015668059287008762,0.0,0.0,14,-17.273031330966894,-18.930910574791778,-0.023913538193747974,0.0,0.023913538193747974,,-0.023913538193747974,0.0,0.0,14,-23.273031330966894,-24.930910574791778,-0.032094842136827006,0.0,0.032094842136827006,,-0.032094842136827006,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.0,2.0,1.0,market,1.5,5bb5ca85a8b12780c2f9,20,4,False,20,-13.158703881093237,-16.190901289543028,-0.025994406439357687,0.003425082135692757,0.025994406439357687,1.0,-0.02608249638029736,0.0,0.0,20,-19.15870388109324,-22.190901289543028,-0.03763132036571859,0.0,0.03763132036571859,,-0.03763132036571859,0.0,0.0,20,-25.15870388109324,-28.190901289543028,-0.049136075038905935,0.0,0.049136075038905935,,-0.049136075038905935,0.0,0.0,4,-10.857039627802035,-10.589041454651326,-0.004336213513042586,0.0,0.004336213513042586,,-0.004336213513042586,0.0,0.0,4,-16.857039627802035,-16.589041454651326,-0.006726249920580796,0.0,0.006726249920580796,,-0.006726249920580796,0.0,0.0,4,-22.857039627802035,-22.589041454651326,-0.009111980880401549,0.0,0.009111980880401549,,-0.009111980880401549,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.0,2.0,1.0,market,2.5,2731848d42f30106134d,20,4,False,20,-14.209082429497522,-16.41728116905793,-0.028041448233974697,0.0,0.028041448233974697,,-0.028041448233974697,0.0,0.0,20,-20.209082429497524,-22.41728116905793,-0.039655119975105735,0.0,0.039655119975105735,,-0.039655119975105735,0.0,0.0,20,-26.20908242949752,-28.41728116905793,-0.05113688261620675,0.0,0.05113688261620675,,-0.05113688261620675,0.0,0.0,4,-8.904622141908337,-8.88176175879406,-0.003558012594426563,0.0,0.003558012594426563,,-0.003558012594426563,0.0,0.0,4,-14.904622141908337,-14.88176175879406,-0.005949450579227911,0.0,0.005949450579227911,,-0.005949450579227911,0.0,0.0,4,-20.904622141908337,-20.88176175879406,-0.008336581432428769,0.0,0.008336581432428769,,-0.008336581432428769,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.0,2.0,1.0,fvg,1.5,15cdea9858277fb0705b,17,3,False,17,-11.354790862299215,-12.67729340776257,-0.01913049440637382,0.0,0.01913049440637382,,-0.01913049440637382,0.0,0.0,17,-17.354790862299215,-18.67729340776257,-0.029098750268504392,0.0,0.029098750268504392,,-0.029098750268504392,0.0,0.0,17,-23.354790862299215,-24.67729340776257,-0.038971603992026704,0.0,0.038971603992026704,,-0.038971603992026704,0.0,0.0,3,-11.53656185886571,-13.520009361103414,-0.0034571502289828526,0.0,0.0034571502289828526,,-0.0034571502289828526,0.0,0.0,3,-17.53656185886571,-19.520009361103412,-0.005251920820445122,0.0,0.005251920820445122,,-0.005251920820445122,0.0,0.0,3,-23.53656185886571,-25.520009361103412,-0.007044535199804414,0.0,0.007044535199804414,,-0.007044535199804414,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.0,2.0,1.0,fvg,2.5,7c3ec422815f80573ae9,17,3,False,17,-10.790965532991546,-13.704656390016934,-0.01819055189923413,0.028608577450556533,0.01819055189923413,1.0,-0.0187207081174543,0.0,0.0,17,-16.790965532991546,-19.704656390016936,-0.028167801654333524,0.0,0.028167801654333524,,-0.028167801654333524,0.0,0.0,17,-22.79096553299155,-25.704656390016936,-0.03804956854259489,0.0,0.03804956854259489,,-0.03804956854259489,0.0,0.0,3,-10.371018787704326,-13.520009361103414,-0.0031084606030816753,0.0,0.0031084606030816753,,-0.0031084606030816753,0.0,0.0,3,-16.371018787704326,-19.520009361103412,-0.004903650079787103,0.0,0.004903650079787103,,-0.004903650079787103,0.0,0.0,3,-22.371018787704326,-25.520009361103412,-0.006696683092632272,0.0,0.006696683092632272,,-0.006696683092632272,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.2,1.0,0.0,market,1.5,3ff6f4ade9e80b114209,61,30,False,61,-11.34248015723625,-13.826960505930675,-0.06689520117154824,0.0032854144968357027,0.06689520117154824,1.0,-0.06710797210679587,0.0,0.0,61,-17.342480157236256,-19.826960505930675,-0.10047671660015989,0.0,0.10047671660015989,,-0.10047671660015989,0.0,0.0,61,-23.34248015723626,-25.826960505930675,-0.13286877527775098,0.0,0.13286877527775098,,-0.13286877527775098,0.0,0.0,30,-11.542507640639787,-13.678417892642114,-0.034057143423031344,0.0,0.034057143423031344,,-0.034057143423031344,0.0,0.0,30,-17.542507640639787,-19.678417892642116,-0.05131344061072085,0.0,0.05131344061072085,,-0.05131344061072085,0.0,0.0,30,-23.542507640639787,-25.678417892642116,-0.06827155703532561,0.0,0.06827155703532561,,-0.06827155703532561,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.2,1.0,0.0,market,2.5,e9d2b083b9f03139c4ac,60,30,False,60,-11.369320503177839,-14.841686397528909,-0.06599231782752102,0.03110555373264039,0.06599231782752102,1.0,-0.06803480527936434,0.0,0.0,60,-17.36932050317784,-20.84168639752891,-0.09906524676252249,0.004655689223695844,0.09906524676252249,1.0,-0.09950423069777137,0.0,0.0,60,-23.369320503177843,-26.84168639752891,-0.1309859096270849,0.0,0.1309859096270849,,-0.1309859096270849,0.0,0.0,30,-10.65017978402796,-13.777889135149424,-0.03146788079086671,0.01899551681279319,0.03146788079086671,1.0,-0.03206675562320338,0.0,0.0,30,-16.650179784027962,-19.777889135149422,-0.04876890567019787,0.0,0.04876890567019787,,-0.04876890567019787,0.0,0.0,30,-22.650179784027962,-25.777889135149422,-0.06577100334447095,0.0,0.06577100334447095,,-0.06577100334447095,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.2,1.0,0.0,fvg,1.5,01a8277c7e2b9d6654b8,26,14,False,26,-11.527661945724704,-12.99999999999989,-0.029545827283250947,0.0,0.029545827283250947,,-0.029545827283250947,0.0,0.0,26,-17.527661945724706,-18.99999999999989,-0.04458912615650801,0.0,0.04458912615650801,,-0.04458912615650801,0.0,0.0,26,-23.52766194572471,-24.99999999999989,-0.059408069309296097,0.0,0.059408069309296097,,-0.059408069309296097,0.0,0.0,14,-12.012155787900543,-12.930910574791778,-0.0166868100861971,0.0,0.0166868100861971,,-0.0166868100861971,0.0,0.0,14,-18.012155787900543,-18.930910574791778,-0.02492436180363289,0.0,0.02492436180363289,,-0.02492436180363289,0.0,0.0,14,-24.012155787900543,-24.930910574791778,-0.03309779553034409,0.0,0.03309779553034409,,-0.03309779553034409,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.2,1.0,0.0,fvg,2.5,d4d848e21ca84f2c59b5,26,14,False,26,-10.542910901231458,-12.99999999999989,-0.027057208660724696,0.019328619759425413,0.027057208660724696,1.0,-0.027582577072893355,0.0,0.0,26,-16.54291090123146,-18.99999999999989,-0.042137611126559116,0.0,0.042137611126559116,,-0.042137611126559116,0.0,0.0,26,-22.54291090123146,-24.99999999999989,-0.05699312649312771,0.0,0.05699312649312771,,-0.05699312649312771,0.0,0.0,14,-11.2730313309669,-12.930910574791778,-0.015668059287008762,0.0,0.015668059287008762,,-0.015668059287008762,0.0,0.0,14,-17.273031330966894,-18.930910574791778,-0.023913538193747974,0.0,0.023913538193747974,,-0.023913538193747974,0.0,0.0,14,-23.273031330966894,-24.930910574791778,-0.032094842136827006,0.0,0.032094842136827006,,-0.032094842136827006,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.2,1.0,1.0,market,1.5,272a487cdd93cd236c68,18,4,False,18,-12.560167288990442,-15.85721798266181,-0.02237164101778344,0.003984760302446057,0.02237164101778344,1.0,-0.022460058604882427,0.0,0.0,18,-18.560167288990446,-21.85721798266181,-0.032889498451803445,0.0,0.032889498451803445,,-0.032889498451803445,0.0,0.0,18,-24.560167288990446,-27.85721798266181,-0.04330042157473035,0.0,0.04330042157473035,,-0.04330042157473035,0.0,0.0,4,-10.857039627802035,-10.589041454651326,-0.004336213513042586,0.0,0.004336213513042586,,-0.004336213513042586,0.0,0.0,4,-16.857039627802035,-16.589041454651326,-0.006726249920580796,0.0,0.006726249920580796,,-0.006726249920580796,0.0,0.0,4,-22.857039627802035,-22.589041454651326,-0.009111980880401549,0.0,0.009111980880401549,,-0.009111980880401549,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.2,1.0,1.0,market,2.5,35d1e6741a48832e185f,18,4,False,18,-13.727254564995205,-16.190901289543028,-0.02442629668266838,0.0,0.02442629668266838,,-0.02442629668266838,0.0,0.0,18,-19.727254564995203,-22.190901289543028,-0.0349232698085471,0.0,0.0349232698085471,,-0.0349232698085471,0.0,0.0,18,-25.727254564995203,-28.190901289543028,-0.04531350853224858,0.0,0.04531350853224858,,-0.04531350853224858,0.0,0.0,4,-8.904622141908337,-8.88176175879406,-0.003558012594426563,0.0,0.003558012594426563,,-0.003558012594426563,0.0,0.0,4,-14.904622141908337,-14.88176175879406,-0.005949450579227911,0.0,0.005949450579227911,,-0.005949450579227911,0.0,0.0,4,-20.904622141908337,-20.88176175879406,-0.008336581432428769,0.0,0.008336581432428769,,-0.008336581432428769,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.2,1.0,1.0,fvg,1.5,1efea1471d58a235b74c,15,3,False,15,-11.313120420936896,-12.67729340776257,-0.016837473417337656,0.0,0.016837473417337656,,-0.016837473417337656,0.0,0.0,15,-17.313120420936894,-18.67729340776257,-0.025658808686430556,0.0,0.025658808686430556,,-0.025658808686430556,0.0,0.0,15,-23.313120420936894,-24.67729340776257,-0.034406227663397626,0.0,0.034406227663397626,,-0.034406227663397626,0.0,0.0,3,-11.53656185886571,-13.520009361103414,-0.0034571502289828526,0.0,0.0034571502289828526,,-0.0034571502289828526,0.0,0.0,3,-17.53656185886571,-19.520009361103412,-0.005251920820445122,0.0,0.005251920820445122,,-0.005251920820445122,0.0,0.0,3,-23.53656185886571,-25.520009361103412,-0.007044535199804414,0.0,0.007044535199804414,,-0.007044535199804414,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.2,1.0,1.0,fvg,2.5,fdee69124b5c7399a0a6,15,3,False,15,-10.154998827848637,-13.032763532764491,-0.01512787160684248,0.03425336882580546,0.01512787160684248,1.0,-0.015659681607275266,0.0,0.0,15,-16.154998827848637,-19.03276353276449,-0.023963527958561492,0.0,0.023963527958561492,,-0.023963527958561492,0.0,0.0,15,-22.154998827848637,-25.03276353276449,-0.03272515655478425,0.0,0.03272515655478425,,-0.03272515655478425,0.0,0.0,3,-10.371018787704326,-13.520009361103414,-0.0031084606030816753,0.0,0.0031084606030816753,,-0.0031084606030816753,0.0,0.0,3,-16.371018787704326,-19.520009361103412,-0.004903650079787103,0.0,0.004903650079787103,,-0.004903650079787103,0.0,0.0,3,-22.371018787704326,-25.520009361103412,-0.006696683092632272,0.0,0.006696683092632272,,-0.006696683092632272,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.2,2.0,0.0,market,1.5,af3dc0f28b459ccf26c0,57,29,False,57,-11.331535140890175,-9.808068533394765,-0.06259042137435689,0.003518542772088314,0.06259042137435689,1.0,-0.06280417390569581,0.0,0.0,57,-17.331535140890175,-15.808068533394765,-0.09415228388419017,0.0,0.09415228388419017,,-0.09415228388419017,0.0,0.0,57,-23.33153514089018,-21.808068533394767,-0.12466950706807589,0.0,0.12466950706807589,,-0.12466950706807589,0.0,0.0,29,-11.416018538488151,-13.657175086793305,-0.03258563927369573,0.0,0.03258563927369573,,-0.03258563927369573,0.0,0.0,29,-17.41601853848815,-19.657175086793305,-0.04929693365609267,0.0,0.04929693365609267,,-0.04929693365609267,0.0,0.0,29,-23.416018538488153,-25.657175086793305,-0.06572934196035718,0.0,0.06572934196035718,,-0.06572934196035718,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.2,2.0,0.0,market,2.5,aba0ad42ef036c33daf7,56,29,False,56,-11.492819194702117,-14.929314841484398,-0.06238031139769884,0.023248876554546154,0.06238031139769884,1.0,-0.06381499211057617,0.0,0.0,56,-17.492819194702115,-20.9293148414844,-0.09340517253277802,0.00436388199945216,0.09340517253277802,1.0,-0.09379425978215816,0.0,0.0,56,-23.492819194702115,-26.9293148414844,-0.12342118728029683,0.0,0.12342118728029683,,-0.12342118728029683,0.0,0.0,29,-10.492920755786262,-13.699660698490923,-0.02999243219421599,0.019926119921785765,0.02999243219421599,1.0,-0.030592219344289462,0.0,0.0,29,-16.492920755786262,-19.699660698490923,-0.046746990108951114,0.0,0.046746990108951114,,-0.046746990108951114,0.0,0.0,29,-22.492920755786262,-25.699660698490923,-0.06322196552481063,0.0,0.06322196552481063,,-0.06322196552481063,0.0,0.0,,,,
reversal,2,single,3,0.0,0.0,0.5,0.2,2.0,0.0,fvg,1.5,c314fd6ba5bfad3df33e,24,14,False,24,-11.54423064983768,-12.99999999999989,-0.027343130206429755,0.0,0.027343130206429755,,-0.027343130206429755,0.0,0.0,24,-17.54423064983768,-18.99999999999989,-0.04126913764358109,0.0,0.04126913764358109,,-0.04126913764358109,0.0,0.0,24,-23.544230649837683,-24.99999999999989,-0.05500395310462647,0.0,0.05500395310462647,,-0.05500395310462647,0.0,0.0,14,-12.012155787900543,-12.930910574791778,-0.0166868100861971,0.0,0.0166868100861971,,-0.0166868100861971,0.0,0.0,14,-18.012155787900543,-18.930910574791778,-0.02492436180363289,0.0,0.02492436180363289,,-0.02492436180363289,0.0,0.0,14,-24.012155787900543,-24.930910574791778,-0.03309779553034409,0.0,0.03309779553034409,,-0.03309779553034409,0.0,0.0,,,,
