family,span,mode,confirm_seconds,overshoot_min_bps,pair_margin_min_bps,reclaim_min_bps,reversal_flow_min,displacement_ratio_min,fvg_min_bps,entry_mode,target_r,candidate_id,fit_trades,development_trades,development_gate,fit_12bp_trades,fit_12bp_mean_bps,fit_12bp_median_bps,fit_12bp_total_return,fit_12bp_profit_factor,fit_12bp_mdd,fit_12bp_top5_positive_share,fit_12bp_top10_removed_return,fit_12bp_positive_date_fraction,fit_12bp_positive_symbol_date_fraction,fit_18bp_trades,fit_18bp_mean_bps,fit_18bp_median_bps,fit_18bp_total_return,fit_18bp_profit_factor,fit_18bp_mdd,fit_18bp_top5_positive_share,fit_18bp_top10_removed_return,fit_18bp_positive_date_fraction,fit_18bp_positive_symbol_date_fraction,fit_24bp_trades,fit_24bp_mean_bps,fit_24bp_median_bps,fit_24bp_total_return,fit_24bp_profit_factor,fit_24bp_mdd,fit_24bp_top5_positive_share,fit_24bp_top10_removed_return,fit_24bp_positive_date_fraction,fit_24bp_positive_symbol_date_fraction,development_12bp_trades,development_12bp_mean_bps,development_12bp_median_bps,development_12bp_total_return,development_12bp_profit_factor,development_12bp_mdd,development_12bp_top5_positive_share,development_12bp_top10_removed_return,development_12bp_positive_date_fraction,development_12bp_positive_symbol_date_fraction,development_18bp_trades,development_18bp_mean_bps,development_18bp_median_bps,development_18bp_total_return,development_18bp_profit_factor,development_18bp_mdd,development_18bp_top5_positive_share,development_18bp_top10_removed_return,development_18bp_positive_date_fraction,development_18bp_positive_symbol_date_fraction,development_24bp_trades,development_24bp_mean_bps,development_24bp_median_bps,development_24bp_total_return,development_24bp_profit_factor,development_24bp_mdd,development_24bp_top5_positive_share,development_24bp_top10_removed_return,development_24bp_positive_date_fraction,development_24bp_positive_symbol_date_fraction,hold_min_bps,sweep_flow_min,pair_flow_min,pair_target_distance_min_bps
reversal,2,single,10,3.0,0.0,2.0,0.2,1.0,0.0,market,2.5,771442aeca5dff7616bd,3,0,False,3,-17.123399020829552,-27.50630639666761,-0.005132872959901502,0.13011236103088536,0.005896705477231312,1.0,-0.005896705477231312,0.0,0.0,3,-23.123399020829552,-33.50630639666761,-0.006925633085628435,0.023695179941022083,0.007092802247409935,1.0,-0.007092802247409935,0.0,0.0,3,-29.123399020829552,-39.50630639666761,-0.008716238206009308,0.0,0.008716238206009308,,-0.008716238206009308,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,1.0,0.0,fvg,1.5,119f7b3807eef039a88d,2,0,False,2,-17.96112361566259,-17.96112361566259,-0.0035890519464103487,0.0,0.0035890519464103487,,-0.0035890519464103487,0.0,0.0,2,-23.96112361566259,-23.96112361566259,-0.004786536611576575,0.0,0.004786536611576575,,-0.004786536611576575,0.0,0.0,2,-29.96112361566259,-29.96112361566259,-0.005983301276742514,0.0,0.005983301276742514,,-0.005983301276742514,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,1.0,0.0,fvg,2.5,fefa2046f02347e1b287,2,0,False,2,-17.96112361566259,-17.96112361566259,-0.0035890519464103487,0.0,0.0035890519464103487,,-0.0035890519464103487,0.0,0.0,2,-23.96112361566259,-23.96112361566259,-0.004786536611576575,0.0,0.004786536611576575,,-0.004786536611576575,0.0,0.0,2,-29.96112361566259,-29.96112361566259,-0.005983301276742514,0.0,0.005983301276742514,,-0.005983301276742514,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,1.0,1.0,market,1.5,48b8c5fd39cd59759de1,2,0,False,2,-15.868671992078854,-15.868671992078854,-0.0031736745148986945,0.0,0.0031736745148986945,,-0.0031736745148986945,0.0,0.0,2,-21.868671992078855,-21.868671992078855,-0.0043714102742596905,0.0,0.0043714102742596905,,-0.0043714102742596905,0.0,0.0,2,-27.868671992078855,-27.868671992078855,-0.0055684260336205105,0.0,0.0055684260336205105,,-0.0055684260336205105,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,1.0,1.0,market,2.5,bbeb81690dcabd6852b9,2,0,False,2,-11.931945332910521,-11.931945332910521,-0.002388813062637274,0.24355741214991436,0.0031547523961660273,1.0,-0.0031547523961660273,0.0,0.0,2,-17.931945332910523,-17.931945332910523,-0.003587021229197296,0.044840061825610344,0.0037547523961660723,1.0,-0.0037547523961660723,0.0,0.0,2,-23.931945332910523,-23.931945332910523,-0.004784509395757253,0.0,0.004784509395757253,,-0.004784509395757253,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,1.0,1.0,fvg,1.5,7ccbad75d5dea2d13651,1,0,False,1,-20.268565776674563,-20.268565776674563,-0.002026856577667435,0.0,0.002026856577667435,,-0.002026856577667435,0.0,0.0,1,-26.268565776674563,-26.268565776674563,-0.00262685657766748,0.0,0.00262685657766748,,-0.00262685657766748,0.0,0.0,1,-32.26856577667456,-32.26856577667456,-0.003226856577667414,0.0,0.003226856577667414,,-0.003226856577667414,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,1.0,1.0,fvg,2.5,1b8cdc63521580d49f38,1,0,False,1,-20.268565776674563,-20.268565776674563,-0.002026856577667435,0.0,0.002026856577667435,,-0.002026856577667435,0.0,0.0,1,-26.268565776674563,-26.268565776674563,-0.00262685657766748,0.0,0.00262685657766748,,-0.00262685657766748,0.0,0.0,1,-32.26856577667456,-32.26856577667456,-0.003226856577667414,0.0,0.003226856577667414,,-0.003226856577667414,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,2.0,0.0,market,1.5,fc7b7d2f79035009272a,3,0,False,3,-6.825961463051911,-0.18982002249722285,-0.002051301941395467,0.3547700652147308,0.0031547523961660273,1.0,-0.0031736745148986945,0.0,0.5,3,-12.825961463051911,-6.189820022497223,-0.003847763440330554,0.1202510055687658,0.003847763440330554,1.0,-0.0043714102742596905,0.0,0.5,3,-18.82596146305191,-12.189820022497223,-0.0056420677096732375,0.0,0.0056420677096732375,,-0.0056420677096732375,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,2.0,0.0,market,2.5,195319d9e483a939816e,3,0,False,3,-17.123399020829552,-27.50630639666761,-0.005132872959901502,0.13011236103088536,0.005896705477231312,1.0,-0.005896705477231312,0.0,0.0,3,-23.123399020829552,-33.50630639666761,-0.006925633085628435,0.023695179941022083,0.007092802247409935,1.0,-0.007092802247409935,0.0,0.0,3,-29.123399020829552,-39.50630639666761,-0.008716238206009308,0.0,0.008716238206009308,,-0.008716238206009308,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,2.0,0.0,fvg,1.5,7be99b79c2c8be70c002,2,0,False,2,-17.96112361566259,-17.96112361566259,-0.0035890519464103487,0.0,0.0035890519464103487,,-0.0035890519464103487,0.0,0.0,2,-23.96112361566259,-23.96112361566259,-0.004786536611576575,0.0,0.004786536611576575,,-0.004786536611576575,0.0,0.0,2,-29.96112361566259,-29.96112361566259,-0.005983301276742514,0.0,0.005983301276742514,,-0.005983301276742514,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,2.0,0.0,fvg,2.5,a87df1e6ffe937f1ba88,2,0,False,2,-17.96112361566259,-17.96112361566259,-0.0035890519464103487,0.0,0.0035890519464103487,,-0.0035890519464103487,0.0,0.0,2,-23.96112361566259,-23.96112361566259,-0.004786536611576575,0.0,0.004786536611576575,,-0.004786536611576575,0.0,0.0,2,-29.96112361566259,-29.96112361566259,-0.005983301276742514,0.0,0.005983301276742514,,-0.005983301276742514,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,2.0,1.0,market,1.5,39a3fc0c9fb0362be750,2,0,False,2,-15.868671992078854,-15.868671992078854,-0.0031736745148986945,0.0,0.0031736745148986945,,-0.0031736745148986945,0.0,0.0,2,-21.868671992078855,-21.868671992078855,-0.0043714102742596905,0.0,0.0043714102742596905,,-0.0043714102742596905,0.0,0.0,2,-27.868671992078855,-27.868671992078855,-0.0055684260336205105,0.0,0.0055684260336205105,,-0.0055684260336205105,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,2.0,1.0,market,2.5,db7c785b79b818da0be1,2,0,False,2,-11.931945332910521,-11.931945332910521,-0.002388813062637274,0.24355741214991436,0.0031547523961660273,1.0,-0.0031547523961660273,0.0,0.0,2,-17.931945332910523,-17.931945332910523,-0.003587021229197296,0.044840061825610344,0.0037547523961660723,1.0,-0.0037547523961660723,0.0,0.0,2,-23.931945332910523,-23.931945332910523,-0.004784509395757253,0.0,0.004784509395757253,,-0.004784509395757253,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,2.0,1.0,fvg,1.5,79bfbece991cfb2ea50c,1,0,False,1,-20.268565776674563,-20.268565776674563,-0.002026856577667435,0.0,0.002026856577667435,,-0.002026856577667435,0.0,0.0,1,-26.268565776674563,-26.268565776674563,-0.00262685657766748,0.0,0.00262685657766748,,-0.00262685657766748,0.0,0.0,1,-32.26856577667456,-32.26856577667456,-0.003226856577667414,0.0,0.003226856577667414,,-0.003226856577667414,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,0.0,2.0,0.2,2.0,1.0,fvg,2.5,a5e949decb9239989699,1,0,False,1,-20.268565776674563,-20.268565776674563,-0.002026856577667435,0.0,0.002026856577667435,,-0.002026856577667435,0.0,0.0,1,-26.268565776674563,-26.268565776674563,-0.00262685657766748,0.0,0.00262685657766748,,-0.00262685657766748,0.0,0.0,1,-32.26856577667456,-32.26856577667456,-0.003226856577667414,0.0,0.003226856577667414,,-0.003226856577667414,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,1.0,0.0,market,1.5,8bc9f04613702812eff0,6,0,False,6,-10.34529986255808,-11.35471759184069,-0.006197018847539981,0.15354242902420268,0.006197018847539981,1.0,-0.007314728817683025,0.0,0.3333333333333333,6,-16.345299862558083,-17.35471759184069,-0.009773048321443323,0.050899017950520764,0.009773048321443323,1.0,-0.010293580413916037,0.0,0.0,6,-22.345299862558083,-23.35471759184069,-0.013338348255612975,0.0,0.013338348255612975,,-0.013338348255612975,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,1.0,0.0,market,2.5,90e24d52df97399d1451,6,0,False,6,-14.699462491233168,-18.372460069059002,-0.008793242771315435,0.08013767814115766,0.008793242771315435,1.0,-0.009554264954067526,0.0,0.0,6,-20.699462491233167,-24.372460069059002,-0.012361483190578504,0.013374863645073034,0.012361483190578504,1.0,-0.012527737308596909,0.0,0.0,6,-26.699462491233174,-30.372460069059002,-0.015919012775976626,0.0,0.015919012775976626,,-0.015919012775976626,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,1.0,0.0,fvg,1.5,ade4c5b1fa114e377237,5,0,False,5,-17.067068653178406,-15.941374464886405,-0.008504554167006684,0.0,0.008504554167006684,,-0.008504554167006684,0.0,0.0,5,-23.067068653178406,-21.941374464886405,-0.011480546431475225,0.0,0.011480546431475225,,-0.011480546431475225,0.0,0.0,5,-29.067068653178403,-27.941374464886405,-0.014449388404889296,0.0,0.014449388404889296,,-0.014449388404889296,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,1.0,0.0,fvg,2.5,a7e0b1c66b358ab224e1,5,0,False,5,-17.067068653178406,-15.941374464886405,-0.008504554167006684,0.0,0.008504554167006684,,-0.008504554167006684,0.0,0.0,5,-23.067068653178406,-21.941374464886405,-0.011480546431475225,0.0,0.011480546431475225,,-0.011480546431475225,0.0,0.0,5,-29.067068653178403,-27.941374464886405,-0.014449388404889296,0.0,0.014449388404889296,,-0.014449388404889296,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,1.0,1.0,market,1.5,cdae141f9d88e1a7809e,5,0,False,5,-14.666251754070094,-17.860440535606635,-0.007314728817683025,0.0,0.007314728817683025,,-0.007314728817683025,0.0,0.0,5,-20.666251754070096,-23.860440535606635,-0.010293580413916037,0.0,0.010293580413916037,,-0.010293580413916037,0.0,0.0,5,-26.666251754070096,-29.860440535606635,-0.01326527656244103,0.0,0.01326527656244103,,-0.01326527656244103,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,1.0,1.0,market,2.5,32ee2fa490300e03fc5b,5,0,False,5,-12.138093710146281,-17.860440535606635,-0.006059278970037996,0.11237636895152574,0.006059278970037996,1.0,-0.006822400217475044,0.0,0.0,5,-18.13809371014628,-23.860440535606635,-0.009041146092025332,0.018226248073684982,0.009041146092025332,1.0,-0.009207959138950006,0.0,0.0,5,-24.138093710146286,-29.860440535606635,-0.012015852330689247,0.0,0.012015852330689247,,-0.012015852330689247,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,1.0,1.0,fvg,1.5,bf707ea74d665ffa2968,4,0,False,4,-17.420415452810357,-17.211579213543203,-0.0069500654325787,0.0,0.0069500654325787,,-0.0069500654325787,0.0,0.0,4,-23.420415452810357,-23.211579213543203,-0.00933539284830942,0.0,0.00933539284830942,,-0.00933539284830942,0.0,0.0,4,-29.420415452810357,-29.211579213543203,-0.011716420475385902,0.0,0.011716420475385902,,-0.011716420475385902,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,1.0,1.0,fvg,2.5,70d91732f29b4cdc2537,4,0,False,4,-17.420415452810357,-17.211579213543203,-0.0069500654325787,0.0,0.0069500654325787,,-0.0069500654325787,0.0,0.0,4,-23.420415452810357,-23.211579213543203,-0.00933539284830942,0.0,0.00933539284830942,,-0.00933539284830942,0.0,0.0,4,-29.420415452810357,-29.211579213543203,-0.011716420475385902,0.0,0.011716420475385902,,-0.011716420475385902,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,2.0,0.0,market,1.5,d05e29763effeea5f7d5,5,0,False,5,-11.444560905454749,-17.860440535606635,-0.005714890530091998,0.16441424271396907,0.005714890530091998,1.0,-0.006833142740133247,0.0,0.3333333333333333,5,-17.44456090545475,-23.860440535606635,-0.008697584861797503,0.056869926844007226,0.008697584861797503,1.0,-0.009218682292594038,0.0,0.3333333333333333,5,-23.44456090545475,-29.860440535606635,-0.01167311681908667,0.0,0.01167311681908667,,-0.01167311681908667,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,2.0,0.0,market,2.5,bbf74ab13ffdff42cdf2,5,0,False,5,-17.623023440121333,-18.884479602511373,-0.008785148734181347,0.08020598657103034,0.008785148734181347,1.0,-0.009546177131319777,0.0,0.0,5,-23.623023440121333,-24.884479602511373,-0.0117604697310838,0.01405384687955813,0.0117604697310838,1.0,-0.011926825020695864,0.0,0.0,5,-29.623023440121337,-30.884479602511373,-0.01472864164203691,0.0,0.01472864164203691,,-0.01472864164203691,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,2.0,0.0,fvg,1.5,4f0a30522a0700bca810,4,0,False,4,-17.586351414602895,-17.211579213543203,-0.007016077462600023,0.0,0.007016077462600023,,-0.007016077462600023,0.0,0.0,4,-23.586351414602895,-23.211579213543203,-0.00940128591119782,0.0,0.00940128591119782,,-0.00940128591119782,0.0,0.0,4,-29.586351414602895,-29.211579213543203,-0.011782194714162753,0.0,0.011782194714162753,,-0.011782194714162753,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,2.0,0.0,fvg,2.5,1b00815cac822da3de5e,4,0,False,4,-17.586351414602895,-17.211579213543203,-0.007016077462600023,0.0,0.007016077462600023,,-0.007016077462600023,0.0,0.0,4,-23.586351414602895,-23.211579213543203,-0.00940128591119782,0.0,0.00940128591119782,,-0.00940128591119782,0.0,0.0,4,-29.586351414602895,-29.211579213543203,-0.011782194714162753,0.0,0.011782194714162753,,-0.011782194714162753,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,2.0,1.0,market,1.5,0efe4baaf5fedf61abbe,4,0,False,4,-17.12056603056893,-18.372460069059002,-0.006833142740133247,0.0,0.006833142740133247,,-0.006833142740133247,0.0,0.0,4,-23.12056603056893,-24.372460069059002,-0.009218682292594038,0.0,0.009218682292594038,,-0.009218682292594038,0.0,0.0,4,-29.12056603056893,-30.372460069059002,-0.011599921799665625,0.0,0.011599921799665625,,-0.011599921799665625,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,2.0,1.0,market,2.5,da6d5451172a558eab81,4,0,False,4,-15.152202700984763,-18.372460069059002,-0.006051162607789151,0.11251073815154851,0.006051162607789151,1.0,-0.006814290086753272,0.0,0.0,4,-21.152202700984763,-24.372460069059002,-0.008438112088321126,0.019510784674179413,0.008438112088321126,1.0,-0.008605026646967606,0.0,0.0,4,-27.152202700984766,-30.372460069059002,-0.01082075982768993,0.0,0.01082075982768993,,-0.01082075982768993,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,2.0,1.0,fvg,1.5,ed33126ab8d14fac6ec8,3,0,False,3,-18.23057473458699,-18.481783962200005,-0.005459255061105561,0.0,0.005459255061105561,,-0.005459255061105561,0.0,0.0,3,-24.23057473458699,-24.481783962200005,-0.007251620193101993,0.0,0.007251620193101993,,-0.007251620193101993,0.0,0.0,3,-30.23057473458699,-30.481783962200005,-0.009041830558902064,0.0,0.009041830558902064,,-0.009041830558902064,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.0,2.0,1.0,fvg,2.5,df5403c0c52fd1f0b4b8,3,0,False,3,-18.23057473458699,-18.481783962200005,-0.005459255061105561,0.0,0.005459255061105561,,-0.005459255061105561,0.0,0.0,3,-24.23057473458699,-24.481783962200005,-0.007251620193101993,0.0,0.007251620193101993,,-0.007251620193101993,0.0,0.0,3,-30.23057473458699,-30.481783962200005,-0.009041830558902064,0.0,0.009041830558902064,,-0.009041830558902064,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.2,1.0,0.0,market,1.5,fc75dfca2ebedd90762f,4,0,False,4,-9.584581231190592,-9.025130279051929,-0.003833682279321571,0.22701537385233742,0.003833682279321571,1.0,-0.00495405024596407,0.0,0.5,4,-15.584581231190594,-15.025130279051929,-0.006224626560815016,0.07780520667011218,0.006224626560815016,1.0,-0.006747023950329778,0.0,0.5,4,-21.584581231190594,-21.02513027905193,-0.008611264300499522,0.0,0.008611264300499522,,-0.008611264300499522,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.2,1.0,0.0,market,2.5,224488b79bbb1c3358ca,4,0,False,4,-17.30765939952382,-22.683373466137123,-0.006909749476234461,0.09989866908359857,0.0076722177550387904,1.0,-0.0076722177550387904,0.0,0.0,4,-23.30765939952382,-28.683373466137123,-0.009295152273548046,0.017738463141342326,0.009461922562345126,1.0,-0.009461922562345015,0.0,0.0,4,-29.30765939952382,-34.68337346613713,-0.011676255188305507,0.0,0.011676255188305507,,-0.011676255188305507,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.2,1.0,0.0,fvg,1.5,ac2e46fb84e19057cc53,3,0,False,3,-18.134677064508395,-18.481783962200005,-0.005430597134360116,0.0,0.005430597134360116,,-0.005430597134360116,0.0,0.0,3,-24.134677064508395,-24.481783962200005,-0.0072229967122713346,0.0,0.0072229967122713346,,-0.0072229967122713346,0.0,0.0,3,-30.134677064508395,-30.481783962200005,-0.009013241503272651,0.0,0.009013241503272651,,-0.009013241503272651,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.2,1.0,0.0,fvg,2.5,77b7cd4e87c9d53353e4,3,0,False,3,-18.134677064508395,-18.481783962200005,-0.005430597134360116,0.0,0.005430597134360116,,-0.005430597134360116,0.0,0.0,3,-24.134677064508395,-24.481783962200005,-0.0072229967122713346,0.0,0.0072229967122713346,,-0.0072229967122713346,0.0,0.0,3,-30.134677064508395,-30.481783962200005,-0.009013241503272651,0.0,0.009013241503272651,,-0.009013241503272651,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.2,1.0,1.0,market,1.5,66f350dd1a0022a1720d,3,0,False,3,-16.532594839921448,-17.860440535606635,-0.00495405024596407,0.0,0.00495405024596407,,-0.00495405024596407,0.0,0.0,3,-22.532594839921448,-23.860440535606635,-0.006747023950329778,0.0,0.006747023950329778,,-0.006747023950329778,0.0,0.0,3,-28.532594839921448,-29.860440535606635,-0.008537842521735728,0.0,0.008537842521735728,,-0.008537842521735728,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.2,1.0,1.0,market,2.5,e4d1fbb9e3e384635a2d,3,0,False,3,-13.908110400475891,-17.860440535606635,-0.004170590590832357,0.1555140628443506,0.004935161922969056,1.0,-0.004935161922969056,0.0,0.0,3,-19.908110400475895,-23.860440535606635,-0.005964506492084132,0.02741718129924938,0.006131837445099375,1.0,-0.006131837445099264,0.0,0.0,3,-25.90811040047589,-29.860440535606635,-0.007756266693487501,0.0,0.007756266693487501,,-0.007756266693487501,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
reversal,2,single,10,3.0,3.0,0.5,0.2,1.0,1.0,fvg,1.5,61e7092bba55b8a3988c,2,0,False,2,-19.375174869437284,-19.375174869437284,-0.003871288981348364,0.0,0.003871288981348364,,-0.003871288981348364,0.0,0.0,2,-25.375174869437284,-25.375174869437284,-0.005068603960364126,0.0,0.005068603960364126,,-0.005068603960364126,0.0,0.0,2,-31.375174869437284,-31.375174869437284,-0.0062651989393796015,0.0,0.0062651989393796015,,-0.0062651989393796015,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,0,,,0.0,,0.0,,0.0,0.0,0.0,,,,
