policy_id,family,direction,signal_time,entry_time,exit_time,entry_price,exit_price,stop_price,exit_reason,notional_multiple,stop_distance,cost_bps,funding_boundaries,net_notional_return,account_return,nav_before,nav_after,terminal,signal_score,state_variable,state_at_signal,state_target
297bb96ecbf036bb,REVERSAL,-1,2022-01-19T15:15:00+00:00,2022-01-19T15:16:00+00:00,2022-01-19T15:48:00+00:00,0.7438,0.7365,0.7461098333333334,LEADER_INVALIDATION,1.958691396820654,0.003105449493591482,18,0,0.008014466254369437,0.015697866102542868,10000.0,10156.978661025429,False,1.5975471044663199,GLOBAL_XRP_BTC_RELATIVE_CLOSE,-10.951183157039113,-10.952732813025134
297bb96ecbf036bb,REVERSAL,-1,2022-02-26T00:06:00+00:00,2022-02-26T00:07:00+00:00,2022-02-28T15:19:00+00:00,0.7696,0.7696,0.7812791666666667,RELATIVE_TARGET,0.5822201936194783,0.015175632363132532,18,7,-0.0025,-0.0014555504840486958,10156.978661025429,10142.1946658189,False,4.3694330801358205,GLOBAL_XRP_BTC_RELATIVE_CLOSE,-10.839438224913922,-10.869320783723111
