policy_id,family,lookback,range_minutes,shock_z,gap_bps,volume_z,response_max,target_close_fraction,stop_window,stop_buffer_atr,m18_trades,m18_total_return,m18_geometric_daily_growth,m18_max_drawdown,m18_profit_factor,m18_win_rate,m18_median_trade,m18_h1_return,m18_h2_return,m18_q1_return,m18_q2_return,m18_q3_return,m18_q4_return,m18_positive_quarters,m18_top10_removed_return,m18_top5_positive_share,m18_terminal_exits,m18_bankrupt,m18_max_required_leverage,m18_final_nav,m18_calendar_days
d24fa993915418e2,CONTINUATION,1,60,3.0,60.0,1.0,0.25,0.5,30,0.1,5,-0.0055125609038146894,-1.5144573371150827e-05,0.007407670604103777,0.5010879139764759,0.2,-0.0022486029147754825,-0.0055125609038146894,0.0,-0.0055125609038146894,0.0,0.0,0.0,0,-0.01097160029271671,1.0,0,False,1.6362423999082352,9944.874390961853,365
84153b1b5a94789e,CONTINUATION,1,60,3.0,60.0,1.0,0.5,0.5,30,0.1,7,-0.015718526479918782,-4.3405557976661235e-05,0.015718526479918726,0.2591766534846032,0.14285714285714285,-0.0023965986772634756,-0.015718526479918782,0.0,-0.015718526479918782,0.0,0.0,0.0,0,-0.02112154226722318,1.0,0,False,1.6362423999082352,9842.814735200813,365
9aeb075900adb4d3,CONTINUATION,1,240,2.0,30.0,0.0,0.25,0.5,30,0.1,116,-0.18928932212694605,-0.000574749934786678,0.18928932212694527,0.12300297309115178,0.16379310344827586,-0.0019637746314883674,-0.07248483818835838,-0.12593269495502668,-0.030444375685717562,-0.04336054729441019,-0.06653279530602463,-0.06363362242434167,0,-0.21025304022369684,0.5666658112744722,0,False,3.909438372607124,8107.106778730539,365
52f75a6d93e4675c,CONTINUATION,1,240,2.0,30.0,0.0,0.5,0.5,30,0.1,145,-0.2143758103715414,-0.000660813706490404,0.21437581037154005,0.1411030585896436,0.1793103448275862,-0.0018659505257582723,-0.07278354638800644,-0.1527068069510189,-0.030979727826042414,-0.043140293100554894,-0.07668414126552592,-0.08233657525355631,0,-0.23972946117241856,0.42456530373762924,0,False,3.909438372607124,7856.241896284586,365
e723a42b73287347,CONTINUATION,1,240,2.0,30.0,1.0,0.25,0.5,30,0.1,59,-0.11448803036844324,-0.00033306590337023323,0.1144880303684431,0.0685303899089542,0.11864406779661017,-0.002267001345616642,-0.051464149502817746,-0.06644333035234373,-0.026881757445240018,-0.025261464622264973,-0.03882211440211636,-0.02873684087420103,0,-0.12235009404924713,0.9486980054849251,0,False,2.9962769533067926,8855.119696315567,365
b874de01cdab7f03,CONTINUATION,1,240,2.0,30.0,1.0,0.5,0.5,30,0.1,73,-0.11726900527722373,-0.0003416807207774486,0.11726900527722355,0.13311215069969104,0.1917808219178082,-0.0019795092779881533,-0.048283592757349614,-0.07248526136030509,-0.02552022052819114,-0.023359512130150972,-0.04060230057639913,-0.03323226728921802,0,-0.13076280339686264,0.6043382890185826,0,False,2.9962769533067926,8827.309947227763,365
0e92a85802942930,CONTINUATION,1,240,2.0,60.0,0.0,0.25,0.5,30,0.1,11,-0.029533349443221613,-8.212879195801381e-05,0.029533349443221415,0.16138270570937238,0.09090909090909091,-0.002407769605693429,-0.021598394437454482,-0.008110120589187808,-0.017606406776908834,-0.0040635318553416955,0.0,-0.008110120589187808,0,-0.03508115940044798,1.0,0,False,3.909438372607124,9704.666505567784,365
55dce4653b96b76e,CONTINUATION,1,240,2.0,60.0,0.0,0.5,0.5,30,0.1,12,-0.027750128329120383,-7.709959736690308e-05,0.02821991289555528,0.21295907717595317,0.16666666666666666,-0.002328186260234456,-0.01980059293638403,-0.008110120589187808,-0.015801270045225912,-0.0040635318553416955,0.0,-0.008110120589187808,0,-0.03508115940044798,1.0,0,False,3.909438372607124,9722.498716708797,365
983b2c31133ecdb3,CONTINUATION,1,240,2.0,60.0,1.0,0.25,0.5,30,0.1,6,-0.01721430027639148,-4.7571988928685194e-05,0.017214300276391623,0.0,0.0,-0.002945119689712696,-0.01721430027639148,0.0,-0.015360429088198124,-0.0018827916762238495,0.0,0.0,0,-0.01721430027639148,,0,False,1.7104333609187696,9827.856997236086,365
a3abaf231f01b837,CONTINUATION,1,240,2.0,60.0,1.0,0.5,0.5,30,0.1,7,-0.015408443053602228,-4.2542620530494624e-05,0.015408443053602604,0.10598356469459919,0.14285714285714285,-0.002407769605693429,-0.015408443053602228,0.0,-0.013551165398794418,-0.0018827916762238495,0.0,0.0,0,-0.01721430027639148,1.0,0,False,1.7104333609187696,9845.915569463978,365
a09f4ffdd3740d35,CONTINUATION,1,240,3.0,30.0,0.0,0.25,0.5,30,0.1,36,-0.061463554141882426,-0.00017377555558195645,0.06146355414188202,0.1361930636998559,0.16666666666666666,-0.0018989482224075474,-0.03137374788222147,-0.031064413331636787,-0.015726046617480005,-0.01589770938361934,-0.0124270209688907,-0.018871914034171877,0,-0.07031085760170919,0.9999293751933056,0,False,3.082123861894979,9385.364458581176,365
21754b586434419e,CONTINUATION,1,240,3.0,30.0,0.0,0.5,0.5,30,0.1,54,-0.08737172664147386,-0.00025045254895128544,0.08737172664147365,0.1303833863733349,0.16666666666666666,-0.0018825642756755382,-0.035254867577357185,-0.054021375503851554,-0.016958724021988614,-0.018611775519971063,-0.023275615902096924,-0.03147843967277553,0,-0.09859128713514387,0.8288049003005807,0,False,3.082123861894979,9126.282733585262,365
3e2f585b16a23b5d,CONTINUATION,1,240,3.0,30.0,1.0,0.25,0.5,30,0.1,21,-0.038994487888153184,-0.0001089670331270165,0.03899516525072941,0.06341943106184572,0.14285714285714285,-0.0018659505257582723,-0.024362990412732155,-0.014996865977450646,-0.018715726530765142,-0.005754972371055822,-0.012625187884747868,-0.002402003842514433,0,-0.04157362585484825,1.0,0,False,1.8662314082931712,9610.055121118468,365
8986f038062c42dc,CONTINUATION,1,240,3.0,30.0,1.0,0.5,0.5,30,0.1,30,-0.04770789910682538,-0.00013391832689024774,0.04770857032777367,0.11577976150424833,0.2,-0.0017242412824673408,-0.024699781350588035,-0.023590805493818867,-0.018031210573144052,-0.006791021109068263,-0.016688629024221524,-0.007019319285149761,0,-0.05200491255854356,0.9998896928288443,0,False,1.8982229402261852,9522.921008931746,365
8ea19b674408f44b,CONTINUATION,1,240,3.0,60.0,0.0,0.25,0.5,30,0.1,7,-0.01407775698667535,-3.884250185826055e-05,0.016181493987884866,0.2893722412929037,0.14285714285714285,-0.0022486029147754825,-0.0060164303733318825,-0.008110120589187808,-0.0038399663347110646,-0.002184853803673281,0.0,-0.008110120589187808,0,-0.019713921025596548,1.0,0,False,1.6362423999082352,9859.222430133246,365
0d1cafb1b0670e9a,CONTINUATION,1,240,3.0,60.0,0.0,0.5,0.5,30,0.1,8,-0.012266136402295014,-3.3813089554191045e-05,0.016181493987884814,0.38185284597378727,0.25,-0.0022167283592243623,-0.004189997195632067,-0.008110120589187808,-0.002009533929809071,-0.002184853803673281,0.0,-0.008110120589187808,0,-0.017912656826683637,1.0,0,False,1.6362423999082352,9877.33863597705,365
64846bbfec3cebc2,CONTINUATION,1,240,3.0,60.0,1.0,0.25,0.5,30,0.1,3,-0.009534656152839882,-2.6247332244100363e-05,0.00953465615283967,0.0,0.0,-0.003590527130893607,-0.009534656152839771,0.0,-0.009534656152839771,0.0,0.0,0.0,0,-0.009534656152839771,,0,False,1.6362423999082352,9904.653438471601,365
f354405a803d98e8,CONTINUATION,1,240,3.0,60.0,1.0,0.5,0.5,30,0.1,4,-0.007714687673839982,-2.1217856591260187e-05,0.007714687673839762,0.19211641437679366,0.25,-0.002919565022834545,-0.007714687673839982,0.0,-0.007714687673839982,0.0,0.0,0.0,0,-0.009534656152839771,1.0,0,False,1.6362423999082352,9922.8531232616,365
513783c4cc715bcf,CONTINUATION,3,60,2.0,30.0,0.0,0.25,0.5,30,0.1,37,-0.09996202506851404,-0.0002885017238091203,0.0999620250685135,0.014716880192146143,0.05405405405405406,-0.0026810543957589187,-0.06347803585150902,-0.03895689648899714,-0.039621592200857925,-0.024840670569970302,-0.010924164412352777,-0.028342348552059193,0,-0.1013726687807378,1.0,0,False,3.4972596652346923,9000.37974931486,365
e070ad5e955ffc93,CONTINUATION,3,60,2.0,30.0,0.0,0.5,0.5,30,0.1,94,-0.1804354861093641,-0.0005450080330237084,0.1804354861093647,0.09088673551756045,0.13829787234042554,-0.0019478231083827902,-0.11130541895137125,-0.07778832979539696,-0.05876898725915081,-0.05581672403593596,-0.017796586546641402,-0.06107873626485261,0,-0.19588138454136383,0.7710302599999502,0,False,3.4972596652346923,8195.645138906359,365
12d05e6fe7656b32,CONTINUATION,3,60,2.0,30.0,1.0,0.25,0.5,30,0.1,13,-0.031376922861495626,-8.733789553738713e-05,0.031376922861495765,0.047034989167244336,0.15384615384615385,-0.002408293503157608,-0.022464336466350043,-0.009117402799328822,-0.022532958894388444,7.020433953530691e-05,-0.0011486933200275384,-0.00797787360942448,1,-0.03289506108603468,1.0,0,False,3.4972596652346923,9686.230771385044,365
5585fecc1dfb2c5b,CONTINUATION,3,60,2.0,30.0,1.0,0.5,0.5,30,0.1,41,-0.0800644860269698,-0.00022860867300833476,0.08006448602697001,0.09114718964069955,0.0975609756097561,-0.0018417361613274506,-0.05327266874708414,-0.028299401945467095,-0.035093320314532606,-0.01884052501168032,-0.0081215384132034,-0.020343080643149936,0,-0.0876975780254663,0.9999999999999998,0,False,3.4972596652346923,9199.355139730302,365
68c320e20d9cbacc,CONTINUATION,3,60,2.0,60.0,0.0,0.25,0.5,30,0.1,5,-0.01212023395827122,-3.340843625276868e-05,0.012120233958271274,0.0,0.0,-0.001646661492914788,-0.0054504241753547955,-0.006706362302136837,-0.00399809494313863,-0.001458159090703015,0.0,-0.006706362302136837,0,-0.012120233958271331,,0,False,0.8236250114012313,9878.797660417287,365
e0c3fbf6a0400678,CONTINUATION,3,60,2.0,60.0,0.0,0.5,0.5,30,0.1,10,-0.016125316083076213,-4.453803221549091e-05,0.016125316083075995,0.2621624803800201,0.1,-0.0011651685988303382,-0.008698261800938134,-0.0074922236045212864,-0.007250675348408175,-0.001458159090703015,-0.0007911671559739375,-0.006706362302136837,0,-0.02174977496063324,1.0,0,False,1.5931457682065684,9838.746839169238,365
d15a9ff219fcc953,CONTINUATION,3,60,2.0,60.0,1.0,0.25,0.5,30,0.1,3,-0.00399809494313863,-1.0975580019056963e-05,0.003998094943138494,0.0,0.0,-0.001646661492914788,-0.00399809494313863,0.0,-0.00399809494313863,0.0,0.0,0.0,0,-0.00399809494313863,,0,False,0.7906022748461728,9960.019050568613,365
