event_id,day,entry_sec,exit_sec,side,outcome,entry_price,exit_price,gross_bps,net_bps,account_pnl,nav_before,nav_after,notional,planned_loss_bps
c38563d1f5fe0ae9be79,2022-01-01,1641019666,1641058716,-1,STOP,47065.0,47616.0,-117.07213428237543,-129.07213428237543,-56.482382446682465,10000.0,9943.517617553318,4376.032267593411,102.25875528906322
d0a36acbbed10c7103fd,2022-01-01,1641058730,1641058821,-1,STOP,47650.0,47799.5,-31.37460650577125,-43.37460650577125,-57.478098197238694,9943.517617553318,9886.03951935608,13251.554959833675,25.518305012856104
6cd0db08d46b9c94937e,2022-04-01,1648824468,1648824480,-1,STOP,45810.0,45843.0,-7.203667321545515,-19.203667321545513,-50.43968739920378,9886.03951935608,9835.599831956875,26265.6536143037,6.8193289695489625
f6ea361e20f71abb595d,2022-04-01,1648825203,1648825234,-1,STOP,46100.0,46153.0,-11.496746203904557,-23.496746203904554,-49.64979390320507,9835.599831956875,9785.95003805367,21130.497589898023,11.273469519854178
693aeee72ff2a271c106,2022-04-01,1648825253,1648825329,-1,STOP,46230.5,46286.0,-12.005061593536736,-24.005061593536738,-70.47370002442545,9785.95003805367,9715.476338029244,29357.85011416101,2.5412892042769246
8787f6ca3918e0a2264e,2022-04-01,1648825850,1648825858,-1,STOP,46617.5,46653.0,-7.615165978441572,-19.61516597844157,-50.37391610505245,9715.476338029244,9665.102421924192,25681.10622179638,6.915611060756033
8be38b34d9901a2ddd0f,2022-04-01,1648831995,1648831995,-1,PUNITIVE_STOP,46195.5,46689.25,-106.88270502538126,-118.88270502538126,-48.55716549388775,9665.102421924192,9616.545256430303,4084.460013213939,106.31554710605445
44de924e88c227d9ad22,2022-04-01,1648832001,1648832001,1,PUNITIVE_STOP,46200.0,45169.75,-222.9978354978355,-234.9978354978355,-47.57178134520176,9616.545256430303,9568.973475085102,2024.3497666445498,225.52183083386223
5f72027daa5b1da3b4c4,2022-04-01,1648832061,1648832061,-1,PUNITIVE_STOP,46182.0,46689.25,-109.83716599540948,-121.83716599540946,-48.081186231064486,9568.973475085102,9520.892288854038,3946.3480489094823,109.2383367671961
ebc9be351b4f848e3d21,2022-04-01,1648832337,1648832337,-1,PUNITIVE_STOP,46033.5,46689.25,-142.45060662343727,-154.45060662343727,-47.916272800032914,9520.892288854038,9472.976016054005,3102.3687020444377,141.44553151564227
d74127d0f0282259e34a,2022-04-01,1648840721,1648840721,-1,PUNITIVE_STOP,46199.5,46689.25,-106.00764077533306,-118.00764077533306,-47.589885568686036,9472.976016054005,9425.386130485318,4032.780017972673,105.4496993864816
b6ac7030bbb4fac5b046,2022-07-01,1656635534,1656648214,-1,TARGET,20827.0,19635.0,572.333989532818,560.333989532818,454.4470190030312,9425.386130485318,9879.83314948835,8110.288283277787,46.1075900219174
0e48e437cc18c1f201a4,2022-07-01,1656662753,1656663265,-1,STOP,19501.5,19818.0,-162.2952080609184,-174.29520806091838,-63.44474299228197,9879.83314948835,9816.388406496068,3640.073855048684,123.70924029172221
436ca90b58b2b795f14a,2022-07-01,1656663284,1656671925,-1,TARGET,19716.0,19271.5,225.4514100223169,213.4514100223169,173.6813049248783,9816.388406496068,9990.069711420945,8136.807571649185,48.32088334434129
6ce625ea208205849c46,2022-07-01,1656672960,1656673366,-1,TARGET,19035.5,18967.5,35.72272858606288,23.722728586062885,2.8791234945838227,9990.069711420945,9992.948834915529,1213.6561290320158,399.56920285933035
ee09c9e8a8305c114c36,2022-07-01,1656673378,1656673378,-1,PUNITIVE_STOP,19022.0,19811.5,-415.0457365156135,-427.0457365156135,-50.96508101150338,9992.948834915529,9941.983753904025,1193.4337859766927,406.66373117371626
4ea3f636896af14e3374,2022-07-01,1656673569,1656673569,-1,PUNITIVE_STOP,19161.0,19811.5,-339.4916757998017,-351.4916757998017,-50.51991468919072,9941.983753904025,9891.463839214835,1437.300458801341,333.85613930003535
d33b51cbc83551d71592,2022-07-01,1656678499,1656678499,-1,PUNITIVE_STOP,19256.5,19680.75,-220.31521823799756,-232.31521823799756,-49.9718193630137,9891.463839214835,9841.492019851821,2151.0351212471837,217.92334577688587
7006460732c53c266538,2022-07-01,1656683151,1656683159,-1,STOP,19561.5,19590.0,-14.569434859289933,-26.569434859289935,-67.80468695359245,9841.492019851821,9773.68733289823,25519.807746262515,7.282065362136497
977a16a954b42a21fdc1,2022-07-01,1656683176,1656683185,-1,STOP,19602.0,19659.0,-29.07866544230181,-41.078665442301805,-69.34632284875431,9773.68733289823,9704.341010049475,16881.34755647226,16.948184676024354
e564f22b781fa54375c8,2022-07-01,1656684249,1656706875,1,TARGET,19367.5,19669.0,155.673163805344,143.67316380534402,31.569055261136477,9704.341010049475,9735.91006531061,2197.2826674790776,208.82595820917246
cc4f8f7b2cb1cdcc0328,2022-07-01,1656707996,1656719696,-1,TARGET,19472.5,19240.0,119.39915265117473,107.39915265117475,46.04278745741452,9735.91006531061,9781.952852768025,4287.071761819054,101.54965120970536
