event_id,day,entry_sec,exit_sec,side,outcome,entry_price,exit_price,gross_bps,net_bps,account_pnl,nav_before,nav_after,notional,planned_loss_bps
c38563d1f5fe0ae9be79,2022-01-01,1641019666,1641058716,-1,STOP,47065.0,47616.0,-117.07213428237543,-141.07213428237543,-55.86627793034935,10000.0,9944.133722069651,3960.121409840249,102.25875528906322
d0a36acbbed10c7103fd,2022-01-01,1641058730,1641058821,-1,STOP,47650.0,47799.5,-31.37460650577125,-55.37460650577125,-55.60090271238233,9944.133722069651,9888.53281935727,10040.866422515797,25.518305012856104
6cd0db08d46b9c94937e,2022-04-01,1648824468,1648824480,-1,STOP,45810.0,45843.0,-7.203667321545515,-31.203667321545513,-50.059248320798936,9888.53281935727,9838.473571036471,16042.745169967257,6.8193289695489625
f6ea361e20f71abb595d,2022-04-01,1648825203,1648825234,-1,STOP,46100.0,46153.0,-11.496746203904557,-35.49674620390455,-49.50374943813407,9838.473571036471,9788.969821598337,13945.99638901235,11.273469519854178
693aeee72ff2a271c106,2022-04-01,1648825253,1648825329,-1,STOP,46230.5,46286.0,-12.005061593536736,-36.00506159353673,-66.39701234014011,9788.969821598337,9722.572809258198,18441.021734582737,2.5412892042769246
8787f6ca3918e0a2264e,2022-04-01,1648825850,1648825858,-1,STOP,46617.5,46653.0,-7.615165978441572,-31.61516597844157,-49.71287038417411,9722.572809258198,9672.859938874024,15724.374313920538,6.915611060756033
8be38b34d9901a2ddd0f,2022-04-01,1648831995,1648831995,-1,PUNITIVE_STOP,46195.5,46689.25,-106.88270502538126,-130.88270502538126,-48.57479027813779,9672.859938874024,9624.285148595885,3711.3223071541797,106.31554710605445
44de924e88c227d9ad22,2022-04-01,1648832001,1648832001,1,PUNITIVE_STOP,46200.0,45169.75,-222.9978354978355,-246.99783549783547,-47.63466170420838,9624.285148595885,9576.650486891676,1928.5457141030622,225.52183083386223
5f72027daa5b1da3b4c4,2022-04-01,1648832061,1648832061,-1,PUNITIVE_STOP,46182.0,46689.25,-109.83716599540948,-133.83716599540946,-48.09845994751653,9576.650486891676,9528.55202694416,3593.8044256829435,109.2383367671961
ebc9be351b4f848e3d21,2022-04-01,1648832337,1648832337,-1,PUNITIVE_STOP,46033.5,46689.25,-142.45060662343727,-166.4506066234373,-47.93218803186246,9528.55202694416,9480.619838912298,2879.6643643540383,141.44553151564227
d74127d0f0282259e34a,2022-04-01,1648840721,1648840721,-1,PUNITIVE_STOP,46199.5,46689.25,-106.00764077533306,-130.00764077533307,-47.60741138011176,9480.619838912298,9433.012427532187,3661.893339206301,105.4496993864816
b6ac7030bbb4fac5b046,2022-07-01,1656635534,1656648214,-1,TARGET,20827.0,19635.0,572.333989532818,548.333989532818,368.8931067295524,9433.012427532187,9801.90553426174,6727.525810388853,46.1075900219174
0e48e437cc18c1f201a4,2022-07-01,1656662753,1656663265,-1,STOP,19501.5,19818.0,-162.2952080609184,-186.29520806091838,-61.8122477406409,9801.90553426174,9740.093286521098,3317.973037740635,123.70924029172221
436ca90b58b2b795f14a,2022-07-01,1656663284,1656671925,-1,TARGET,19716.0,19271.5,225.4514100223169,201.45141002231694,135.65621958571566,9740.093286521098,9875.749506106813,6733.942421683104,48.32088334434129
6ce625ea208205849c46,2022-07-01,1656672960,1656673366,-1,TARGET,19035.5,18967.5,35.72272858606288,11.722728586062884,1.3666094024602968,9875.749506106813,9877.116115509274,1165.7775682745523,399.56920285933035
ee09c9e8a8305c114c36,2022-07-01,1656673378,1656673378,-1,PUNITIVE_STOP,19022.0,19811.5,-415.0457365156135,-439.0457365156135,-50.34677180459845,9877.116115509274,9826.769343704676,1146.7318235262717,406.66373117371626
4ea3f636896af14e3374,2022-07-01,1656673569,1656673569,-1,PUNITIVE_STOP,19161.0,19811.5,-339.4916757998017,-363.49167579980167,-49.90760901053763,9826.769343704676,9776.86173469414,1373.0055550990105,333.85613930003535
d33b51cbc83551d71592,2022-07-01,1656678499,1656678499,-1,PUNITIVE_STOP,19256.5,19680.75,-220.31521823799756,-244.31521823799756,-49.367623052746815,9776.86173469414,9727.494111641392,2020.6528029152803,217.92334577688587
7006460732c53c266538,2022-07-01,1656683151,1656683159,-1,STOP,19561.5,19590.0,-14.569434859289933,-38.56943485928993,-59.96789952002307,9727.494111641392,9667.52621212137,15548.03686877954,7.282065362136497
977a16a954b42a21fdc1,2022-07-01,1656683176,1656683185,-1,STOP,19602.0,19659.0,-29.07866544230181,-53.078665442301805,-62.65715971632836,9667.52621212137,9604.86905240504,11804.58460931703,16.948184676024354
e564f22b781fa54375c8,2022-07-01,1656684249,1656706875,1,TARGET,19367.5,19669.0,155.673163805344,131.67316380534402,27.15984733390402,9604.86905240504,9632.028899738943,2062.671431974943,208.82595820917246
cc4f8f7b2cb1cdcc0328,2022-07-01,1656707996,1656719696,-1,TARGET,19472.5,19240.0,119.39915265117473,95.39915265117475,36.59458176478349,9632.028899738943,9668.623481503728,3835.9441093351124,101.54965120970536
