policy,start_nav,final_nav,account_multiple,geometric_daily_growth,trades,skips,pending_orders,win_rate,profit_factor,max_drawdown,top5_positive_share,risk_fraction,notional_cap
transcript_checklist_post_rejection,10000.0,6095.407874780252,0.6095407874780252,-0.00045199773853144,227,8,0,0.22026431718061673,0.4607677919305897,0.4225013123498363,0.3298553971989298,0.005,3.0
low_resistance_post_rejection,10000.0,2508.8466159959635,0.2508846615995963,-0.0012619993196676393,683,133,0,0.15373352855051245,0.5621636382864602,0.7535479730413529,0.2155098232639793,0.005,3.0
strict_union_post_rejection,10000.0,1625.8970822331944,0.16258970822331945,-0.001657552027414022,896,155,0,0.171875,0.5686073329376566,0.8442265642329182,0.1842572177132178,0.005,3.0
