final_nav,total_return,geometric_daily_growth,completed_trades,profit_factor,maximum_drawdown,median_trade_return_bps,top5_positive_share,management,roundtrip_bps
2104.561438192007,-0.7895438561807993,-0.0014222552062594929,994,0.3411882034019634,0.7895438561807993,-21.562959881694745,0.12954213002327172,FULL_TARGET,12.0
2008.3879874988972,-0.7991612012501103,-0.0014649101609113258,993,0.3212166236884358,0.7991612012501103,-21.591663021404404,0.15853664542076,PARTIAL_BE,12.0
1986.1212797354513,-0.8013878720264549,-0.0014750767219249283,993,0.319895603896784,0.8013878720264549,-21.591663021404408,0.1584900679260354,PARTIAL_STRUCTURAL,12.0
1451.3469463600563,-0.8548653053639943,-0.0017610895037899477,994,0.24253894632031575,0.8548653053639943,-25.349822205450728,0.15708606694293492,FULL_TARGET,18.0
1392.7139140131533,-0.8607286085986847,-0.0017986825225670966,993,0.22737488813250742,0.8607286085986847,-25.35599706500402,0.1947561948730085,PARTIAL_BE,18.0
1378.9693147924663,-0.8621030685207534,-0.0018077236813224262,993,0.22840564526709461,0.8621030685207534,-25.35599706500402,0.1927893469897191,PARTIAL_STRUCTURAL,18.0
1093.974829402104,-0.8906025170597895,-0.0020187517177001624,994,0.176867575375117,0.8906025170597895,-28.136655406345348,0.18975712628613578,FULL_TARGET,24.0
1054.2635346214545,-0.8945736465378545,-0.002052450327119093,993,0.167517249368012,0.8945736465378545,-28.14828480483795,0.23338834732116387,PARTIAL_BE,24.0
1044.8610011935955,-0.8955138998806405,-0.0020606148611164166,993,0.16936069202035525,0.8955138998806405,-28.14828480483795,0.22950954468482243,PARTIAL_STRUCTURAL,24.0
