policy_id,event_filter,sweep_threshold_atr,peer_max_atr,smt_gap_atr,confirm_mode,confirm_count,stop_buffer_atr,target_mode,start,end,calendar_days,cost_bps,risk_fraction,initial_nav,final_nav,total_return,geometric_daily_growth,maximum_drawdown,trades,wins,losses,win_rate,profit_factor,median_trade_return,mean_trade_return,return_without_top_10pct_winners,top_five_positive_return_share,h1_return,h2_return,median_required_leverage,p95_required_leverage,max_required_leverage,median_hold_hours,p95_hold_hours,funding_events,terminal_exits,bankrupt,fit_gate_pass
951df185862595e1,ALL,0.3,0.1,0.25,MIDPOINT,2,0.05,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10370.043282666205,0.03700432826662059,9.955592268640068e-05,0.029282887452484307,12,6,6,0.5,1.627203867819888,-0.002512222001058579,0.003137631876503585,-0.020333447810162664,0.9517849709835284,-0.0026399228295753696,0.039749185879456084,1.032239607297863,1.579718864962462,1.619759593174686,2.4166666666666665,20.674999999999983,5,0,False,False
be87c565e01e9562,ALL,0.3,0.0,0.1,MIDPOINT,2,0.05,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10370.043282666205,0.03700432826662059,9.955592268640068e-05,0.029282887452484307,12,6,6,0.5,1.627203867819888,-0.002512222001058579,0.003137631876503585,-0.020333447810162664,0.9517849709835284,-0.0026399228295753696,0.039749185879456084,1.032239607297863,1.579718864962462,1.619759593174686,2.4166666666666665,20.674999999999983,5,0,False,False
d60ed6332cbecc16,ALL,0.3,0.1,0.1,MIDPOINT,2,0.05,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10370.043282666205,0.03700432826662059,9.955592268640068e-05,0.029282887452484307,12,6,6,0.5,1.627203867819888,-0.002512222001058579,0.003137631876503585,-0.020333447810162664,0.9517849709835284,-0.0026399228295753696,0.039749185879456084,1.032239607297863,1.579718864962462,1.619759593174686,2.4166666666666665,20.674999999999983,5,0,False,False
fd90152d286045df,ALL,0.3,0.0,0.25,MIDPOINT,2,0.05,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10370.043282666205,0.03700432826662059,9.955592268640068e-05,0.029282887452484307,12,6,6,0.5,1.627203867819888,-0.002512222001058579,0.003137631876503585,-0.020333447810162664,0.9517849709835284,-0.0026399228295753696,0.039749185879456084,1.032239607297863,1.579718864962462,1.619759593174686,2.4166666666666665,20.674999999999983,5,0,False,False
90beedb90ae6f785,ALL,0.3,0.1,0.1,MIDPOINT,2,0.15,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10347.415158592134,0.03474151585921326,9.35705483962046e-05,0.029297026528286696,12,6,6,0.5,1.5887916371112398,-0.002580300505964801,0.0029524013044554816,-0.021608873070773416,0.9519551356718092,-0.0036131118783813143,0.03849370981778022,1.0090000899789642,1.524137045237464,1.5455555549033309,2.4166666666666665,20.674999999999983,5,0,False,False
c2a91c5f5ec99f58,ALL,0.3,0.0,0.1,MIDPOINT,2,0.15,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10347.415158592134,0.03474151585921326,9.35705483962046e-05,0.029297026528286696,12,6,6,0.5,1.5887916371112398,-0.002580300505964801,0.0029524013044554816,-0.021608873070773416,0.9519551356718092,-0.0036131118783813143,0.03849370981778022,1.0090000899789642,1.524137045237464,1.5455555549033309,2.4166666666666665,20.674999999999983,5,0,False,False
dcc0acdb14d24f51,ALL,0.3,0.0,0.25,MIDPOINT,2,0.15,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10347.415158592134,0.03474151585921326,9.35705483962046e-05,0.029297026528286696,12,6,6,0.5,1.5887916371112398,-0.002580300505964801,0.0029524013044554816,-0.021608873070773416,0.9519551356718092,-0.0036131118783813143,0.03849370981778022,1.0090000899789642,1.524137045237464,1.5455555549033309,2.4166666666666665,20.674999999999983,5,0,False,False
e90213dde5ef26bf,ALL,0.3,0.1,0.25,MIDPOINT,2,0.15,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10347.415158592134,0.03474151585921326,9.35705483962046e-05,0.029297026528286696,12,6,6,0.5,1.5887916371112398,-0.002580300505964801,0.0029524013044554816,-0.021608873070773416,0.9519551356718092,-0.0036131118783813143,0.03849370981778022,1.0090000899789642,1.524137045237464,1.5455555549033309,2.4166666666666665,20.674999999999983,5,0,False,False
3f9ef84d566c1138,ALL,0.15,0.1,0.25,MIDPOINT,2,0.05,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10267.145065177305,0.026714506517730552,7.223248395327175e-05,0.03891496495153113,13,6,7,0.46153846153846156,1.389084804753524,-0.009676048081364939,0.002132995495152932,-0.03005432738665681,0.9517849709835283,-0.012536368903910411,0.03974918587945586,1.0305993706750496,1.5760787987613507,1.619759593174686,2.6666666666666665,19.4333333333333,5,0,False,False
7adc006180ff30a1,ALL,0.05,0.0,0.25,MIDPOINT,2,0.05,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10267.145065177305,0.026714506517730552,7.223248395327175e-05,0.03891496495153113,13,6,7,0.46153846153846156,1.389084804753524,-0.009676048081364939,0.002132995495152932,-0.03005432738665681,0.9517849709835283,-0.012536368903910411,0.03974918587945586,1.0305993706750496,1.5760787987613507,1.619759593174686,2.6666666666666665,19.4333333333333,5,0,False,False
8fe70c345b753f86,ALL,0.05,0.1,0.25,MIDPOINT,2,0.05,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10267.145065177305,0.026714506517730552,7.223248395327175e-05,0.03891496495153113,13,6,7,0.46153846153846156,1.389084804753524,-0.009676048081364939,0.002132995495152932,-0.03005432738665681,0.9517849709835283,-0.012536368903910411,0.03974918587945586,1.0305993706750496,1.5760787987613507,1.619759593174686,2.6666666666666665,19.4333333333333,5,0,False,False
ca686b06bfe75c86,ALL,0.15,0.0,0.25,MIDPOINT,2,0.05,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10267.145065177305,0.026714506517730552,7.223248395327175e-05,0.03891496495153113,13,6,7,0.46153846153846156,1.389084804753524,-0.009676048081364939,0.002132995495152932,-0.03005432738665681,0.9517849709835283,-0.012536368903910411,0.03974918587945586,1.0305993706750496,1.5760787987613507,1.619759593174686,2.6666666666666665,19.4333333333333,5,0,False,False
2e5a4617288f3fa1,ALL,0.05,0.1,0.25,MIDPOINT,2,0.15,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10244.7067606575,0.02447067606575004,6.623798982663409e-05,0.038932220028073616,13,6,7,0.46153846153846156,1.3563848493608457,-0.009690888889019166,0.001961755384274583,-0.031320379148397026,0.9519551356718092,-0.013503243803461018,0.03849370981778022,1.004596164700433,1.5221899079951127,1.5455555549033309,2.6666666666666665,19.4333333333333,5,0,False,False
78cf2fbef692e634,ALL,0.15,0.1,0.25,MIDPOINT,2,0.15,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10244.7067606575,0.02447067606575004,6.623798982663409e-05,0.038932220028073616,13,6,7,0.46153846153846156,1.3563848493608457,-0.009690888889019166,0.001961755384274583,-0.031320379148397026,0.9519551356718092,-0.013503243803461018,0.03849370981778022,1.004596164700433,1.5221899079951127,1.5455555549033309,2.6666666666666665,19.4333333333333,5,0,False,False
924c1f9374c7af18,ALL,0.15,0.0,0.25,MIDPOINT,2,0.15,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10244.7067606575,0.02447067606575004,6.623798982663409e-05,0.038932220028073616,13,6,7,0.46153846153846156,1.3563848493608457,-0.009690888889019166,0.001961755384274583,-0.031320379148397026,0.9519551356718092,-0.013503243803461018,0.03849370981778022,1.004596164700433,1.5221899079951127,1.5455555549033309,2.6666666666666665,19.4333333333333,5,0,False,False
d5cadf7564042d44,ALL,0.05,0.0,0.25,MIDPOINT,2,0.15,OPPOSITE_LIQUIDITY,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10244.7067606575,0.02447067606575004,6.623798982663409e-05,0.038932220028073616,13,6,7,0.46153846153846156,1.3563848493608457,-0.009690888889019166,0.001961755384274583,-0.031320379148397026,0.9519551356718092,-0.013503243803461018,0.03849370981778022,1.004596164700433,1.5221899079951127,1.5455555549033309,2.6666666666666665,19.4333333333333,5,0,False,False
251189f17c825e5e,ALL,0.05,0.0,0.1,MIDPOINT,2,0.05,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10105.358139983815,0.010535813998381549,2.871465634646242e-05,0.01937451240598309,8,5,3,0.625,1.3609559702479532,0.004018040401802258,0.001351454441783213,-0.0007165476120771785,1.0,-0.00318738895418047,0.013767084004047803,1.032239607297863,1.5611591906385465,1.619759593174686,2.375,19.187499999999986,3,0,False,False
355d5fde8df2c337,ALL,0.05,0.1,0.25,MIDPOINT,2,0.05,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10105.358139983815,0.010535813998381549,2.871465634646242e-05,0.01937451240598309,8,5,3,0.625,1.3609559702479532,0.004018040401802258,0.001351454441783213,-0.0007165476120771785,1.0,-0.00318738895418047,0.013767084004047803,1.032239607297863,1.5611591906385465,1.619759593174686,2.375,19.187499999999986,3,0,False,False
95a586ccd7031d2b,ALL,0.15,0.0,0.25,MIDPOINT,2,0.05,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10105.358139983815,0.010535813998381549,2.871465634646242e-05,0.01937451240598309,8,5,3,0.625,1.3609559702479532,0.004018040401802258,0.001351454441783213,-0.0007165476120771785,1.0,-0.00318738895418047,0.013767084004047803,1.032239607297863,1.5611591906385465,1.619759593174686,2.375,19.187499999999986,3,0,False,False
a9c577c26d02dc02,ALL,0.15,0.0,0.1,MIDPOINT,2,0.05,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10105.358139983815,0.010535813998381549,2.871465634646242e-05,0.01937451240598309,8,5,3,0.625,1.3609559702479532,0.004018040401802258,0.001351454441783213,-0.0007165476120771785,1.0,-0.00318738895418047,0.013767084004047803,1.032239607297863,1.5611591906385465,1.619759593174686,2.375,19.187499999999986,3,0,False,False
ab4e4100a9b01dca,ALL,0.05,0.0,0.25,MIDPOINT,2,0.05,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10105.358139983815,0.010535813998381549,2.871465634646242e-05,0.01937451240598309,8,5,3,0.625,1.3609559702479532,0.004018040401802258,0.001351454441783213,-0.0007165476120771785,1.0,-0.00318738895418047,0.013767084004047803,1.032239607297863,1.5611591906385465,1.619759593174686,2.375,19.187499999999986,3,0,False,False
bb41f5ec17901ad2,ALL,0.15,0.1,0.25,MIDPOINT,2,0.05,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10105.358139983815,0.010535813998381549,2.871465634646242e-05,0.01937451240598309,8,5,3,0.625,1.3609559702479532,0.004018040401802258,0.001351454441783213,-0.0007165476120771785,1.0,-0.00318738895418047,0.013767084004047803,1.032239607297863,1.5611591906385465,1.619759593174686,2.375,19.187499999999986,3,0,False,False
c388c3372bb826b0,ALL,0.05,0.1,0.1,MIDPOINT,2,0.05,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10105.358139983815,0.010535813998381549,2.871465634646242e-05,0.01937451240598309,8,5,3,0.625,1.3609559702479532,0.004018040401802258,0.001351454441783213,-0.0007165476120771785,1.0,-0.00318738895418047,0.013767084004047803,1.032239607297863,1.5611591906385465,1.619759593174686,2.375,19.187499999999986,3,0,False,False
f05b359491e0fce7,ALL,0.15,0.1,0.1,MIDPOINT,2,0.05,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10105.358139983815,0.010535813998381549,2.871465634646242e-05,0.01937451240598309,8,5,3,0.625,1.3609559702479532,0.004018040401802258,0.001351454441783213,-0.0007165476120771785,1.0,-0.00318738895418047,0.013767084004047803,1.032239607297863,1.5611591906385465,1.619759593174686,2.375,19.187499999999986,3,0,False,False
33868f2c2959a6ed,ALL,0.05,0.0,0.25,MIDPOINT,2,0.15,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10094.549680609252,0.009454968060925273,2.5782660077355857e-05,0.01939500785315107,8,5,3,0.625,1.3236590539243764,0.0038849463385273904,0.001216589561357718,-0.0016216013826225728,1.0,-0.0039609929302245606,0.013469312844100134,1.0090000899789642,1.493356218719628,1.5455555549033309,2.375,19.187499999999986,3,0,False,False
77e10dda3a4bb9da,ALL,0.05,0.0,0.1,MIDPOINT,2,0.15,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10094.549680609252,0.009454968060925273,2.5782660077355857e-05,0.01939500785315107,8,5,3,0.625,1.3236590539243764,0.0038849463385273904,0.001216589561357718,-0.0016216013826225728,1.0,-0.0039609929302245606,0.013469312844100134,1.0090000899789642,1.493356218719628,1.5455555549033309,2.375,19.187499999999986,3,0,False,False
7836fc34ac1b08a4,ALL,0.05,0.1,0.25,MIDPOINT,2,0.15,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10094.549680609252,0.009454968060925273,2.5782660077355857e-05,0.01939500785315107,8,5,3,0.625,1.3236590539243764,0.0038849463385273904,0.001216589561357718,-0.0016216013826225728,1.0,-0.0039609929302245606,0.013469312844100134,1.0090000899789642,1.493356218719628,1.5455555549033309,2.375,19.187499999999986,3,0,False,False
97752788ded07d71,ALL,0.05,0.1,0.1,MIDPOINT,2,0.15,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10094.549680609252,0.009454968060925273,2.5782660077355857e-05,0.01939500785315107,8,5,3,0.625,1.3236590539243764,0.0038849463385273904,0.001216589561357718,-0.0016216013826225728,1.0,-0.0039609929302245606,0.013469312844100134,1.0090000899789642,1.493356218719628,1.5455555549033309,2.375,19.187499999999986,3,0,False,False
c03735f0743561cb,ALL,0.15,0.0,0.25,MIDPOINT,2,0.15,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10094.549680609252,0.009454968060925273,2.5782660077355857e-05,0.01939500785315107,8,5,3,0.625,1.3236590539243764,0.0038849463385273904,0.001216589561357718,-0.0016216013826225728,1.0,-0.0039609929302245606,0.013469312844100134,1.0090000899789642,1.493356218719628,1.5455555549033309,2.375,19.187499999999986,3,0,False,False
c6bcb6ccd4859bcd,ALL,0.15,0.1,0.1,MIDPOINT,2,0.15,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10094.549680609252,0.009454968060925273,2.5782660077355857e-05,0.01939500785315107,8,5,3,0.625,1.3236590539243764,0.0038849463385273904,0.001216589561357718,-0.0016216013826225728,1.0,-0.0039609929302245606,0.013469312844100134,1.0090000899789642,1.493356218719628,1.5455555549033309,2.375,19.187499999999986,3,0,False,False
c972168df85820be,ALL,0.15,0.1,0.25,MIDPOINT,2,0.15,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10094.549680609252,0.009454968060925273,2.5782660077355857e-05,0.01939500785315107,8,5,3,0.625,1.3236590539243764,0.0038849463385273904,0.001216589561357718,-0.0016216013826225728,1.0,-0.0039609929302245606,0.013469312844100134,1.0090000899789642,1.493356218719628,1.5455555549033309,2.375,19.187499999999986,3,0,False,False
d561a10f9a06d6e1,ALL,0.15,0.0,0.1,MIDPOINT,2,0.15,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10094.549680609252,0.009454968060925273,2.5782660077355857e-05,0.01939500785315107,8,5,3,0.625,1.3236590539243764,0.0038849463385273904,0.001216589561357718,-0.0016216013826225728,1.0,-0.0039609929302245606,0.013469312844100134,1.0090000899789642,1.493356218719628,1.5455555549033309,2.375,19.187499999999986,3,0,False,False
00dafb7f271a5650,ALL,0.3,0.0,0.1,MIDPOINT,2,0.05,PRE_RANGE_MID,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59+00:00,365,18,0.01,10000.0,10004.205186379708,0.0004205186379708792,1.1518643476815527e-06,0.01937451240598309,7,4,3,0.5714285714285714,1.0144555798788542,0.0030635149218517428,0.0001000845794410034,-0.01071920870498777,1.0000000000000002,-0.013165317336367166,0.01376708400404758,1.0338798439206764,1.5695306767151378,1.619759593174686,3.0,20.374999999999982,3,0,False,False
