policy_id,event_date,symbol,direction,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,exit_reason,nav_before,nav_after,notional,notional_fraction,required_leverage,gross_pnl,funding_pnl,cost_pnl,net_pnl,account_return,risk_fraction,planned_loss_budget,hold_hours,funding_events,terminal_exit
951df185862595e1,2022-03-05T00:00:00+00:00,ETHUSDT,-1,2022-03-05T08:30:00+00:00,2022-03-05T08:40:00+00:00,2633.18,2644.17025,2644.17025,2608.25,STOP_FIRST,10000.0,9903.23951918635,16197.59593174686,1.619759593174686,1.619759593174686,-67.60480813650503,-0.0,-29.15567267714435,-96.76048081364938,-0.009676048081364939,0.01,100.0,0.16666666666666666,0,False
951df185862595e1,2022-03-11T00:00:00+00:00,BTCUSDT,-1,2022-03-11T08:20:00+00:00,2022-03-11T11:20:00+00:00,39050.2,39349.805,39349.805,38310.8,STOP_FIRST,9903.23951918635,9806.254875940169,10238.75972840546,1.0338798439206764,1.0338798439206764,-78.55487573505222,-0.0,-18.429767511129825,-96.98464324618205,-0.009793224031215828,0.01,99.03239519186351,3.0,0,False
951df185862595e1,2022-04-04T00:00:00+00:00,ETHUSDT,-1,2022-04-04T08:10:00+00:00,2022-04-04T09:05:00+00:00,3494.95,3478.15,3510.5525,3478.15,TARGET,9806.254875940169,9851.869691123236,15169.867069752283,1.5469582691524608,1.5469582691524608,72.92057590862083,-0.0,-27.30576072555411,45.614815183066725,0.00465160407924778,0.01,98.0625487594017,0.9166666666666666,0,False
951df185862595e1,2022-04-18T00:00:00+00:00,ETHUSDT,1,2022-04-18T08:30:00+00:00,2022-04-18T18:00:00+00:00,2900.64,2993.9,2875.63975,2993.9,TARGET,9851.869691123236,10132.534185881295,9277.697341937122,0.9417194535466241,0.9417194535466241,298.29211970774,-0.9277697341937123,-16.69985521548682,280.6644947580595,0.028488449762073563,0.01,98.51869691123237,9.5,1,False
951df185862595e1,2022-05-12T00:00:00+00:00,BTCUSDT,-1,2022-05-12T08:30:00+00:00,2022-05-12T10:40:00+00:00,27879.6,28613.5375,28613.5375,26631.0,STOP_FIRST,10132.534185881295,10031.924285786616,3577.2088206610993,0.35304187037884294,0.35304187037884294,-94.17092421749061,-0.0,-6.4389758771899785,-100.60990009468058,-0.009929391625924216,0.01,101.32534185881296,2.1666666666666665,0,False
951df185862595e1,2022-05-23T00:00:00+00:00,ETHUSDT,-1,2022-05-23T08:20:00+00:00,2022-05-23T11:10:00+00:00,2057.94,2080.64425,2080.64425,2025.63,STOP_FIRST,10031.924285786616,9933.144565538423,7697.613048367731,0.7673117169827355,0.7673117169827355,-84.92401676113008,-0.0,-13.855703487061914,-98.77972024819199,-0.009846537656603392,0.01,100.31924285786616,2.8333333333333335,0,False
951df185862595e1,2022-06-17T00:00:00+00:00,BTCUSDT,-1,2022-06-17T08:25:00+00:00,2022-06-17T08:30:00+00:00,21126.8,21293.2325,21293.2325,20305.6,STOP_FIRST,9933.144565538423,9835.824327707684,10056.039123219905,1.0123721704512232,1.0123721704512232,-79.21936740894337,-0.0,-18.10087042179583,-97.3202378307392,-0.00979752556590965,0.01,99.33144565538423,0.08333333333333333,0,False
951df185862595e1,2022-06-25T00:00:00+00:00,BTCUSDT,-1,2022-06-25T08:10:00+00:00,2022-06-25T12:20:00+00:00,21479.9,21170.0,21630.574999999997,21170.0,TARGET,9835.824327707684,9973.600771704247,10910.875678170092,1.109299568052875,1.109299568052875,157.41602021726993,-0.0,-19.639576220706164,137.77644399656376,0.01400761536665973,0.01,98.35824327707684,4.166666666666667,0,False
951df185862595e1,2022-08-20T00:00:00+00:00,ETHUSDT,-1,2022-08-20T08:15:00+00:00,2022-08-20T10:05:00+00:00,1644.0,1624.13,1657.2995,1624.13,TARGET,9973.600771704247,10075.280692084132,9884.913138617454,0.9911077618688723,0.9911077618688723,119.47276402939673,-0.0,-17.79284364951142,101.67992037988532,0.010194905802562085,0.01,99.73600771704247,1.8333333333333333,0,False
951df185862595e1,2022-09-14T00:00:00+00:00,BTCUSDT,1,2022-09-14T08:25:00+00:00,2022-09-14T08:50:00+00:00,20220.6,20395.2,20121.8125,20395.2,TARGET,10075.280692084132,10175.291193616193,14632.631114300326,1.4523298716428592,1.4523298716428592,126.34923753780136,-0.0,-26.338736005740586,100.01050153206077,0.00992632409840812,0.01,100.75280692084132,0.4166666666666667,0,False
951df185862595e1,2022-11-23T00:00:00+00:00,BTCUSDT,-1,2022-11-23T08:10:00+00:00,2022-11-23T10:50:00+00:00,16542.0,16660.62,16660.62,16439.2,STOP_FIRST,10175.291193616193,10075.757335454813,11095.268873912368,1.0904129093497936,1.0904129093497936,-79.5623741883382,-0.0,-19.97148397304226,-99.53385816138046,-0.009781917418130141,0.01,101.75291193616192,2.6666666666666665,0,False
951df185862595e1,2022-12-07T00:00:00+00:00,ETHUSDT,1,2022-12-07T08:15:00+00:00,2022-12-08T18:35:00+00:00,1226.91,1264.38,1217.4589999999998,1264.38,TARGET,10075.757335454813,10370.043282666205,10384.069168994245,1.0305993706750496,1.0305993706750496,317.13089938317887,-4.153627667597698,-18.69132450418964,294.28594721139154,0.029207327788239916,0.01,100.75757335454813,34.333333333333336,4,False
